Kelas;Soal;A;B;C;D;E;Jawaban
2;Setiap orang yang berumur 17 tahun ke atas agar diakui menjadi warga Negara Indonesia harus memiliki ...;Kartu keluarga;KTP;Raport;Akta kelahiran;#;B
2;Tempat menyimpan foto disebut ...;Album;Amplop;Map;Kotak surat;#;A
2;Supaya tidak rusak dokumen harus di ...;dilipat;dilem;dilaminating;dijahit;#;C
2;Sebagai pelajar aku harus rajin ...;belanja;belajar;bermain;bernyanyi;#;B
2;Andi mendapat juara menggambar Andi merasa ...;kecewa;marah;senang;sedih;#;C
2;Di bawah ini peristiwa yang menyenangkan ...;nenek sakit;jatuh;ulang tahun;kehilangan;#;C
2;Dokumen yang berisi tentang data seluruh anggota keluarga disebut ...;KTP;KK;STNK;BPJS;#;B
2;Menyimpan dokumen agar tidak hilang atau rusak Sebaiknya di ...;map;saku;dompet;tas;#;A
2;Ulang tahun dapat diabadikan dengan ...;Foto;SIM;KTP;Video;#;A
2;3 + 3 + 3 + 3 + 3 + 3 sama artinya dengan ...;6 x 3;3 x 6;2 x 9;9 x 2;#;B
2;6 x 5 sama artinya ...;5 + 5 + 5 + 5 + 5 + 5;6 + 6 + 6 + 6 + 6;3 x 10;5 x 6;#;B
2;6 x 8 = ...;24;48;52;56;#;B
2;9 x 7 = ...;56;63;72;81;#;B
2;6 x 0 = ...;0;1;6;10;#;A
2;3 x 2 x 5 = ...;30;35;40;45;#;A
2;3 x 3 x 0 = ...;0;1;3;9;#;A
2;12 - 4 - 4 -4 = 0 sama artinya ...;12 : 4 = 3;12 : 3 = 4;12 : 2 = 6;12 : 6 = 2;#;B
2;72 : 8 = ...;7;8;9;10;#;C
2;81 : 9 = ...;6;8;9;7;#;C
2;48 : 8 = ...;6;7;8;9;#;A
2;Bilangan ganjil antara 78 dan 83 adalah ...;79;80;83;81;#;A
2;Bilangan genap antara 83 dan 86 adalah ...;83;84;85;86;#;B
2;32 : 4 : 8 = ...;1;2;3;4;#;A
2;64 : 8 × 3 = ...;12;14;24;28;#;C
2;8 x 5 : 10 = ...;3;4;5;6;#;B
2;Banyaknya titik sudut persegi ada ...;3;4;6;8;#;B
2;Banyaknya titik sudut pada lingkaran ada ...;0;1;2;3;#;A
2;Persegi panjang mempunyai sisi-sisi banyaknya ada;3;4;5;6;#;B
2;Persegi mempunyai sisi-sisi banyaknya ada ...;2;3;4;5;#;C
2;6 + 6 dapat ditulis juga dengan...;02:06;6 x 2;12 x 2;3 x 4;#;B
2;Penulisan 3 x 6 dalam bentuk penjumlahan adalah...;6 + 6 + 6;18 + 18 + 18;3 + 3 + 3;6 + 3 + 6;#;A
2;Nilai dari 45 : 5 x 6 adalah...;32;54;40;45;#;B
2;Bentuk pembagian yang sesuai dengan 7 x 6 = 42 adalah...;42 : 6 = 7;42 : 7 = 1;42 : 4 = 6;42 : 7 = 6;#;A
2;Nilai dari 8 x 3 adalah...;30;27;24;21;#;C
2;2 x 10 = ...x 2;10;20;2;5;#;A
2;Nilai dari 4 x 7 adalah...;24;28;32;36;#;B
2;Banyaknya pengurangan berulang pada 10 : 5 adalah...;1 kali;2 kali;3 kali;4 kali;#;B
2;Nilai dari 5 x 8 adalah...;30;40;50;60;#;B
2;Banyaknya pengurangan berulang pada 9 : 3 adalah...;3 kali;4 kali;5 kali;6 kali;#;A
2;Angka 255 dibaca...;dua ratus dua lima;dua ratus dua puluh lima;dua ratusan lima;dua lima lima;#;B
2;Urutan dari yang terkecil ke yang terbesar bilangan 223, 123, 323, 423 adalah...;123, 223, 423, 323;123, 323, 223, 423;123, 223, 323, 423;423, 323, 223, 123;#;C
2;Banyak buku 235, sedangkan banyak pensil 325. Maka banyak buku ... banyak pensil.;lebih sedikit (<);lebih banyak (>);sama dengan (=);tidak sama (≠);#;A
2;Angka 4 pada bilangan 412 nilainya adalah...;ratusan;puluhan;satuan;ribuan;#;A
2;Hasil dari 225 + 122 adalah...;374;347;473;447;#;B
2;Ibu menimbang gula. Jarum timbangan berada pada angka 2 berapa berat gula tersebut...;2 kg;1 kg;3 kg;4 kg;#;A
2;Untuk mengukur berat gula digunakan timbangan...;duduk;emas;badan;digital;#;A
2;Gerakan saling mendorong bahu berpasangan melatih ...;Kekuatan;Kecepatan;Kelentukan;Ketahanan;#;A
2;Kelentukan dapat dilatih dengan ...;Berjalan;Berlari;Membungkuk;Melompat;#;C
2;SKJ adalah senam dengan memakai alat ...;Musik;Gamelan;Seruling;Tongkat;#;A
2;Gerakan yang berpindah tempat adalah ...;Jalan di tempat;Jongkok;Lompat ke depan;Push up;#;C
2;Berolahraga sebaiknya ...;di malam hari;di pagi hari;di siang hari;sore hari;#;B
2;Gerakan dasar latihan renang adalah ...;Bermain;Berjalan;Meluncur;Menyelam;#;C
2;Permainan kucing tikus, yang dikejar adalah ...;kucing;tikus;teman;anjing;#;B
2;Kebersihan Sekolah merupakan tugas ...;Murid;Guru;Semua warga sekolah;Petugas kebersihan;#;C
2;Sekolah yang bersih akan membuat kita ... belajar;Malas;Nyaman;Susah;Lelah;#;B
2;Mandi merupakan salah satu cara menjaga kebersihan ...;Tangan;Kaki;Badan;Rambut;#;C
2;Ketika lari start jongkok posisi badan....;condong ke depan;condong ke belakang;membungkuk;tegak;#;A
2;Supaya kaki tidak mengalami lecet, maka mengggunakan...;sandal;kaus kaki;sepatu;kaos;#;B
2;Sikap kedua kaki ketika menarik tangan teman....;kaki rapat;jongkok;dibuka agak lebar;disilangkan;#;C
2;Seragam sekolah dasar menggunakan warna...;putih-biru;putih-merah;putih-abu;putih-hijau;#;B
2;Pada Senam ketangkasan tanpa menggunakan alat yaitu....;loncat tali perorangan;mengayun menggunakan simpal;meloncat ke kiri dan ke kanan;berdiri satu kaki;#;C
2;Mempunyai ruangan kelas yang bersih, maka akan terasa...;nyaman;pengap;pusing;gerah;#;A
2;Pada gerakan ritmik beregu harus....;bergerak sendiri;kompak;berbeda;acak;#;B
2;Latihan menginjak-injak air merupakan gerakan yang dapat...;mengangkat tubuh di air;menenggelamkan tubuh di air;bernapas di air;berenang di air;#;A
2;Saat membersihkan hidung sebaiknya menggunakan....;kuku jari tangan;kain halus yang dibasahi air bersih;benda-benda keras;tisu basah;#;B
2;Untuk pemula biasanya digunakan kolam renang dengan kedalaman...;dalam;sedang;dangkal;tinggi;#;C
2;Pada gerakan membungkukkan badan untuk melatih kelenturan....;bahu;pinggang;punggung;leher;#;B
2;Pada gerak berpasangan dilakukan oleh...orang.;dua;tiga;empat;lima;#;A
2;Posisi pada kedua siku ketika melakukan loncat kanguru....;lurus;diangkat;ditekuk;dilipat;#;C
2;Gerakan ritmik dapat diiringi dengan menggunakan...;tepuk tangan;musik;tongkat;simbal;#;B
2;Gerakan melentingkan punggung diawali dengan posisi....;tengkurap;telentang;jongkok;berdiri;#;B
2;Perlombaan menggendong teman bertujuan untuk melatih...;kekuatan;kelentukan;keseimbangan;kecepatan;#;A
2;Gerakan Back lift untuk melatih kekuatan otot....;dada;tungkai;punggung;perut;#;B
2;Bagian penting pada tubuh yang letaknya berada di dalam dada adalah...;tangan;rambut;jantung;paru-paru;#;C
2;Kelenturan pada sendi bahu dapat dilatih dengan cara....;menolehkan kepala ke kanan dan ke kiri;mengayunkan kedua tangan;meliukkan badan;memutar pinggang;#;B
2;Gerakan menekuk siku ke depan dada untuk melatih kekuatan otot....;dada;perut;punggung;leher;#;A
2;Lari cepat menapak dengan ...;ujung kaki;telapak kaki;tumit;seluruh kaki;#;A
2;Lompat katak menolak dengan ...;2 kaki;1 kaki;tumit;lutut;#;A
2;Lari berbelok-belok arahnya ...;lurus;berbelok-belok;berputar;zig-zag;#;B
2;Lomba lari untuk mengukur ...;kekuatan;kecepatan;keseimbangan;ketahanan;#;B
2;Di lapangan guru olahraga meniup ...;seruling;terompet;peluit;sirene;#;C
2;Olahraga teratur tubuh menjadi ...;kurus;gemuk;sehat;tinggi;#;C
2;Berdiri tegak kedua kaki ...;rapat;terbuka;kangkang;disilangkan;#;A
2;Waktu menangkap bola jari-jari tangan ...;rapat;membuka;mengepal;terkulai;#;B
2;Saat menangkap bola pandangan ke arah ...;bola;bawah;atas;samping;#;A
2;Melempar bola memakai ...;kaki;tangan;kepala;punggung;#;B
2;Berjalan jongkok kedua lutut di ...;putar;tekuk;angkat;lipat;#;B
2;Sikap kapal terbang tubuh condong ke ...;samping;depan;belakang;bawah;#;B
2;Sikap tepat posisi tubuh bangun ...;membungkuk;tegak;miring;lurus;#;B
2;Berdiri istirahat posisi kaki ...;ditekuk;rapat;kangkang;disilangkan;#;B
2;Olahraga sebaiknya dilakukan secara ...;teratur;terus-menerus;kadang-kadang;jarang;#;A
2;Mengambil bola yang bergerak disebut ...;Menangkap;Melempar;Menendang;Menggiring;#;A
2;Gerakan push up dapat melatih kekuatan otot ...;Tangan;Kaki;Kepala;Punggung;#;A
2;Gerakan pesawat terbang dapat melatih ...;Kekuatan;Keseimbangan;Kesabaran;Kelenturan;#;B
2;Pada saat melompat kemudian mendarat dengan ...;Santai;Satu kaki;Dua kaki;Lutut;#;C
2;Sikap awal berguling ke depan adalah ...;Berdiri;Jongkok;Telungkup;Duduk;#;B
2;Latihan berpindah tempat dari satu titik ketitik yang lain disebut gerak ...;Manipulatif;Nonlokomotor;Lokomotor;Statis;#;C
2;Senam irama beregu mengutamakan ...;Keberanian;Kekompakan;Kekuatan;Kelincahan;#;B
2;Mencuci rambut menggunakan ...;Pasta gigi;Sampo;Sabun;Minyak;#;B
2;Nasi banyak mengandung ...;Mineral;Protein;Karbohidrat;Vitamin;#;C
2;Posisi badan saat melakukan jalan cepat adalah ...;Miring;Tegak;Condong;Membungkuk;#;B
2;Gerak melompat membuat kaki menjadi...;Kuat;Besar;kecil;lentur;#;A
2;Memutar dua tangan yang digerakkan adalah ...;Lutut;tangan;Kepala;Bahu;#;B
2;Saat mengayun tangan pandangan ke arah...;depan;bawah;samping;atas;#;A
2;posisi dada, perut, dan paha saat jalan kepitan adalah...;bengkok;lurus;ditekuk;dilipat;#;B
2;Gerakan mamutar lengan berguna malatih otot...;tangan;bahu;kaki;leher;#;A
2;Gerakan push up untuk melatih...;kecepatan;kelenturan;kekuatan;keseimbangan;#;C
2;Posisi kaki waktu push up adalah...;bengkok;lurus;ditekuk;dilipat;#;B
2;Berdiri satu kaki sikap awal kaki...;rapat;kangkang;ditekuk;disilangkan;#;A
2;Pada gerakan lompat katak lompatan dilakukan dengan...;dua kaki;satu kaki;tangan;kaki dan tangan;#;A
2;Gerakan lari dan menolak melatih otot...;kaki;lengan;leher;punggung;#;A
2;Berikut yang termasuk latihan keseimbangan adalah...;berjalan diatas garis;lompat tali;guling kedepan;push up;#;A
2;Posisi badan pada sikap awal gerakan kapal terbang adalah...;tegak;lurus;condong;membungkuk;#;A
2;Gerakan permulaan meloncat dengan tolakan dua kaki adalah...;berjalan;berlari;meloncat;berjingkat;#;B
2;Gerakan meraih di atas benda di gantung di...;Palang tiang;Pohon;Meja;Tembok;#;A
2;Langkah dan ayunan menggunakan simpai-simpai dipegang dengan...;Berjalan;Berlari;Meloncat;Mengayun;#;C
2;Gada dibuat dari...;Besi;Kayu;Bambu;Plastik;#;B
2;Posisi kaki di udara pada saat melompat adalah...;Jingkat dan rapat;Terbuka;Ditekuk;Lurus;#;C
2;Berlatih senang ketangkasan dilakukan dari gerakan yang...;Susah;Mudah;Disukai;Sulit;#;B
2;Agar kaki menjadi kuat berlatih...;Push up;Lari;Sit up;Squat;#;B
2;Bermain sepak bola sebaiknya dilakuan di...;Halaman;Ruangan tertutup;Lapangan;Taman;#;C
2;Permainan bulu tangkis sebaiknya dilakukan di...;Halaman;Ruangan tertutup;Lapangan;Rumah;#;B
2;Berdiri sikap kapal terbang pandangan melihat ke...;Ke depan;Ke kiri;Ke kanan;Ke bawah;#;A
2;Gobak sodor termasuk olah raga nomor...;Permainan tradisional;Permainan modern;Atletik;Beladiri;#;A
2;Gerakan push up melatih otot ...;Punggung;Kaki;Tangan;Perut;#;C
2;Gerakan Melompat Seperti Hewan...;Kodok;Burung;Gajah;Kangguru;#;A
2;Menendang Bola Dilakukan Pada Permainan...;Sepakbola;Kasti;Voli;Basket;#;A
2;Melempar Bola Kecil Agar Lebih Kuat Menggunakan...;Satu Tangan;Dua Tangan;Satu Kaki;Dua Kaki;#;B
2;Lompat Kodok Menguatkan Otot...;Kaki;Tangan;Pinggang;Punggung;#;A
2;Waktu Berlari, Kaki Melangkah Lebih...;Lambat;Cepat;Pendek;Panjang;#;B
2;Kaki Akan Menjadi Kuat Apabila Sering Latihan...;Duduk;Berbaring;Belari;Melompat;#;C
2;Saat Menggendong Tubuh Yang Digunakan Bagian...;Kaki;Tangan;Dada;Punggung;#;B
2;Agar Lompatan Jauh Kita Awali Dengan...;Berlari;Berjalan;Jongkok;Melompat;#;A
2;Olahraga Dilakukan Untuk Membuat Badan Menjadi...;Lemah;Sehat;Sakit;Lelah;#;B
2;Olahraga Dengan Bergerak Seperti Pesawat Terbang Melatih...;Kekuatan;Keseimbangan;Kecepatan;Kelenturan;#;B
2;Dokter Menganjurkan Polah Hidup...;Boros;Sehat;Kotor;Malas;#;B
2;Agar Rambut Kita Rapi Harus di...;Disiram;Ditutup;Disisir;Dipotong;#;C
2;Dibawah Ini Termasuk Makanan Pokok ...;Ikan;Nasi;Susu;Telur;#;B
2;Yang Digolongkan Sebagai Lauk pauk...;Sayuran;Ikan;Buah-buahan;Kacang;#;B
2;Saat Berolahraga Sikap Tubuh Yang Salah Dapat Menyebabkan...;Sehat;Cedera;Kuat;Lelah;#;B
2;Pola Hidup Sehat Dengan Makanan Gizi Seimbang Membuat Kita...;Loyo;Sakit;Sehat;Lemah;#;C
2;Buah dan Sayuran Banyak Mengandung...;Zat Asam;Vitamin;Gula;Protein;#;B
2;Daging, dan Telor Banyak Mengandung...;Vitamin;Protein;Gula;Lemak;#;B
2;Pandangan Kita Harus Fokus Kearah... Saat Melempar Bola;Bola;Atas;Bawah;Samping;#;A
2;Lomba Lari Marathon atau Sprint Dapat Melatih...;Kekuatan;Keseimbangan;Kecepatan;Kelenturan;#;C
2;Alat bantu berjalan dengan bertumpu pada siku adalah ...;palang;tembok;meja;kursi;#;A
2;Gambar disamping membiasakan hidup rukun di...;Sekolah;Rumah;Masyarakat;Tempat bermain;#;B
2;Aku melihat nenek ingin menyeberang jalan raya, sikap kita sebaiknya adalah...;Membiarkan;Pura-pura tidak tahu;Menolong;Menertawakannya;#;C
2;Binatang-binatang di hutan akan hidup dengan nyaman dan terlindungi apabila keadaan hutan...;Rimbun dengan tumbuh-tumbuhan yang hijau;Biarkan Gundul karena tumbuhan ditebangi oleh manusia;Gundul karena dibakar untuk perkebunan;Ditumbuhi banyak pohon buah;#;A
2;Tindakan seperti gambar disamping sebaiknya kita...;Tiru;Cegah;Biarkan;Laporkan kepada guru;#;B
2;Menjaga kelestarian, keindahan dan kebersihan tempat-tempat wisata bermanfaat untuk...;Dinikmati keluarga;Dinikmati sebagian orang;Dinikmati semua orang;Dinikmati pengunjung asing;#;C
2;Nanda anak yang sombong dan malas, ia...teman-temannya.;Dijauhi;Didekati;Disayangi;Ditakuti;#;A
2;Contoh yang mencerminkan hidup tidak rukun...;Berjalan bersama ke sekolah;Berkelahi;Memberi sedekah kepada pengemis;Membagi bekal makan siang;#;B
2;Kegiatan membuang sampah sembarangan ke sungai akan menyebabkan...;Hewan dan tumbuhan di dalam air menjadi subur;Lingkungan menjadi sehat;Pada musim hujan menimbulkan bencana banjir;Sungai menjadi lebih indah;#;C
2;Semua siswa kelas dua wajib memelihara kebersihan dan keindahan...;Rumah;Lingkungan;Kelas;Kantin;#;C
2;Pekerjaan yang dilakukan seperti gambar disamping akan lebih ringan jika dikerjakan dengan rasa...;Ikhlas;Malas;Menggerutu;Terpaksa;#;A
2;Musyawarah untuk membagi tugas membersihkan rumah ialah contoh musyawarah di ...;Masyarakat;Rumah;Kelas;Sekolah;#;B
2;Rani tidak terpilih menjadi ketua kelas, maka sikap kita sebaiknya ...;Menghina dan mengejek;Menghibur;Membiarkan;Mendukung teman lain;#;B
2;Apabila keputusan tidak diterima dengan tulus maka suasana menjadi ...;Kacau;Tentram;Berjalan lancar;Ramai;#;A
2;Musyawarah memiliki tujuan ...;Mencari masalah;Menyelesaikan masalah;Menambah masalah;Memperpanjang pembicaraan;#;B
2;Sikap yang terbaik dalam bermusyawarah ialah ...;Bicara semuanya;Berdiri sendiri;Menghormati pendapat orang lain;Memotong pembicaraan;#;C
2;Contoh musyawarah yang dapat dilakukan di rumah ialah ...;Memilih teman;Merencanakan tujuan berlibur;Memilih RT;Memilih menu makan malam;#;B
2;Setiap peserta musyawarah memiliki hak ...;Melaksanakan kehendaknya sendiri;Menyampaikan pendapat;Memotong pembicaraan orang lain;Memaksakan pendapat;#;B
2;Dilakukannya musyawarah dengan tujuan untuk ...;Memaksakan kehendak pada orang lain;Memamerkan kepandaian pada orang lain;Mengambil keputusan;Menunjukkan kekuasaan;#;C
2;Cara menghargai suara terbanyak antara lain dengan ...;Menggerutu;Melaksanakan keputusan dengan penuh tanggung jawab;Bersifat acuh tak acuh;Memboikot kegiatan;#;B
2;Terhadap keputusan yang diperoleh dengan suara terbanyak kita harus ...;Tidak melakukan dengan baik;Tetap pada pendiriannya;Menghormati orang yang terpilih;Membentuk kelompok sendiri;#;C
2;Dermawan adalah orang yang suka ...;Belajar;Menasehati;Membantu;Berbagi makanan;#;C
2;Bersatu kita teguh bercerai kita ...;Hancur;Lebur;Runtuh;Terpecah;#;C
2;Lambang Negara Indonesia adalah ...;Pancasila;UUD 1945;Burung garuda;Bendera merah putih;#;C
2;Kakak belajar, sebaiknya televisi harus ...;Di hidupkan;Di matikan;Dikeraskan;Ditonton bersama;#;B
2;Jika ada teman yang sakit, seharusnya yang kita lakukan adalah;Mengerjakan tugas sekolah aja;Membantu biaya pengobatannya;Menjenguk dan mendoakannya;Memberi hadiah;#;C
2;Di jalan kita melihat nenek akan menyebrang jalan, sebaiknya kita ...;Membantunya menyebrang jalan;Melihat saja;Berlari meninggalkannya;Memotretnya;#;A
2;Tugas piket kelas harus dilaksanakan secara ...;Sendiri sendiri;Bersama-sama;Bergantian;Hanya ketika diawasi;#;B
2;Kebersihan lingkungan desa menjadi tanggung jawab ...;Kepala desa;Kepala rumah tangga;Warga desa;Petugas kebersihan;#;C
2;Kerukunan akan terwujud dengan menjaga ...;Kebersamaan;Balas dendam;Saling curiga;Persaingan;#;A
2;Kegiatan yang dapat melatih kebersamaan adalah ...;Bermain sepak bola;Menyembunyikan buku teman;Menyontek bersama-sama saat ulangan;Berkelahi dengan kelompok lain;#;A
2;Garis terdiri atas ...;Titik-titik;ritme;irama;warna;#;A
2;Kita dapat membedakan bidang dengan ...;Warna;tekstur;titik;bentuk;#;B
2;Karya seni patung terdiri atas ...;Titik-titik;garis;bidang;warna;#;C
2;Karya seni lukis termasuk seni ...;Cetak;batik;rupa;tiga dimensi;#;C
2;Bintik atau titik dapat membentuk ...;Tekstur;gambar;kesatuan;garis;#;B
2;Kita biasanya dapat membedakan bidang-bidang dengan ...;Titik;tekstur;warna;ukuran;#;C
2;Unsur rupa yang paling mudah dikenali adalah ...;Warna;Garis;Titik;Bentuk;#;A
2;Pengikat bidang merupakan salah satu ...;Fungsi garis;Macam garis;Asal garis;Jenis garis;#;A
2;Garis ada ... Macam;5;4;3;2;#;C
2;Garis di bawah ini merupakan garis ...;Lurus;patah;lengkung;zigzag;#;C
2;Hewan, tumbuhan dan manusia merupakan contoh dari ...;Sumber bunyi;Suara;Gerakan;Nada;#;A
2;Bunyi yang getarannya teratur disebut ...;Irama;derak;nada;suara;#;C
2;Sumber bunyi merupakan benda yang menghasilkan ...;Nada;Irama;Bunyi;Suara;#;C
2;Benda yang bergetar menghasilkan ...;Bunyi;notasi;nada;irama;#;A
2;Bunyi dapat disebut juga ...;Nada;suara;irama;melodi;#;B
2;Halo-halo bandung termasuk lagu ...;Wajib;Anak-anak;perjuangan;daerah;#;B
2;Yang harus kita perhatikan dalam menyanyi adalah ...;syair;dinamik;nada, syair dan dinamik;ekspresi;#;C
2;Nada yang ditulis dengan angka disebut...;not;not balok;not angka;notasi;#;C
2;Nada diatas merupakan notasi ...;angka;balok;gambar;huruf;#;B
2;Kata-kata dalam lagu adalah ...;syair;ejaan;puisi;lirik;#;A
2;Matahari terbenam di waktu ...;pagi;siang;sore;malam;#;C
2;Udara yang bergerak disebut ...;gemerisik;angin;gemuruh;desir;#;B
2;Di bawah ini merupakan lagu anak adalah ...;garuda pancasila;Indonesia merdeka;Lihat kebunku;Bagimu Negeri;#;C
2;Berikut merupakan gerakan matahari adalah ..;Turun dari langit;Menyinari tanaman;Berkibar;Berputar;#;B
2;Berikut yang bukan gerakan matahari adalah ...;Menyinari bumi;Bergoyang;Memancarkan sinar;Terbit;#;B
2;Pelangi, burung merak, burungku merupakan contoh lagu ...;Wajib;Anak-anak;Senandung;Daerah;#;B
2;Detak bunyi dalam music disebut ...;Solmisasi;Spasi;Ketukan;Birama;#;C
2;Panca indera yang kita gunakan untuk mendengar adalah ...;Telinga;mata;mulut;hidung;#;A
2;Berikut yang bukan merupakan sumber bunyi adalah ...;Manusia;Hewan;Matahari;Kendaraan;#;C
2;Lagu yang wajib diketahui oleh warganegara Indoensia disebut ...;Lagu wajib;Lagu daerah;Lagu anak-anak;Lagu nasional;#;A
2;Warna yang sering digunakan untuk batik adalah ...;Merah;cokelat;putih;hitam;#;B
2;Hijau, orange dan ungu merupakan warna ...;Tersier;sekunder;primer;netral;#;B
2;Dalam lagu berirama dua tiap birama terdiri atas ... ketukan;Empat;tiga;dua;lima;#;C
2;Tanda dinamik berikut disebut ...;Piano;Desrescendo;Forte;Mezzo forte;#;C
2;Kunyit dapat menghasilkan warna ...;Hijau;biru;kuning;merah;#;C
2;Benda berikut yang tidak diwarnai dengan pewarna alam adalah ...;Kain songket;Meja tenis;Wayang;Topeng;#;B
2;Untuk mewarnai topeng tradisional diperlukan pewarna dari ...;Buatan;alam;kimiawi;cair;#;B
2;Kain yang sudah digambari motif kemudian dibatik menggunakan ...;Lilin;cat air;pensil warna;spidol;#;A
2;Benda berikut yang diwarnai dengan pewarna alam adalah ...;Kain batik;Kain songket;Topeng;Keramik;#;A
2;Berikut yang tidak termasuk pewarna alam adalah ...;Indigo;Cat air;Jelaga;Kunyit;#;B
2;Jenis alat musik kategori perkusi adalah...;suling;terompet;drum;gitar;#;B
2;Karya seni tari yang berasal dari alam menggambarkan daun tertiup angin yaitu dengan...;melompat lompat;kedua tangan melambai;berlari ke segala arah;berputar-putar;#;B
2;Nama jenis alat musik berdawai adalah...;biola;terompet;suling;drum;#;A
2;Nama pola jenis alat musik tiup adalah...;terompet;biola;gendang;piano;#;A
2;Gerakan kita ketika menari memakai ketukan/hitungan semoga tarian menjadi...;berantakan;serempak;bertabrakan;acak-acakan;#;B
2;Salah satu nama zat untuk menciptakan pewarna buatan adalah...;oksigen;nitrogen;kimia;hidrogen;#;C
2;Bahan pewarna buatan banyak dipakai untuk...;tekstil;mebel;makanan;kerajinan;#;C
2;Unsur pada seni tari menonjolkan keindahan...;suara;gambar;gerakan;warna;#;C
