Kelas;Soal;A;B;C;D;E;Jawaban
11;The electricity will be repaired by technician. The active sentence is...;The technician will repairs the electricity.;The technician will repaired the electricity.;The technician will repair the electricity.;The technician will be repairs the electricity.;The technician will be repairing the electricity.;b
11;The victim may be killed by the robber. The active is...;The robber may kill the victim.;The robber may kills the victim.;The robber may be kill the victim.;The robber may killed the victim.;The robber may be killed the victim.;d
11;Life on the Mississippi was written by Mark Twain. The active is...;Mark Twain is writing Life on the Mississippi.;Mark Twain writes Life on the Mississippi.;Mark Twain has written Life on the Mississippi.;Mark Twain wrote Life on the Mississippi.;Mark Twain written Life on the Mississippi.;a
11;"Rosa: ""You look unhealthy, boy."" Sandy: ""Yes, I get a headache and a stomachache."" Rosa: ""You should go to a doctor. Come on, I will accompany you."" Sandy: ""Ok."" The underlined words show...";agreement;disagreement;suggestions;offer;opinion;a
11;"Yu'ul: ""Would you like a cup of tea?"" Ipeh: ""Yes, I want it. The dialogue uses expression of...";offering help;accepting and refusing an appointment;offering and accepting;make an appointment;refusing something;c
11;"Coki: ""Would you come with me to Lia's party?"" Citra: ""That would be nice. What's time?"" From the underline sentence, we know that...";Citra doubt to go with Coki.;Coki ask for help to Citra.;Coki orders Citra to go with him.;Citra accepts Coki's Invitation.;Citra accepts Coki's Invitation.;D
11;Karbohidrat disimpan dalam hati dalam bentuk...;lemak padat;glikogen;lemak cair;pati;karbon;b
11;Unsur penyusun protein selain C, H, dan O adalah...;N dan S;N dan Fe;Na dan P;Ca dan Mg;N dan Cl;a
11;Pada pernapasan dada yang berkontraksi adalah otot...;diafragma;pengangkat rusuk;antartulang rusuk;diafragma dan pengangkat rusuk;antarrusuk, pengangkat rusuk, dan diafragma;c
11;Fungsi ginjal yang berkaitan dengan usaha tubuh untuk menjaga keseimbagan kadar cairan dalam tubuh adalah...;mengekskresikan zat-zat yang membahayakan tubuh;mempertahankan keseimbangan asam dan basa;mengekskresikan zat-zat racun;mempertahankan tekanan osmosis cairan ekstraseluler;mempertahankan tekanan osmosis cairan ekstraseluler;D
11;Lubang pernapasan pada serangga disebut...;trakea;insang;pori-pori;spirakel;spirakel;D
11;Pernyataan yang tidak benar mengenai gangguan pencernaan dan penyebabnya adalah...;sembelit, disebabkan kurang makanan berserat;diare disebabkan kelebihan asam lambung;gastritis disebabkan iritasi pada dinding kolon;ulkus disebabkna racun yang dikeluarkan oleh bakteri;radang usus buntu disebabkan adanya gangguan absorbsi air;d
11;Pernyataan yang benar mengenai ekspirasi pada pernapasan perut dan pernapasan dada adalah...;pernapasan perut diafragma relaksasi pernapasan dada otot antarusuk relaksasi;pernapasan perut diagragma kontraksi pernapasan dada otot antarrusuk relaksasi;pernapasan perut diagragma relaksasi pernapasan dada otot antarusuk kontraksi;pernapasan perut otot dinding perut kontraksi pernapasan dada otot antarrusuk kontraksi;pernapasan perut otot dinding perut kontraksi;a
11;Paru-paru burung berhubungan dengan kantong-kantong udara yang terdapat pada beberapa alat dalam. Fungsi kantong udara tersebut adalah...;membantu pernapasan saat akan terbang;menyerap panas untuk menurunkan temperatur tubuh;membantu memasukkan udara dari luar ke paru-paru;membantu membesarkan ruang siring dan memperkeras suara;membantu membesarkan ruang siring dan memperkeras suara;D
11;Jika menahan napas, maka keinginan bernapas menjadi tidak terkendali. Hal ini disebabkan karena...;kekurangan zat asam dalam otak;kebanyakan CO2 dalam darah;kekurangan zat asam dalam jantung;kebanyakan CO2 dalam paru-paru;kekurangan zat asam dalam darah;a
11;Proses masuknya oksigen pada pernapasan dada disebabkan otot antartulang rusuk...;berkontraksi, tekanan udara rongga dada seimbang;berkontraksi, tekanan udara rongga dada tinggi;relaksasi, tekanan udara rongga dada rendah;berkontraksi, tekanan udara rongga dada rendah;berkontraksi, tekanan udara rongga dada rendah;D
11;Turunnya kadar senyawa organik yang berguna bagi tubuh di dalam filtrat tubulus adalah karena adanya...;filtrasi;augmentasi;reabsorpsi;augmentasi dan filtrasi;filtrasi dan reabsorpsi;c
11;Jika terjadi pembuahan, setiap bulan wanita melepas satu sel telur dari ovariumnya, disebut...;menopause;menstruasi;fertilisasi;kopulasi;ovulasi;b
11;Infeksi kuman pada glomerulus menimbulkan penyakit...;uremia;nefritis;diabetes insipidus;albuminuria;diabetes melitus;b
11;Hati merupakan salah satu alat ekskresi yang menghasilkan zat sisa...;gas CO2;asam urat;kolestorel;amoniak;amoniak;D
11;Dalam urine orang normal banyak terdapat...;asam amino;ureum;albumin;glukosa;asam lemak dan gliserol;b
11;Sel api adalah alat ekskrsi pada...;cacing tanah;cacing hati;lintah;cumi-cumi;belalang;b
11;Pigmen melanin dihasilkan pada lapisan...;stratum korneum;dermis;epidermis;malphigi;stratum lusidum;d
11;Selain merupakan penyusun enzim, protein juga berfungsi dalam...;memelihara ketegangan suatu sel;menjaga keseimbangan energi;menyusun penimbunan lemak;memelihara keseimbangan tekanan osmosis darah;memelihara keseimbangan tekanan osmosis darah;D
11;Pernyataan yang benar tentang merokok adalah...;karbon monoksida mengurangi kandungan oksigen dalam darah;nikotin menyebabkan kanker paru-paru;nikotin menyebabkan paru-paru berwarna cokelat;tar merupakan faktor utama yang menyebabkan kecanduan merokok;merokok hanya membahayakan bagi si perokok;a
11;Penyebab penyakit kwashiorkor adalah kekurangan...;lemak;mineral;karbohidrat;protein;protein;D
11;Orang yang tenggelam di laut akan mengalami gangguan pada alat pernapasannya karena...;adanya kebocoran pada alveolus;pecahnya pembuluh darah paru-paru;paru-paru tidak dapat berkontraksi;alveolus terisi oleh air;bronkiolus tidak dapat melewatkan O2;d
11;Nutrien yang sangat penting dalam pembentukan tulang adalah...;kalsium dan vitamin C;kalsium dan vitamin D;besi dan fosfor;besi dan vitamin D;kalium dan vitamin D;b
11;Pencernaan makanan berlangsung secara mekanik dan kimiawi dengan menggunakan enzim sebagai katalisatornya. Zat yang diubah di dalam mulut dengan perantaraan enzim adalah...;protein;lemak;karbohidrat;mineral;vitamin;c
11;Saluran empedu menghubungkan kantong empedu dengan duodenum. Jika saluran empedu tersumbat maka...;pencernaan lemak berkurang;pencernaan karbohidrat berkurang;pencernaan protein menjadi lambat;kandungan duodenum menjadi netral;saluran duodenum menjadi basa;a
11;Fungsi hati berikut yang berkaitan dengan fungsi pencernaan makanan adalah...;sebagai penawar racun;menghasilkan empedu;menghancurkan eritrosit yang telah tua;mengubah glukosa menjadi glikogen;menghasilkan sel darah merah;b
11;Pencernaan makanan adalah...;penghancuran makanan secara mekanik;pemecahan zat makanan hingga dapat diserap oleh usus;penyerapan makanan oleh epitelium usus;pergerakan makanan di dalam usus;sekresi enzim pemecah molekul makanan;b
11;Asfiksi merupakan gangguan pada sistem pernapasan yang disebabkan oleh...;kerusakan pada pleura;kelamahan saraf/otot;kadar alkali darah naik;keracunan karbon monoksida;keracunan karbon monoksida;D
11;Urea yang keluar dari hati melalui darah ke ginjal disaring oleh bagian ginjal, yaitu...;kapsul Bowman;tubulus kontrotus porksimal;glomerulus;tubula kolektivus;lengkung Henle;c
11;Apabila terjadi keracunan, maka organ yang terutama berperan menetralkan racun adalah...;hati;ginjal;paru-paru;jantung;limpa;a
11;Penggunaan morfin dan kokain dalam dosis yang tepat, pengaruhnya terhadap sistem saraf adalah...;menimbulkan ketergantungan;menekan rasa sakit;menambah rasa sakit;menghilangkan keraguan-keraguan;menekan rasa malu;b
11;Faktor yang tidak memengaruhi jumlah pengeluaran urine adalah...;jumlah air yang diminum;hormon ADH;banyak garam yang dikeluarkan;banyak protein yang difiltrasi;hormon insulin;d
11;Di dalam p*nis terdapat saluran yang disebut uretra. Saluran ini berfungsi untuk...;saluran sperma dan enzim;saluran sperma dan hormon;saluran sperma dan urine;saluran sperma dan testis;penghasil sperma dan enzim;c
11;Sebelum plasenta terbentuk, dinding rahim dipelihara oleh hormon progesteron dan estrogen yang diproduksi oleh...;korpus luteum;endometrium;plasenta;ovarium;tuba falopi;b
11;Usaha suatu individu untuk menjadikan dirinya kebal terhadap suatu penyakit disebut...;imunitas;imunisasi;imun;autoimunitas;isoimunitas;b
11;Sel saraf yang berfungsi menghantarkan impuls saraf dari indra ke otak atau sumsum tulang belakang adalah...;sel saraf sensorik;sel saraf motorik;sel saraf konektor;neuron eferen;inteneuron;a
11;Suatu kondisi otak yang membuat penderita sensitif terhadap kejang berulang-ulang disebut...;meningitis;epilepsi;alzheimer;hidrosepalus;ataxia;b
11;Kekebalan yang diperoleh dari ibu selama di dalam kandungan disebut...;kekebalan aktif alami;kekebalan pasif alami;kekebalan aktif buatan;kekebalan pasif buatan;autoimunitas;b
11;Hewan berikut ini yang belum memiliki sistem organ adalah ...;cacing tanah;hewan spons;belalang;siput;#;b
11;Jaringan embrional yang terdiri atas tiga lapis disebut triploblastik. Lapisan jaringan tersebut urut dari luar ke dalam adalah ...;mesoderm -- ektoderm -- entoderm;ektoderm -- mesoblea -- entoderm;ektoderm -- mesoderm -- entoderm;entoderm -- mesoderm -- ektoderm;#;c
11;Jaringan embrional adalah jaringan yang ...;tersusun atas sel-sel embrional;terdapat dalam sel penyusun zigot;sel-selnya senantiasa membelah;tersusun atas sel-sel yang bentuknya sama;#;c
11;Jaringan epitel yang biasa tersusun atas lembaran mempunyai fungsi yang berkaitan dengan ...;sekresi dan proteksi;pengangkutan dan sekresi;absorbsi dan transportasi;proteksi dan absorbsi;#;d
11;Epitel yang melapisi kapiler darah, glomerulus nefron, dan alveolus paru-paru berbentuk ...;kubus berlapis tunggal;silindris berlapis banyak;pipih berlapis banyak;pipih berlapis tunggal;#;d
11;Epitel kubus berlapis tunggal terdapat pada organ ...;permukaan ovari;kapiler darah;glomerulus nefron;alveolus paru-paru;#;a
11;Berikut adalah jaringan epitel kecuali ...;pelindung atau proteksi;penghasil getah;penerima rangsang;pengangkut zat;#;d
11;Pernyataan berikut ini berkaitan dengan sifat dan ciri tentang otot polos kecuali ...;struktur selnya berbentuk kumparan;setiap selnya berinti satu;fungsinya menggerakkan rangka;terdapat pada saluran alat-alat dalam;#;c
11;Pernyataan berikut ini yang merupakan sifat dan ciri jaringan otot lurik adalah ...;reaksi terhadap rangsangan cepat;geraknya di luar kesadaran kita;menggerakkan alat-alat dalam;sel-selnya berinti satu di pusat;#;a
11;Jaringan yang mempunyai kemampuan untuk merespon terhadap perubahan lingkungan dan membawa impuls-impuls ke berbagai bagian tubuh adalah jaringan ...;otot polos;otot lurik;epitel;saraf;#;d
11;Jaringan yang mempunyai kemampuan iritabilitas dan konduktivitas adalah jaringan ...;saraf;otot polos;otot lurik;epitel;#;a
11;Jaringan yang berfungsi sebagai pelaksana difusi dan absorbsi mempunyai bentuk seperti gambar ...;epitel pipih berlapis tunggal;epitel silindris;otot polos;jaringan saraf;#;a
11;Matriks jaringan ikat terdiri atas ...;cairan ekstraseluler dan serabut substansi dasar;cairan ekstraseluler dan serabut miofibril;zat kondrin dan senyawa protein;senyawa protein dan cairan ekstraseluler;#;a
11;Fungsi jaringan getah bening atau limfa adalah mengangkut cairan getah bening dari jaringan tubuh ke ...;jaringan sekitarnya;sistem pembuluh darah;jantung dan nadi;organ dan sistem organ;#;b
11;Jaringan tulang rawan elastin terdapat pada ...;batang tenggorok;permukaan tulang sendi;ujung tulang rusuk;daun telinga;#;d
11;Perbedaan sel prokariotik dan sel eukariotik terutama terletak pada ...;membran inti sel;DNA;besar sel;tempat hidup sel;membran sel;a
11;Berikut yang merupakan contoh sel prokariotik adalah ...;Cyanobacteria dan bakteri;Cyanobacteria dan jamur;jamur dan bakteri;bakteri dan lumut;protozoa dan lumut;a
11;Materi genetik sebuah sel eukariotik tersimpan di ...;badan Golgi;nukleus;kloroplas;ribosom;mitokondria;b
11;Sebagian besar ATP dihasilkan di organ ...;badan Golgi;nukleus;kloroplas;mitokondria;mitokondria;D
11;Organel yang memilih, memodifikasi, dan membungkus protein yang baru disintesis adalah ...;badan Golgi;nukleus;kloroplas;ribosom;mitokondria;a
11;Perkembangan akuntansi di Amerika menjadi tanggung jawab lembaga AAA yang merupakan singkatan dari ...;Accounting Association American;American Association Accounting;Association Accounting American;Association American Accounting;American Accounting Association;a
11;Akuntansi kepemerintahan dalam istilah akuntansinya, yaitu ...;city accounting;govermental accounting;tax accounting;development accounting;financial accounting;b
11;Prinsip akuntansi adalah ...;Metode penyusunan laporan keuangan yang berguna bagi manajemen perusahaan;pedoman teknik pencatatan dalam akuntansi yang berguna bagi pihak intern;metode pencatatan data ekonomi;himpunan prinsip, prosedur, metode, dan teknik akuntansi yang merupakan pedoman dalam menyusun laporan keuangan;prinsip pemberian informasi data ekonomi yang berguna bagi pihak yang membutuhkan;d
11;Kegiatan perencanaan dan pengendalian dilaksanakan oleh manajemen dengan bantuan informasi dari ...;akuntansi manajemen;akuntan publik;auditing;akuntansi pemerintah;akuntansi keuangan;a
11;Wadah profesi akuntan di Indonesia adalah ...;Ikatan Akuntan Indonesia;Asosiasi Akuntan Indonesia;Persatuan Akuntan Indonesia;Ikatan Akuntansi Indonesia;Ikatan Akuntan Publik Indonesia;a
11;Pencatatan rumus persamaan akuntansi yang benar terhadap akun beban adalah ...;H = B;H = U + M - B;H = U + M + M;H = U - M - B;H = U - M + N;b
11;Ny. Dewi menerima kiriman barang yang dibeli secara kredit dari toko. Analisis transaksinya ...;tidak berpengaruh pada kelompok apapun;memengaruhi kelompok utang saja;aktiva (+) dan utang (+);memengaruhi kelompok harta saja;harta (-) dan utang (-);c
11;Contoh beban usaha adalah ...;beban pemakaian perlengkapan dan beban gaji;beban pemakaian perlengkapan dan kerugian pencurian;beban kerugian pencurian;beban kerugian pencurian dan beban gaji;beban kerugian pencurian dan beban bunga;a
11;Utang usaha senilai Rp30.000.000,00 diganti dengan wesel 30 hari dengan bunga 12%/tahun. Analisis transaksinya adalah ...;harta (+), utang (+);harta (-), utang (-);utang (+), harta (-);utang (+), harta (+);utang (+), modal (-);d
11;Contoh transaksi intern adalah ...;mengembalikan barang;menerima piutang;membayar utang;menetapkan jumlah penyusutan;menetapkan jumlah penyusutan;D
11;Fungsi utama buku besar adalah ...;tempat menghitung secara rinci perubahan harta, utang, dan modal;analisis transaksi;penggolongan transaksi;pengikhtisaran transaksi;pengikhtisaran harta, uang, dan modal;a
11;Di bawah ini cara membuat jurnal yang tepat, yaitu ...;modal (-) dicatat di sisi K;modal (+) dicatat di sisi K;modal (-) dicatat di sisi K;utang (+) dicatat di sisi K;harta (-) dicatat di sisi D;b
11;Jurnal berfungsi untuk ...;mencatat transaksi;menginformasikan jumlah laba/rugi;menginformasikan jumlah harta;menginformasikan jumlah utang;menginformasikan jumlah modal;a
11;Contoh transaksi yang mengakibatkan harta (+) dan harta (-) ...;pengambilan uang perusahaan untuk keperluan pribadi;penerimaan pelunasan piutang;pembelian aktiva dengan jatuh tempo pembayaran;penerimaan wesel;tidak ada jawaban yang benar;b
11;Media untuk memudahkan penyusunan laporan keuangan adalah ...;kertas kerja;jurnal;neraca saldo;laporan L/R;jurnal penutup;a
11;Cara menyusun laporan neraca untuk harta lancar adalah berdasarkan ...;harga perolehan;tingkat likuiditas;harga pengganti;harga pasar;harga perolehan;b
11;Dari data saldo disesuaikan, akun di bawah ini akan dipindah ke kolom L/R ...;beban sewa, pendapatan bunga, dan bunga diterima dimuka;pendapatan iklan, pendapatan bunga, dan bunga diterima dimuka;beban sewa, pendapatan iklan, dan pendapatan bunga;beban sewa, bunga yang akan ditagih, dan pendapatan iklan;beban sewa, pendapatan iklan, dan diterima di muka;c
11;Penyusunan jurnal pembalik dilakukan dengan mengambil data dari ...;jurnal penutup;jurnal penyesuaian;jurnal umum;laporan keuangan;kertas kerja;b
11;Unsur-unsur dalam laporan perubahan modal adalah ...;modal, laba bersih, dan modal akhir;modal awal, modal akhir, dan prive;modal awal, laba bersih, dan modal akhir;modal awal, dan modal akhir;modal awal, laba bersih, dan modal;b
11;Jurnal pembalik untuk data penyesuaian gaji yang masih terutang adalah ...;(D) beban gaji dan (K) utang gaji;(D) utang gaji dan (K) kas;(D) beban gaji dan (K) kas;(D) utang gaji dan (K) beban gaji;(D) utang gaji dan (K) beban gaji;D
11;Utang bertambah Rp1.875.000,00 dan harta berkurang Rp1.500.000,00 sehingga akan berakibat modal menjadi ...;bertambah Rp1.875.000,00;berkurang Rp3.375.000,00;bertambah Rp375.000,00;berkurang Rp1.875.000,00;berkurang Rp375.000,00;b
11;Jumlah penyesuaian untuk mencatat pemakaian perlengkapan dalam satu periode adalah ...;(D) beban perlengkapan dan (K) perlengkapan;(D) perlengkapan dan (K) beban perlengkapan;(D) beban perlengkapan dan (K) kas;(D) kas dan (K) perlengkapan;(D) kas dan (K) beban perlengkapan;a
11;Fungsi pembuatan kertas kerja adalah untuk ...;memudahkan penyusunan laporan keuangan;mengetahui jumlah utang;menguji kebenaran neraca;mengetahui suatu efektifitas pemimpin;menguji kebenaran neraca;a
11;Jurnal penyesuaian fungsinya ...;mengoreksi akun neraca saldo agar saldo benar;agar akun sesuai keinginan pemilik;mengoreksi akun neraca dan laba/rugi agar bersaldo yang sebenarnya;mengoreksi akun laba/rugi agar bersaldo yang sebenarnya;memantau penggunaan biaya agar efisien;c
11;Membuat jurnal penutup dilakukan dengan cara di bawah ini, kecuali ...;saldo laba dicatat (D) ikhtisar L/R dan modal (K);akun pendapatan dicatat (D) ikhtisar L/R dan dicatat (K);saldo rugi dicatat (D) modal (K);akun prive dicatat (D), dan modal (K);akun ikhtisar L/R dicatat (D), dan beban (K);d
11;Salah satu dokumen sebagai alat bukti penjualan kredit bagi perusahaan penjual dan pembeli, yaitu ...;faktur;kuitansi;memo;nota;memorial pos;a
11;Di bawah ini merupakan fungsi jurnal, kecuali ...;mencatat;melaporkan;informasi;analisis;historis;b
11;Menyajikan tanggal, nama akun, keterangan singkat mengenai transaksi, dan jumlah uang yang terlibat dalam suatu transaksi, yaitu jurnal sebagai fungsi ...;mencatat;historis;analisis;informatif;informatif;D
11;Suka bekerja keras, tekun, ulet, berani mengambil risiko dan memiliki kemauan yang kuat adalah beberapa hal yang termasuk ...;sifat pembeli;syarat penjual;ciri wirausaha;karakter wirausaha;perilaku konsumen;c
11;Apabila hasil koefisien korelasi antara variabel X (biaya iklan) dengan variabel Y (jumlah kenaikan penjualan) adalah 0,99. Hal ini menunjukkan bahwa korelasinya ...;negatif dan sempurna;positif dan sempurna;positif dan cukup tinggi;positif dan sangat tinggi;positif dan sangat tinggi;D
11;Hasil analisis regresi pemberian pupuk (X) dengan hasil kacang tanah (Y) setiap 1 hektar dari 15 orang petani kacang menghasilkan persamaan regresi Y' = 5 + 0,7X, artinya ...;apabila tidak menggunakan pupuk dalam satu hektar hanya menghasilkan 75 kwintal;bila menggunakan pupuk 10 satuan akan menghasilkan 12 satuan kacang tanah;hubungan kacang tanah dengan pupuk dipengaruhi oleh luas tanah;pupuk variabel terikat dan kacang tanah variabel bebas;nilai Y' disebut juga koefisien regresi;b
11;Dari hasil perhitungan analisis deret waktu antara tahun 1999 sampai 2004 atas penjualan beras dengan metode setengah rata-rata diperoleh persamaan trend Y = 2000 + 4x. Berdasarkan persamaan trend tersebut diperkirakan penjualan beras tahun 2005 adalah...;2004;2005;2008;2024;2024;D
11;Jika modal awal Rp1.000.000,00, pendapatan Rp600.000,00, jumlah beban Rp200.000,00, dan prive Rp50.000,00, maka modal akhir adalah ...;Rp1.850.000,00;Rp1.750.000,00;Rp1.450.000,00;Rp1.350.000,00;Rp650.000,00;d
11;Bukti transaksi di atas dicatat dalam jurnal oleh Ahmad adalah ...;Peralatan kantor Rp1.600.000,00 Kas Rp1.600.000,00;Kas Rp1.600.000,00 Penjualan Rp1.600.000,00;Pembelian Rp1.600.000,00 Kas Rp1.600.000,00;Peralatan kantor Rp1.600.000,00 Utang usaha Rp1.600.000,00;Pembelian Rp1.600.000,00 Utang usaha Rp1.600.000,00;a
11;Perlengkapan fotokopi dalam neraca saldo Rp700.000,00 berdasarkan laporan hasil perhitungan bagian gudang tanggal 31 Desember 2003, perlengkapan fotokopi masih ada Rp200.000, maka jurnal penyesuaiannya adalah ...;Beban perlengkapan Rp700.000,00 Kas Rp700.000,00;Beban perlengkapan Rp700.000,00 Modal Rp700.000,00;Beban perlengkapan Rp500.000,00 Akumulasi penyusutan perlengkapan Rp500.000,00;Beban perlengkapan Rp500.000,00 Perlengkapan Rp500.000,00;Beban perlengkapan Rp200.000,00 Perlengkapan Rp200.000,00;d
11;Transaksi yang terjadi: 1. dibeli barang dagangan 2. dibayar reparasi radio 3. diterbitkan nota debet 4. dijual barang secara kredit 5. dibeli perlengkapan kantor. Transaksi yang menunjukkan karakteristik pada perusahaan dagang adalah ...;1, 2, dan 3;1, 3, dan 4;2, 3, dan 4;2, 4, dan 5;3, 4, dan 5;b
