Kelas;Soal;A;B;C;D;E;Jawaban
1;Gerakan meniru katak disebut ......;berlari;melompat;melayang;merayap;#;B
1;Sikap siap yang benar badan harus ...;miring;bungkuk;tegak;bersandar;#;C
1;Pada saat sikap istirahat, kedua kaki yang benar harus...;tutup;buka;lipat;silang;#;B
1;Agar sempurna makanan empat sehat ditambah...;buah;susu;lauk pauk;sayuran;#;B
1;Pada saat Push up posisi badan adalah .....;telungkup;telentang;berdiri;jongkok;#;A
1;Kita makan ....kali sehari;dua;tiga;empat;lima;#;B
1;Senam irama adalah senam yang diiringi .....;drum band;musik;lagu anak-anak;tepuk tangan;#;B
1;Waktu yang tepat untuk menggosok gigi adalah ......;sehabis makan dan sebelum tidur;mau makan dan saat tidur;saat makan dan sebelum tidur;setiap mandi;#;A
1;Untuk membersihkan rambut kita adalah ...;sampo;sabun;pasta;minyak;#;A
1;Jumlah jari tangan ada ...;5;10;20;15;#;B
1;6 adalah lambang bilangan ...;lima;enam;tujuh;delapan;#;B
1;12 adalah lambang bilangan ...;sepuluh;dua satu;dua belas;dua puluh;#;C
1;roni punya 5 buku dina punya 10 buku buku roni ... dari buku dina;lebih banyak;lebih bagus;lebih sedikit;sama banyak;#;C
1;ali punya 15 permen budi punya 21 permen permen budi ... dari permen ali;lebih banyak;lebih sedikit;lebih enak;sama enak;#;A
1;lambang bilangan dari 15 adalah ...;lima puluh;satu lima;lima belas;lima satu;#;C
1;ahmad punya sepuluh apel beni punya tiga belas apel soni punya sembilan apel yang punya apel paling sedikit adalah ...;soni;ahmad;beni;doni;#;A
1;setelah angka 22 adalah angka ...;12;23;21;24;#;B
1;* 20 * 21 * 22 * 23 * ... * 25 * 26 * 27 * titik-titik di atas berisi bilangan ...;21;32;24;23;#;C
1;urutan angka di bawah ini yang benar adalah ...;11 -- 12 -- 14 -- 13 -- 15;15 -- 14 -- 13 -- 12 -- 11;11 -- 12 -- 13 -- 14 -- 15;10 -- 11 -- 12 -- 13 -- 14;#;C
1;sembilan belas jika ditulis angka adalah ...;9;29;19;90;#;C
1;4 + 5 =;7;8;9;10;#;C
1;7 + 8 =;14;15;16;17;#;B
1;8 + 5 + 7 =;20;21;19;22;#;A
1;10 - 5 =;5;6;4;3;#;A
1;17 - 9 =;10;11;12;8;#;B
1;25 - 10 - 6 =;7;8;9;10;#;C
1;andi punya 5 pensil andi membeli lagi 4 pensil pensil andi sekarang jumlahnya ...;10;5;9;8;#;C
1;ibu membeli 10 telur ibu membeli lagi 8 telur jumlah telurnya sekarang adalah ...;17;18;19;20;#;B
1;budi punya 10 ekor ayam kemudian ada 2 ayam budi yang mati ayam budi jumlahnya sekarang ...;8;9;12;7;#;A
1;rani punya 15 permen lalu rani memberikan 5 permenya kepada sinta jumlah permen rani sekarang ada ...;10;20;11;5;#;A
1;di dalam aquarium ada 12 ikan ikannya diambil 4 ekor jumlah ikan di aqurium sekarang ada ...;6;8;16;10;#;B
1;Lambang bilangan delapan belas adalah ...;17;18;19;20;#;B
1;16, 18, 17 urutan bilangan dari yang terbesar adalah ...;18, 17, 16;16, 17, 18;18, 16, 17;17, 16, 18;#;A
1;Lambang bilangan 10 dibaca ...;Delapan;Sembilan;Sepuluh;Sebelas;#;C
1;Bilangan sebelum delapan belas adalah ...;16;17;18;19;#;B
1;Bilangan sesudah dua belas adalah ...;11;12;13;14;#;C
1;Bilangan antara lima belas dan tujuh belas adalah ...;Empat belas;Enam belas;Delapan belas;Sembilan belas;#;B
1;Urutan bilangan dari yang terkecil adalah ...;11, 10, 9, 8;4, 3, 2, 1;16, 17, 18;20, 19, 18;#;C
1;6 + 13 = ...;19;18;17;16;#;A
1;4 + ... = 6;1;2;3;4;#;B
1;Pak Doni memiliki ayam 5 ekor. 3 ekor ayam tersebut mati, ayam pak Doni yang hidup adalah;3;2;1;0;#;B
1;Nama lambang bilangan 25 adalah ...;Dua lima;Dua puluh lima;Dua dan lima;Lima dua;#;B
1;Nama lambang bilangan 37 adalah ...;Tiga puluh tujuh;Tiga dan tujuh;Tiga tujuh;Tujuh tiga;#;A
1;Lambang bilangan dari enam puluh sembilan adalah ...;609;69;6 dan 9;96;#;B
1;18 - 15 - 17 - 14 - 16 Bilangan yang terkecil adalah ...;15;16;14;17;#;C
1;25 - 23 - 32 - 36 - 26 Urutan dari yang paling kecil adalah ...;32 - 23 - 25 - 26 - 36;23 - 25 - 26 - 32 - 36;23 - 32 - 25 - 36 - 26;36 - 32 - 26 - 25 - 23;#;B
1;34 = ...;3 satuan dan 4 puluhan;3 puluhan dan 4 puluhan;3 puluhan dan 4 satuan;4 puluhan dan 3 satuan;#;C
1;Angka yang menempati puluhan pada lambang bilangan 156 adalah ...;1;5;6;0;#;B
1;6 puluhan + 8 satuan =;14;68;86;58;#;B
1;25 + 37 =;62;42;52;72;#;A
1;32 + 19 =;52;57;51;61;#;C
1;45 - 23 =;21;68;22;23;#;C
1;30 + 21 - 5 =;46;56;36;26;#;A
1;45 - 11 - 23 =;13;12;11;10;#;C
1;Andi mempunyai 10 permen. Andi membeli lagi 12. Permen Andi sekarang adalah ...;24;2;12;22;#;A
1;Ibu mempunyai 25 ekor ayam. Ayam milik ibu mati 15. Ayam milik ibu sekarang adalah ...;3;10;25;15;#;B
1;Berat andi 20 kg dan berat budi 23 kg. Siapakah yang badannya lebih berat ?;Andi;Budi;Sama;Tidak tahu;#;B
1;Di kandang ada ayam, kambing dan sapi. Binatang yang paling ringan adalah ...;Ayam;Kambing;Sapi;Kuda;#;A
1;Di meja belajar ada buku, pensil dan bolpoin. Benda yang paling berat adalah ...;Bolpoin;Pensil;Buku;Penggaris;#;C
1;Roda sepeda berbentuk ...;Segiempat;Segitiga;Lingkaran;Persegi;#;C
1;Benda yang berbentuk persegi panjang adalah ...;Uang logam;Uang kertas;Bola;Kelereng;#;B
1;Jumlah sisi pada segi empat ada ...;3;4;5;6;#;B
1;Bangun yang sisinya ada 3 adalah ...;Persegi;Lingkaran;Segitiga;Layang-layang;#;C
1;Buah semangka ... dari buah jeruk;Lebih berat;Lebih ringan;Sama;Lebih kecil;#;A
1;hujan turun ... Sekali;deras;cepat;kencang;lebat;#;A
1;Jumlah kaki sapi adalah ...;empat;lima;enam;tiga;#;A
1;Selamat pagi bu ..  kata Mina, jawaban ibu guru adalah ...;Selamat siang Mina;Kabarku baik;Selamat pagi Mina;Apa kabar Mina;#;C
1;Eva juara pertama di kelas, karena Eva ... belajar;lupa;malas;rajin;ceria;#;C
1;Gajah badannya besar, semut badannya ...;kecil;tinggi;pendek;gemuk;#;A
1;Bangun pagi, tempat tidur harus \...;dibersihkan;dibiarkan;dikotori;diratakan;#;A
1;Rina \... bunga dengan air.;menyiram;membersihkan;menanam;memetik;#;A
1;disebut - benda - lemari - ini Susunan kalimat yang benar adalah \...;lemari ini benda disebut;benda ini lemari disebut;benda ini disebut lemari;disebut benda ini lemari;#;C
1;pernah - ke - pantai - aku Susunan kalimat yang benar adalah \...;pantai aku pernah ke;pernah pantai ke aku;pernah aku ke pantai;aku pernah ke pantai;#;C
1;Ikan hidup di \...;air;darat;udara;tanah;#;A
1;Kerbau memakan \...;daging;rumput;nasi;sayur;#;B
1;Ibu \... di dapur.;mencuci;memasak;membersihkan;menyapu;#;B
1;Kakak mencuci kain di \...;dapur;ruang tamu;kamar mandi;teras;#;C
1;Paman \... di sawah.;menyangkul;belanja;berpesta;bermain;#;A
1;Adik minum \... setiap hari.;kue;nasi;teh;susu;#;C
1;Pensil warna dipakai \...;menulis;menggambar;mencat;menghapus;#;B
1;Adik \... obat.;melihat;minum;membuang;menyimpan;#;B
1;Robi \... kelereng.;belajar;membeli;bermain;mengumpulkan;#;C
1;Aku \... adikku telah sembuh.;sedih;benci;senang;marah;#;C
1;Anak sekolah upacara setiap hari \...;Senin;Selasa;Rabu;Kamis;#;A
1;Huruf K di depan nama tumbuhan\...\...;Kura-kura;Kambing;Kelapa;Kangkung;#;C
1;Ayah sedang\...\...\...\...berita di koran.;menulis;membaca;merobek;melihat;#;B
1;Jika berjumpa dengan Guru sebaiknya mengucapkan\...\...;hello;hai;salam;permisi;#;C
1;Huruf kapital dari kata gajah adalah\...\...;G;A;J;H;#;A
1;Aku adalah tempat menyimpan alat-alat sekolah, aku adalah\...\...;meja;ember;tas;lemari;#;C
1;Orang tua laki-laki disebut\...\...;bapak;ibu;nenek;kakek;#;A
1;Huruf besar K pada binatang adalah\...\...;Kakek;Katak;Kelapa;Kambing;#;B
1;Fiona : Apa kabar Yasmin Yasmin : \...\...;Kabar baik Fiona;Tidak tahu;Iya kenapa ?;Baik-baik saja;#;A
1;Bagian tubuh untuk berjalan adalah\...\...;tangan;kaki;kepala;mulut;#;B
1;Huruf R adalah huruf kapital dari\...\...;f;g;r;s;#;C
1;Suku kata untuk bu-nga adalah\...\...;bun-ga;bu-ng-a;bu-nga;bung-a;#;C
1;Setiap pagi Fiona hendak berangkat sekolah. Fiona bertemu Yasmin di jalan. Bagaimana Fiona menyapa Yasmin\...\...;selamat siang Yasmin;selamat sore Yasmin;selamat pagi Yasmin;selamat malam Yasmin;#;C
1;Ayah ku mempunyai Kambing Warnanya coklat dan hitam Kambing makan rumput Ayah ku memiliki\...\...;kerbau;kambing;kuda;sapi;#;B
1;Kambing ayah berwarna\...\...;coklat dan putih;coklat dan hitam;putih dan hitam;hitam dan abu-abu;#;B
1;Makanan Kambing adalah\...\...;nasi;rumput;buah;sayur;#;B
1;Setiap hari Minggu Fiona bangun pagi. Fiona\...\...\...\...agar sehat.;belajar;olahraga;bermain;tidur;#;B
1;Orang yang melahirkan kita adalah\...\...;nenek;bibi;ibu;tante;#;C
1;Aku terbuat dari kayu..Aku digunakan untuk duduk.Aku adalah \...;sapu;kursi;meja;lemari;#;B
1;Percakapan di atas dilakukan oleh \...;Mila dan Caca;Ibu Tika dan Maya;Mila dan Ibu Tika;Mila dan Ibu Guru;#;C
1;Pada percakapan di atas, Mila membeli \...;sabun mandi;sampo;pasta gigi;sabun cuci;#;A
1;Ibu Tika seorang \...;guru;pedagang;pembeli;penjahit;#;B
1;toni dan budi bermain kelereng. Penulisan kalimat di atas yang benar adalah \...;Toni dan Budi bermain kelereng;Toni dan budi bermain kelereng;toni dan budi bermain kelereng;Budi dan Toni bermain kelereng;#;A
1;Ibu belanja di pasar Kalimat di atas dibaca \...;ibu belanja di pasar;ibu belanja di toko;ibuku belanja di pasar;ibu sedang belanja;#;A
1;Judul puisi di atas adalah \...;bungaku;melatiku;mawarku;terataku;#;B
1;Ciri bunga melati adalah \...;tidak berbau;berwarna merah;putih dan wangi;besar dan harum;#;C
1;Berikut yang termasuk alat kebersihan adalah \...;kemoceng;topi;panci;sapu;#;A
1;Gita gemar membaca \...;televisi;cerita;radio;koran;#;B
1;Orang berjalan menggunakan ...;kaki;mulut;tangan;kepala;#;A
1;Mata berguna untuk...;makan;melihat;mendengar;mencium;#;B
1;Salah satu jenis sayuran...;jeruk;kangkung;tempe;wortel;#;B
1;Berpakaian dapat melindungi diri dari ...;binatang buas;panas;air hujan;angin;#;B
1;Yang termasuk jenis buah-buahan...;kobis;sawi;apel;pisang;#;C
1;Jenis lauk-pauk misalnya...;bayam;susu;tempe;telur;#;C
1;Makanan pokok orang Indonesia adalah ...;gandum;nasi;susu;kentang;#;B
1;Tanaman selalu disiram supaya ...;tidak kotor;tidak bau;tidak layu;tidak mati;#;C
1;Rumah diberi ventilasi di jendela sebagai tempat masuk ...;hewan;orang;udara;cahaya;#;C
1;Manusia dan hewan memerlukan udara untuk ...;berenang;bernafas;bermain;berlari;#;B
2;Kata sarapan sama artinya dengan ...;Makan siang;Makan pagi;Makan Malam;Makan sore;#;B
2;... yang menolong bintang?;Siapa;Bagaimana;Mengapa;Dimana;#;A
2;Bintang berdiri dibarisan paling...?;Tengah;Depan;Belakang;Samping;#;B
2;Ibu membeli bayam sebanyak dua...?;Ikat;Ekor;butir;buah;#;A
2;Tokoh binatang yang dalam dongeng terkenal cerdik adalah ...?;Buaya;Kancil;Kerbau;Harimau;#;B
2;Tubuhku besar, telingaku lebar, hidungku panjang aku adalah...?;Gajah;Unta;Sapi;Badak;#;A
2;Ibu (beli) tanaman hias. Kata yang tepat untuk menggantikan kata dalam kurung adalah...?;Dibeli;Membeli;Terbeli;Dibelikan;#;B
2;Agar tumbuh subur tanaman harus diberi...;Makanan;Pupuk;Tanah;Air;#;B
2;Kemana kamu akan pergi Tanda baca yang harus ditambahkan pada akhir kalimat diatas adalah...?;? (tanda tanya);! (tanda seru);. (tanda titik);, (tanda koma);#;A
2;Kalimat yang mengungkapkan ketidaksukaan adalah;Aku tidak suka bernyanyi ?;Aku sangat suka bermain boneka ?;Sukakah kamu pada boneka itu ?;Aku benci makan sayur;#;A
2;Yang merupakan peralatan makanan ...?;Gunting;Handuk;Sendok;Sapu;#;C
2;Imam minum sepuasnya karena ...?;Haus;Lapar;Lelah;Sakit;#;A
2;Penulisan kalimat yang benar adalah ...?;Ifa menggendong Adiknya;Ifa Menggendong adiknya;Ifa menggendong adiknya;Ifa menggendong Adiknya;#;C
2;Penulisan nama yang benar;Danil Ristiawan kaunang;Danil ristiawan Kaunang;Danil Ristiawan Kaunang;Danil ristiawan kaunang;#;C
2;Paman mengemudikan kereta api paman seorang ...?;Masinis;Nahkoda;Pilot;Sopir;#;A
2;Ibu berpesan untuk membeli benda di bawah ini. telor ayam Bagaimana kamu berkata kepada penjual telur ...?;Beli telur enam kilo pak;Beli telur enam butir pak;Beli telur enam puluh ribu pak;Beli telur enam bungkus pak;#;B
2;Mereka pergi...pasar ikan hias;Di;Dari;Ke;Pada;#;C
2;Kakak membeli ...untuk dibuat sambal;Cabai;Beras;Bayam;Tomat;#;A
2;Seluruh penduduk bergotong royong. Kata bergotong royong dapat diganti dengan kata;Bekerja keras;Bekerja santai;Bekerja bakti;Bekerja sama;#;C
2;Pakaianmu putih bersih Kau rawat pasienmu Dengan penuh keikhlasan Penggalan puisi tersebut menceritakan tentang seorang...;Perawat;Dokter;Mantri;Bidan;#;A
2;Mendengarkan pesan harus dengan...;seksama;acuh tak acuh;sesuka hati;malas;#;A
2;Kita harus menaati ... sekolah. Kata yang tepat untuk melengkapi kalimat tersebut adalah...;pengumuman;tata tertib;keadaan;peraturan;#;B
2;sombong -- dijauhi -- yang -- anak -- teman. Susunan kalimat tersebut yang benar adalah...;Anak yang sombong dijauhi teman.;Anak yang sombong teman jauhi.;Anak teman yang sombong dijauhi.;Teman yang sombong dijauhi anak.;#;A
2;... kecelakan mobil terjadi? Kata tanya yang tepat untuk melengkapi kalimat tersebut adalah...;Apa;kapan;Siapa;Dimana;#;B
2;Gigi Salma sakit karena banyak berlubang. Ibu membawa Salma ke dokter...;kulit;gigi;mata;anak;#;B
2;Aku seekor burung Banyak orang yang menyukaiku Aku pandai menirukan suara manusia Aku adalah burung...;garuda;parkit;beo;kakak tua;#;C
2;Hal berikut yang tidak perlu diperhatikan dalam mendengarkan pesan pendek adalah...;Mencatat isi pesan;Menyampaikan isi pesan kepada orang lain;Tidak mendengarkan pesan;Mengabaikan pesan;#;C
2;Aku seekor binatang - kakiku empat - aku memakan tumbuhan - aku melahirkan anak - aku memamah biak Namaku adalah...;sapi;buaya;kucing;kambing;#;A
2;Jika ingin meminjam barang milik orang lain, sebaiknya...;merebut;minta ijin;Langsung memakai;memaksa;#;B
2;Amir tidah pernah berbohong. Tidak pernah berbohong sama artinya dengan...;menipu;berdusta;jujur;benar;#;C
2;Tugas pokok anak sekolah ...;belajar;berkarya;bekerja;bermain;#;A
2;Aku setangkai bunga - Pohonku pendek - Daunku kecil - Bungaku berwarna putih - Baunya sangat harum. Aku adalah bunga...;mawar;sepatu;Melati;anggrek;#;C
2;Fitri merayakan ulang tahun, sikap kita...;memberi selamat;mengamuk;membenci;acuh;#;A
2;Jangan ( buang ) sampah di sembarang tempat. Kata dalam kurung seharusnya...;dibuang;membuang;membuangkan;dibuangkan;#;B
2;Setiap pelajar harus mempunyai ...;KTP;Kartu pelajar;SIM;Paspor;#;B
2;Setiap orang yang berumur 17 tahun ke atas agar diakui menjadi warga Negara Indonesia harus memiliki ...;Kartu keluarga;KTP;Raport;Akta kelahiran;#;B
2;Tempat menyimpan foto disebut ...;Album;Amplop;Map;Kotak surat;#;A
2;Supaya tidak rusak dokumen harus di ...;dilipat;dilem;dilaminating;dijahit;#;C
2;Sebagai pelajar aku harus rajin ...;belanja;belajar;bermain;bernyanyi;#;B
2;Andi mendapat juara menggambar Andi merasa ...;kecewa;marah;senang;sedih;#;C
2;Di bawah ini peristiwa yang menyenangkan ...;nenek sakit;jatuh;ulang tahun;kehilangan;#;C
2;Dokumen yang berisi tentang data seluruh anggota keluarga disebut ...;KTP;KK;STNK;BPJS;#;B
2;Menyimpan dokumen agar tidak hilang atau rusak Sebaiknya di ...;map;saku;dompet;tas;#;A
2;Ulang tahun dapat diabadikan dengan ...;Foto;SIM;KTP;Video;#;A
2;3 + 3 + 3 + 3 + 3 + 3 sama artinya dengan ...;6 x 3;3 x 6;2 x 9;9 x 2;#;B
2;6 x 5 sama artinya ...;5 + 5 + 5 + 5 + 5 + 5;6 + 6 + 6 + 6 + 6;3 x 10;5 x 6;#;B
2;6 x 8 = ...;24;48;52;56;#;B
2;9 x 7 = ...;56;63;72;81;#;B
2;6 x 0 = ...;0;1;6;10;#;A
2;3 x 2 x 5 = ...;30;35;40;45;#;A
2;3 x 3 x 0 = ...;0;1;3;9;#;A
2;12 - 4 - 4 -4 = 0 sama artinya ...;12 : 4 = 3;12 : 3 = 4;12 : 2 = 6;12 : 6 = 2;#;B
2;72 : 8 = ...;7;8;9;10;#;C
2;81 : 9 = ...;6;8;9;7;#;C
2;48 : 8 = ...;6;7;8;9;#;A
2;Bilangan ganjil antara 78 dan 83 adalah ...;79;80;83;81;#;A
2;Bilangan genap antara 83 dan 86 adalah ...;83;84;85;86;#;B
2;32 : 4 : 8 = ...;1;2;3;4;#;A
2;64 : 8 × 3 = ...;12;14;24;28;#;C
2;8 x 5 : 10 = ...;3;4;5;6;#;B
2;Banyaknya titik sudut persegi ada ...;3;4;6;8;#;B
2;Banyaknya titik sudut pada lingkaran ada ...;0;1;2;3;#;A
2;Persegi panjang mempunyai sisi-sisi banyaknya ada;3;4;5;6;#;B
2;Persegi mempunyai sisi-sisi banyaknya ada ...;2;3;4;5;#;C
2;6 + 6 dapat ditulis juga dengan...;02:06;6 x 2;12 x 2;3 x 4;#;B
2;Penulisan 3 x 6 dalam bentuk penjumlahan adalah...;6 + 6 + 6;18 + 18 + 18;3 + 3 + 3;6 + 3 + 6;#;A
2;Nilai dari 45 : 5 x 6 adalah...;32;54;40;45;#;B
2;Bentuk pembagian yang sesuai dengan 7 x 6 = 42 adalah...;42 : 6 = 7;42 : 7 = 1;42 : 4 = 6;42 : 7 = 6;#;A
2;Nilai dari 8 x 3 adalah...;30;27;24;21;#;C
2;2 x 10 = ...x 2;10;20;2;5;#;A
2;Nilai dari 4 x 7 adalah...;24;28;32;36;#;B
2;Banyaknya pengurangan berulang pada 10 : 5 adalah...;1 kali;2 kali;3 kali;4 kali;#;B
2;Nilai dari 5 x 8 adalah...;30;40;50;60;#;B
2;Banyaknya pengurangan berulang pada 9 : 3 adalah...;3 kali;4 kali;5 kali;6 kali;#;A
2;Angka 255 dibaca...;dua ratus dua lima;dua ratus dua puluh lima;dua ratusan lima;dua lima lima;#;B
2;Urutan dari yang terkecil ke yang terbesar bilangan 223, 123, 323, 423 adalah...;123, 223, 423, 323;123, 323, 223, 423;123, 223, 323, 423;423, 323, 223, 123;#;C
2;Banyak buku 235, sedangkan banyak pensil 325. Maka banyak buku ... banyak pensil.;lebih sedikit (<);lebih banyak (>);sama dengan (=);tidak sama (≠);#;A
2;Angka 4 pada bilangan 412 nilainya adalah...;ratusan;puluhan;satuan;ribuan;#;A
2;Hasil dari 225 + 122 adalah...;374;347;473;447;#;B
2;Ibu menimbang gula. Jarum timbangan berada pada angka 2 berapa berat gula tersebut...;2 kg;1 kg;3 kg;4 kg;#;A
2;Untuk mengukur berat gula digunakan timbangan...;duduk;emas;badan;digital;#;A
