Kelas;Soal;A;B;C;D;E;Jawaban
9;Pernyataan kritik yang paling tepat adalah...;"Wah, bajumu bagus benar, tetapi lebih banyak kurang bagusnya";"Faris, saya tidak jadi meminjam pulpenmu. Takut macet.";Pasti sepeda ini bermanfaat bagimu. Kamu tidak akan kesiangan lagi kan?;"Sebaiknya, kamu jangan membiasakan diri begadang. Tidak baik buat kesehatan.";#;D
9;Ucapan yang tepat untuk menanggapi kritikan teman adalah...;"Memang, saya masih belajar.";Begini-begini juga karya seni. Kamu jangan mengejek.;"Ah, kamu bisanya hanya mengkritik. Karyamu mana?";Terima kasih atas sarannya. Semoga saya bias memperbaikinya.;#;D
9;Orang yang melakukan penyuntingan disebut...;Penulis;Editor;Sutradara;Penyunting;#;B
9;Yang menyatakan kata tidak baku adalah...;Kurban;Fiksa;Vitamin;Eksak;#;B
9;Gagasan utama pada paragraf tersebut ialah ...;Adanya tambahan wahana air di tempat wisata taman seroja;Prediksi peningkatan jumlah pelancong pariwisata taman seroja di tahun ini;Taman seroja adalah tempat wisata terbaik di Indonesia;Beberapa wahana baru taman seroja akan menarik minat para pelancong;#;B
9;Kalimat tanya yang jawabannya terdapat pada paragraf tersebut ialah ...;Dari mana sajakah asal pelancong yang mengunjungi wisata taman seroja?;Berapa jumlah nomonal pelancong yang telah diprediksikan oleh pengelola wisata taman seroja?;"Diantara beberapa wahana yang tersedia, bentuk hiburan jenis apa yang paling diminati oleh pelancong wisata taman seroja?";Siapa sajakah tokoh nasional yang hadir dalam peresmian wisata taman seroja?;#;B
9;Contoh penulisan alamat pada surat dinas yang benar ialah ...;Yth. Bapak Kepala SMA Muhammadiyah 03 Bangun Rejo;Yth. Bapak Kepala Sekolah SMAN BANGUN REJO;YTH. Kepada bapak kepala sekolah SMA Muhammadiyah 03 Bangun Rejo;YTH. KEPALA SEKOLAH SMAN 01 BANGUN REJO;#;A
9;Kalimat penutup pada sebuah pidato yang benar ialah ...;"demikian yang dapat saya sampaikan, atas perhatiannya saya ucapkan terima kasih.";"Saya kira cukup, terima kasih.";"Terima kasih, dan salam sejahtera";"Salam super, terimakasih.";#;A
9;Penulisan daftar pustaka yang benar berdasarkan data buku tersebut ialah :;Surya Negara. 2017. Gurita Istana. Bentang : Bandung.;Surya Negara Saputra. 2017. Gurita Istana. Bandung : Bentang;"Negara, Surya Saputra. 2017. Bandung. Gurita Istana : Bentang";"Saputra, Surya Negara. 2017. Gurita Istana. Bandung : Bentang";#;D
9;A doctor usually uses a ... to check the patients heart beat.;Stethoscope;medicine;syringe;tension meter;#;A
9;Work of surgery is usually held in...;Laboratory;Radiology department;Operating theatre;Maternity section;#;C
9;"If you want to check in a hotel, who will you meet first?";The bellboy;The manager;The receptionist;The room boy;#;C
9;My father washes his motor 3 times a week The passive voice of the sentences is...;My father is washed his motor 3 times a week;My father's motor is washed 3 times a week;My father's motor washes three times a week;My father is washing his motor 3 times a week;#;B
9;The hotel has opened the staff's meeting at 10 this morning. Change into passive voice!;The director has opened the meeting at 10 this morning;The meeting has been opened by the director at 10 this morning;The meeting has opened by the director at 10 this morning;The director opened the meeting at 10 this morning;#;B
9;Lina : You know? our basket ball team will play in the final match! Aan : .............................. The suitable expression to respond the news is...;It's all right;"Yes, I like it";It's a good news;Congratulation;#;C
9;"The following are the synonyms of lid, EXCEPT...";Cover;Top;close;Cap;#;C
9;"Hereka : What do you think of my new tie dye shirt? Retno : ...Did you make it on your own? Hereka : Yes, I did.";I doubt it.;Can you show me how to make tie dye shirt?;Certainly!;"Wow, it's great!";#;D
9;"Ratu : Let's ask everyone in our class to help clean the beach. Ketut : ...that they are willing to. Not everyone cares for our nature. Ratu : Yeah, but it's worth trying.";Mmm..;Certainly;really;I doubt;#;D
9;Bonar : Is it possible to make other people aware of the loss that they can cause? Putri : ...I don't think we can make everyone aware of their damaging action.;OK.;What was that again?;I'm very certain about it.;I'm not so sure about it.;#;D
9;"Situation : Fadhli is going to participate in the story telling competition. Hikmah shows her hope that Fadhli will get a prize. The conversation: Fadhli : ""Hikmah, wish me luck. I will take part in the story telling competition."" Hikmah : ""......... I hope you will win the competition.""";Thank you very much;I hope so;I'm sorry;"Sure, Good luck";#;D
9;"Situation : Fitra has just finished drawing a picture of Tinta, his best friend. He will present it to her on her birthday. Dara praises the picture and she's sure that Tinta will like it. Dara : ""Fitra, that's a beautiful picture. I'm sure Tinta will like it."" Fitra : "".........""";Wish me luck;Happy birthday;Good luck;Thanks. I hope so too;#;D
9;"The following are the expression of hope, except ...";I hope your father will be okay soon;I have to go to airport;Let's hope we will pass the National Examination;I hope you will success;#;B
9;"You hear that your classmate, Andi, got an accident and his arm was injured when he rode his bicycle yesterday. What would you say to express your hope about Andi's condition?";I hope he gets well soon;He should not ride bicycle carelessly;Good Job!;I have to visit him in the hospital;#;A
9;"Elki : ""Happy birthday to you, Mail. May God bless you"". Ismail : ... Elki : ""You're welcome.""";I'm sorry;Well done!;I hope so;Thanks;#;D
9;Alya " Do you know where is Gibril?" Nisa :"I heard he went to Semarang. His uncle held a wedding party. Alya :"... He has promised to company me watching movie tomorrow.";Thank you;Congratulation;I agree with you;I hope he will go home soon;#;D
9;"Haris :""What do you think about tangled movie?"" Sinta :""I think it is a good movie. Although it is animation, but it contain many moral values."" Haris :""... I think this movie isn't fit for us, isn't for children.""";Do you agree?;Sure;I completely agree;I don't think so;#;D
9;"If we want to show our agreement, we can say...";I don't think so;I'm with you;good job!;Thank you;#;B
9;"Rina : ""... If we play badminton this afternoon?"" Rini :""Yes, I agree. We can ask Nuri and Wahyu to play badminton."" Rina :""That's a good idea, so we can play it in double.""";I hope everything is okay;You are right;What do you think?;May I congratulate you on?;#;C
9;"If we want to ask someone not to tell something, we say...";Tell it to others;Don't tell to anyone else;Please tell to anothers;You should tell it to others;#;B
9;"Endro : ""Do you agree if we go to night festival tonight, Gus?"" Agus :""... I want to play some games there."" Endro :""I'll pick you at seven pm."" Agus : O.K.";That's a good idea;Do you agree?;"No, I disagree";"Sorry, I have another opinion";#;A
9;"Beni : ""Remember that Dayu got diarrhea because she did not wash the fruit before she ate it."" Luna : ""So, you should always wash your fruit before you eat it ... you will not get diarrhea.""";so that;but;because;before;#;A
9;"They ... wear sandals, a T-shirt, or a casual wear at anyplace and at any time during the school hours.";must;in order to;must not;so that;#;C
9;"Here are the expressions of prohibition, except ...";Don't use dictionary.;Don't be pessimist.;Do it yourself;Don't cry;#;C
9;"To respond the expression of prohibition, we can say ...";thanks;so that;alright;in order to;#;C
9;"Ani : ""Where is Andi, Don? ... I will borrow some money from him. Doni :""Sorry, I don't know where he is.""";I had to go to canteen;I have to meet him;What do you suggest?;What your plan?;#;B
9;We ... Have a driving license when we drive/ride a vehicle.;must;had to;have to;mustn't;#;C
9;"Edi : ""........."". Alex :""Yes, I have to go now. I have a promise with my father To go to the hospital"". Edi :"" take care.""";I have to go now;What do we have to go now?;You mustn't go now.;Do you have to go now?;#;D
9;"Fajar :""I want to make a kite, but I don't have paper. What do you suggest? Eko :""... use plastic. I've ever seen a plastic kite. Fajar :""O.K. I will use it. Thanks.""";Why don't you;I agree with you;What do you think I should do;Do you have any suggestion;#;A
9;"Today is our National Examination test. So, we ... be late.";have to;had to;has to;mustn't;#;D
9;"Throw the rubbish in the ..., please.";class;yard;floor;bin;#;D
9;"If you want to say a farewell for the last time before I continue my study in Australia, please... to the Adi Sucipto airport this evening.";come;came;coming;comes;#;A
9;Which of the following sentence is the expression of asking certainty?;"Well, I'm very sure about that.";"John, Are you sure?";"Well, I'm not so sure about that";"Try it, I'm sure you can!";#;B
9;Which of the following sentence is the expression of uncertainty?;"Sorry, I'm not so sure about that.";"Well, I'm very sure about that.";I know you can do it well.;"Don't worry, I will help you";#;A
9;"Don't switch on the lamp, please! The underlined word means ...";Turn of;Turn right;get on;press on;#;A
9;Mrs. Carlina ...an information to people in the television;Bring;Brings;give;gives;#;D
9;A person who gives an information to people in the television is called ...;News;News boy;reporter;journalist;#;C
9;Arrange the words below to be a good sentence! Viewer -- most -- wait -- the -- of -- for -- bulletin-- recent;The most of bulletin wait for recent;Wait the most viewer for most of recent;The viewer bulletin wait for most of recent;Most of the viewer's wait for recent bulletin.;#;D
9;Terjadinya filtrasi di ginjal berlangsung di bagian yang disebut ...;Medulla;Pelvis renalis;Tubulus;Glomerulus;#;D
9;Suatu kelainan ekskresi yang ditandai dengan ditemukannya molekul glukosa dalam urin disebut ...;Albuminaria;Hematuria;Diabetes Mellitus;Diabetes Insipidus;#;C
9;Pada saat cuaca panas kita banyak mengeluarkan keringat. Tujuan pengeluaran keringat dari dalam tubuh adalah ...;Mengeluarkan kelebihan air;Mengurangi garam dalam sel;Mengurangi lemak;Menurunkan suhu tubuh;#;D
9;Diantara pernyataan berikut yang menyatakan pengertian menstruasi secara tepat adalah ...;Proses pengeluaran darah kotor dari organ reproduksi wanita;Proses pengeluaran zygot yang tidak berkembang disertai dengan keluarnya darah dari organ reproduksi wanita;Proses pengeluaran ovum yang tidak dibuahi beserta luruhnya lapisan endometrium dari tubuh seorang wanita;Proses pengeluaran plasenta dari organ reproduksi seorang wanita;#;C
9;Penyakit berikut yang dapat ditularkan melalui organ reproduksi adalah ...;AIDS dan Diabetes Mellitus;Kencing nanah dan Nefritis;Kencing batu dan Sifilis;Gonorea dan herpes kelamin;#;D
9;Sistem yang berperan penting dalam pengaturan semua organ tubuh agar bekerja dengan baik adalah ...;Sistem pencernaan dan sistem pernafasan;Sistem saraf dan sistem gerak;Sistem pernafasan dan sistem transportasi;Sistem saraf dan sistem hormon;#;D
9;Jalannya rangsang pada gerak refleks adalah ...;Rangsang -- saraf sensorik -- saraf motorik -- otak -- sumsum tulang belakang -- efektor;Rangsang -- saraf sensorik -- sumsum tulang belakang -- saraf motorik -- efektor;Rangsang -- saraf sensorik -- otak -- saraf motorik -- efektor;Rangsang -- saraf motorik -- sumsum tulang belakang -- saraf sensorik -- efektor;#;B
9;Diantara contoh gerak berikut yang termasuk gerak refleks otak adalah ...;Gerak refleks tangan menghindar dari bara api rokok;Gerak refleks kejap mata ketika bola mata terasa kering;Gerak refleks menjerit ketika melihat sesuatu yang menakutkan;Gerak refleks kaki menghindari dari tusukan duri;#;C
9;"Andi sering mengeluh kepada ibunya, tiap kali melihat benda yang letaknya jauh ia merasa tidak jelas. Nama kelainan mata yang diderita Andi dan keadaan yang sebenarnya terjadi di bola mata Andi adalah ...";"Miopi, karena bayangan benda terletak di depan retina";"Hipermetropi, karena bayangan benda terletak di belakang retina";"Presbiopi, karena bayangan benda terletak di depan retina";"Xerofthalmia, karena bayangan benda terletak di belakang retina";#;A
9;"Di Inggris, kupu-kupu Biston betularia mulanya banyak bersayap cerah, akibat revolusi industri banyak kupu-kupu bersayap gelap. Hal ini karena ...";Warna sayap gelap mudah terlihat oleh predator;Warna sayap cerah berubah menjadi warna gelap;Warna sayap cerah terlindung oleh lingkungan;Warna sayap gelap sulit diamati oleh predator;#;D
9;Salah satu indikator suatu spesies berhasil mempertahankan kelangsungan hidupnya adalah ...;Jumlah populasinya konstan;Jumlah kematian banyak;Tingkat perkembangbiakan tinggi;Jumlah individu yang terserang hama/penyakit banyak;#;C
9;Berikut ini adalah tumbuhan yang reproduksinya dengan umbi batang adalah ...;Ubi kayu dan ubi jalar;Dahlia dan bawang merah;Kentang dan ubi jalar;Jahe dan kunyit;#;C
9;"Buah mangga berukuran besar, rasa manis, dan daging buah tebal. Sifat-sifat tersebut disebut ...";Genotip;Fenotip;Dominan;Resesif;#;B
9;"Jika suatu individu bergenotip BbMn, maka macam gametnya adalah ...";1;2;3;4;#;D
9;"Kelinci berbulu hitam disilangkan dengan kelinci berbulu putih. Warna hitam ditentukan oleh gen H dan warna putih oleh gen h, keduanya bersifat intermediet. Jika F1 disilangkan sesamanya maka perbandingan fenotip pada F2 adalah ...";3:01;1:03:01;1:02:01;9 : 3 : 3 : 1;#;C
9;"Jika kelinci berbulu putih kurus (AAbb) disilangkan dengan kelinci berbulu hitam gemuk (aaBB), maka genotip dan fenotip pada F1 adalah ...";"AABB, bulu putih badan gemuk";"AaBb, bulu putih badan gemuk";"aaBb, bulu hitam badan kurus";"Aabb, bulu putih badan kurus";#;B
9;"Nata de coco merupakan salah satu jenis makanan yang cukup disukai untuk dibuat campuran minuman. Namun, dalam proses pembuatannya, jenis ini ternyata menggunakan peranan sejenis bakteri yang namanya ...";Rhizopus stolonifer;Saccharomyces cerevisiae;Acetobacter xylinum;Lactobacillus bulgaricus;#;C
9;"Seorang petani anggrek, untuk tujuan komersial mengembangkan tanamannya dengan menggunakan teknik kultur jaringan. Maka, hasil keturunannya adalah ...";"Bervariasi, jumlah banyak, waktu cepat, sifat lebih baik dari induknya";"Bervariasi, jumlah banyak, waktu lama, sifat sama dengan induknya";"Seragam, jumlah banyak, waktu cepat, sifat lebih baik dari induknya";"Seragam, jumlah banyak, waktu lama, sifat sama dengan induknya";#;D
9;"Teknik bercocok tanam dengan menggunakan media udara, akar tanaman dibiarkan menjuntai di udara, pemberian nutrisi dengan cara disemprotkan ke udara. Teknik ini disebut ...";Tabulampot;Hidroponik;Aeroponik;Transgenik;#;C
9;"Setelah digosokkan pada kain wool, penggaris plastik menjadi bermuatan listrik negatif karena :";Elektron berpindah dari plastik ke kain wool;Proton berpindah dari plastik ke kain wool;Elektron pindah dari kain wool ke plastik;Proton pindah dari kain wool ke plastik;#;C
9;"Suatu gaya tarik-menarik antara dua muatan A dan B adalah F. Jika muatan A diperbesar 2 kali, maka besar gayanya menjadi ...";F;½ F;2 F;3 F;#;C
9;"Sebuah benda P didekatkan pada benda Q akan tarik-menarik. Benda R bila didekatkan pada benda P akan tarik-menarik, sedangkan benda S bila didekatkan pada benda R saling tolak-menolak. Jika benda R bermuatan positif, maka secara berturut-turut jenis muatan benda P, Q, dan S adalah ...";"Positif, positif, negative";"Negative, positif, positif";"Positif, negative, positif";"Negative, positif, negative";#;D
9;Berikut ini pernyataan yang menjelaskan tentang arus listrik yang benar adalah ...;Merupakan aliran elektron;Arahnya sama dengan arah gerak elektron;Terjadi bila potensial antara ujung-ujung penghantar sama;Terjadi bila ada beda potensial antara ujung-ujung penghantar;#;D
9;Yang dimaksud dengan gaya gerak listrik adalah ...;Beda potensial antar kutub-kutub sebuah sumber listrik ketika sumber tidak mengalirkan arus listrik;Beda potensial antar kutub-kutub sebuah sumber listrik ketika sumber sedang mengalirkan arus listrik;Beda potensial antar kutub-kutub sebuah sumber listrik ketika sumber sedang mengalirkan arus listrik yang rendah;Beda potensial antar kutub-kutub sebuah sumber listrik ketika sumber sedang mengalirkan arus listrik yang tinggi;#;A
9;"Sebuah lampu pijar dihubungkan dengan sebuah batu baterai oleh seutas kabel. Ketika lampu menyala, maka perubahan energi yang terjadi pada rangkaian tersebut adalah ...";Kimia menjadi listrik;Listrik menjadi cahaya;Cahaya menjadi listrik;Kimia menjadi cahaya;#;B
9;Elemen Volta tidak dapat mengalirkan arus listrik dalam waktu lama karena ...;Timbul gelembung gas yang menempel pada seng;Timbul gelembung gas yang menempel pada katoda;Timbul gelembung gas yang menempel pada anoda;Keping-keping seng dan tembaga yang terendam asam sulfat mudah rusak;#;A
9;"Aki merupakan elemen sekunder, karena ...";Dapat diisi kembali jika sudah habis;Dapat menghasilkan tegangan tinggi;Dapat menghasilkan tegangan arus searah;Dapat menghasilkan arus bolak-balik;#;A
9;"Sebuah ketel listrik dihubungkan ke baterai 12 volt. Jika eleman pemanas memiliki hambatan dalam 12 ohm, maka energi kalor yang dihasilkannya selama 10 menit adalah ...";1.800 joule;3.600 joule;7.200 joule;14.400 joule;#;C
9;"Pemutus daya dengan spesifikasi 4 A,  220 V dapat membatasi pemakaian daya sampai dengan …";880 W;860 W;840 W;820 W;#;A
9;"Elemen pemanas sebuah kompor listrik 110 V mempunyai hambatan 20 ohm. Kompor ini digunakan untuk memanaskan 1 kg air bersuhu 20 derajat C selama 7 menit. Jika kalor jenis air 4.200 J/kgoC, maka suhu akhir air adalah ...";40 derajatC;"40,5 derajat C";60 derajat C;"60,5 derajat C";#;D
9;"Sebbuah lampu bertuliskan 220 V, 100 W dihubungkan dengan sumber tegangan 110 V. Daya yang digunakan lampu adalah ...";25 W;50 W;75 W;100 W;#;A
9;"Sebuah pesawat televisi dinyalakan rata-rata 6 jam setiap harinya. Televisi tersebut dihubungkan dengan tegangan 220 V dan memerlukan kuat arus sebesar 2 A. Apabila harga 1 kWh adalah Rp. 100,00, maka biaya yang harus dibayar dalam 1 bulan (30 hari) adalah ...";"Rp. 7.790,00";"Rp. 7.290,00";"Rp. 7.920,00";"Rp. 7.270,00";#;C
9;"Dari pernyataan berikut, yang bukan merupakan cara menghemat energy listrik ...";Pilih alat listrik yang berkemampuan tinggi tetapi daya listriknya rendah;Gunakan alat-alat listrik jika benar-benar diperlukan saja;Kurangi lama waktu pemakaian alat listrik yang ada;"Gunakan alat listrik yang berkemampuan rendah, tetapi daya listriknya tinggi";#;D
9;Ruang di sekitar magnet yang masih dipengaruhi oleh gaya tarik magnet disebut ...;Kutub manget;Garis gaya magnet;Medan magnet;Induksi magnet;#;C
9;Berikut ini adalah cara membuat magnet yaitu :;"Induksi, deduksi, elektromagnet";"Menggosok, induksi, elektromagnet";"Menggosok, memukul-mukul, induksi";"Dipanaskan, menggosok, electromagnet";#;B
9;"Sebuah kawat penghantar sepanjang 10 m berarus listrik 2 A yang berada dalam medan magnet 20 Tesla, maka gaya Lorentz yang bekerja sebesar ...";4 N;40 N;400 N;4000 N;#;C
9;Generator atau dynamo adalah alat yang digunakan untuk mengubah ...;Energi listrik menjadi energi mekanik;Energi potensial menjadi energi listrik;Energi mekanik menjadi energi listrik;Energi listrik menjadi energi potensial;#;C
9;GGL induksi timbul karena ...;Terjadinya perubahan arah medan magnet di dalam kumparan;Terjadinya perubahan fluks magnetik di dalam kumparan;Terjadinya perubahan arus listrik di dalam kumparan;Terjadinya perubahan kutub-kutub magnet di dalam kumparan;#;B
9;Perbedaan antara generator AC dengan DC adalah ...;Generator AC menggunakan cincin belah;Generator DC menggunakan dua cincin;Generator AC menggunakan interuptor;Generator DC menggunakan komutator;#;D
9;Makin cepat sepeda dikayuh maka nyala lampu makin terang karena ...;Perubahan garis gaya magnet makin besar;Perubahan garis gaya magnet makin kecil;Arus searah yang ditimbulkan makin besar;Arus bolak-balik yang ditimbulkan makin kecil;#;A
9;"Sebuah transformator step-up mempunyai jumlah lilitan primer 1.200 dan lilitan sekunder 6.000 lilitan. Bila kumparan primer dihubungkan dengan tegangan 110 V, maka tegangan pada kumparan sekunder adalah ...";220 V;440 V;550 V;500 V;#;C
9;"Perbandingan jumlah lilitan primer dan sekunder sebuah trafo adalah 5 : 3. Jika kuat arus outputnya 3A, kuat arus primernya adalah ...";"1,8 A";"5,0 A";15 A;45 A;#;A
9;"Sebuah trafo memiliki efisiensi 75%. Tegangan inputnya 220 V dan tegangan outputnya 110 V. jika kuat arus primer yang mengalir 2A, kuat arus sekundernya adalah ...";5:00 AM;4:00 AM;2:00 AM;3:00 AM;#;D
9;"Pada transmisi daya listrik jarak jauh digunakan tegangan tinggi. Alasan yang benar di bawah ini, kecuali ...";Tegangan tinggi menyebabkan arus listrik yang mengalir kecil;"Dengan arus listrik yang kecil, energi yang hilang pada saat transmisi menjadi kecil sehingga efisiensi penyaluran tinggi";Arus listrik yang kecil membutuhkan ukuran penampang kawat yang lebih kecil sehingga harganya murah;Pada tegangan yang tinggi kawat yang diperlukan lebih pendek sehingga menghemat biaya;#;D
9;"Pada tata surya, planet-planet beredar mengelilingi matahari karena ...";Adanya gaya gravitasi antara planet dengan matahari;Gaya gravitasi matahari lebih besar daripada gaya gravitasi planet;Gaya gravitasi matahari sama besar dengan gaya gravitasi planet-planet;Gaya gravitasi antara matahari dan planet-planet yang mempertahankan geraknya yang lurus;#;A
9;Planet dalam dalam tata surya terdiri dari planet ...;"Merkurius, Venus, Jupiter";"Mars, Jupiter, Saturnus,";"Merkurius, Venus, Mars";"Saturnus, Uranus, Neptunus";#;C
9;Benda langit yang juga disebut planetoid adalah ...;Meteor;Meteorit;Meteoroid;Asteroid;#;D
9;Energi matahari berasal dari reaksi nuklir yang disebut reaksi fusi. Reaksi fusi adalah ...;Penggabungan inti-inti atom helium menjadi inti atom hydrogen;Penggabungan inti-inti atom hydrogen menjadi inti atom helium;Pembelahan inti atom helium menjadi inti-inti atom hydrogen;Pembelahan inti atom hydrogen menjadi inti-inti atom helium;#;B
9;Urutan susunan lapisan matahari dari dalam ke luar adalah ...;Fotosfer -- kromosfer -- korona -- inti matahari;Inti matahari -- kromosfer -- fotosfer -- korona;Inti matahari -- fotoster -- kromosfer -- korona;Korona -- kromosfer -- fotosfer -- inti matahari;#;C
9;"Pada saat kita melihat ke arah matahari, cahaya yang berwana putih menyilaukan adalah ...";Inti matahari;Fotosfer;Kromosfer;Korona;#;B
9;"Jakarta terletak pada 105 derajat BT. Jika di Jakarta pukul 07.00, maka kota yang terletak di 60 derajat BT menunjukkan waktu ...";02.00;03.00;04.00;05.00;#;C
9;Pernyataan berikut yang berhubungan dengan gerhana bulan parsial adalah ...;Bulan seluruhnya masuk ke dalam umbra bumi;Bulan hanya sebagian masuk ke dalam umbra bumi;Bulan seluruhnya masuk ke dalam penumbra bumi;Bulan hanya sebagian masuk ke dalam penumbra bumi;#;B
9;Peristiwa berikut ini yang terjadi karena pelapukan mekanik adalah ...;Rapuh dan rusaknya gedung atau bangunan akibat terkena hujan asam yang terjadi dalam waktu lama;Batuan di tempat terbuka yang mengalami pemanasan dan pendinginan dalam waktu lama berangsur-angsur retak dan hancur;Terbentuknya stalaktit dan stalakmit di dalam gua akibat pelarutan dan penguapan kalsium karbonat;Perpanjangan dan perbesaran akar pohon dapat menimbulkan retak atau pecahnya batuan di dekat pohon tersebut;#;B
9;Berikut ini yang merupakan dampak positif tenaga endogen adalah ...;Abu vulkanik yang dikeluarkan pada saat terjadi gunung meletus bersifat menyuburkan tanah;Timbulnya lahar dingin yang akan turun bersama air hujan;Sedimentasi akan menghasilkan daratan baru yang subur;Erosi pada lapisan-lapisan batuan akan mempermudah proses penambangan mineral;#;A
9;Pemanasan global disebabkan oleh banyaknya gas-gas rumah kaca di atmosfer. Yang termasuk gas rumah kaca adalah ...;Ozon;Oksigen;Karbondioksida;Hydrogen;#;C
