Kelas;Soal;A;B;C;D;E;Jawaban
7;This animal lives in the sea and has tentacles. What animal is it?;Octopus;Elephant;Zebra;Tiger;#;A
7;A rabbit has two long ears, a small tail and ...;Shell;Horns;Fur;Claws;#;C
7;Mrs. Nuris always ... to her school.;driving her car;is driving her car;drive her car;drives her car;#;D
7;(+) She reads a magazine everyday. (-) .........;She doesn't read a magazine everyday.;Does she read a magazine everyday?;She don't read a magazine everyday.;She didn't read a magazine everyday.;#;A
7;My pet likes to eat so it is very...;thin;short;funny;fat;#;D
7;My father is a doctor. He examines ... carefully.;Patients;Fashions;Students;Books;#;A
7;I have a lot of...;moneys;monies;a money;money;#;D
7;I have ... orange in my bag.;a;an;some;any;#;B
7;There are three ... in the classroom.;box;boxs;boxes;boxies;#;C
7;There are five students in the classroom. ... Dania, Vida, Rani, Jihan and Firya.;She is;He is;I am;They are;#;D
7;Mr. Anwar is a pilot. ... a kind man.;She is;He is;We are;They are;#;B
7;... thirty five students in my classroom.;There are;There is;That is;This is;#;A
7;My mother has two...;baby;babys;babyes;babies;#;D
7;There are pencil, pen, eraser and sharpener in the ...;pencil case;kitchen;toilet;book;#;A
7;The students are sitting on the ...;table;flag;chair;pen;#;C
7;The students borrow the books in the ...;toilet;library;canteen;school yard;#;B
7;There are tomato and chili trees in the ...;kitchen;bathroom;dining room;garden;#;D
7;This is a ... It comes from Africa. It has black and white stripes. It has four legs and long tail. It eats grass.;lion;tiger;zebra;cow;#;C
7;Shiva meets Lia, her old friend, on her way walking to her office. Shiva greets her. Shiva : You are Lia, aren't you? Hi ... Lia : Hi, Shiva. Oh I am just fine. How about yourself? Shiva : I am fine, too. I am working for that office now. Lia : Really? How lucky you are!;Where do you live now?;How have you been?;Do you remember me?;Do I look great?;#;B
7;Mr. Handoyo is eager to know about Anton's condition. He is not cheerful as usual. Mr. Handoyo : Anton, what is the matter with you? You do not look well this morning. Anton : You are right, Sir. ... I think I get cold. Mr. Handoyo : You'd better take a rest at home, then.;I am okay;I am just fine;I do not feel too well this morning;I do not feel bad;#;C
7;The following expressions are commonly used to greet someone, except ...;How's life?;How are you doing?;What are you doing?;How are things with you?;#;C
7;Mrs. Rossy : Good afternoon, students. Students : Good afternoon, Ma'am. Mrs. Rossy : Well, I cannot teach you this afternoon. I have a meeting with the headmaster. Students : That is alright. We will study by ourselves, Ma'am.;Greeting;Leave-taking;Introduction;Prohibition;#;B
7;Ruly : Hello, I am Ruly. ... ? Adi : Hello. My name is Adi. Pleased to meet you. Ruly : Pleased to meet you too, Adi.;What is the matter with you;What is your name;How are you;Are you a new student;#;B
7;Ferly : Romy, this is my sister, Vivian. Romy : ... ? Vivian : How do you do. I have heard so much about you.;How do you do;How are you;How is your life;What is up;#;A
7;Below are the expressions of introducing ourselves to others, except ...;Hello, I am Any;It is the first time to meet you. I am Shelly;Let me introduce myself to you;I would like to introduce you to my friend, Franda;#;D
7;Excuse me, everybody. I would like to introduce Mr. Hakim to you all. He is a new employee in our office.;Self-introducing;Introducing someone to others;Greeting;Leave-taking;#;B
7;My father is a science teacher. He specialized in teaching living things. For example, he explains parts of a flower to his students.;Menyanyikan;Menyebutkan;Menyimpan;Menjelaskan;#;D
7;Lisna : Give me the chili sauce, please. Zul : ...;Here you are;Never mind;No, thanks;It is so nice;#;A
7;Saskya : Don't play the music too loud, Dila. It disturbs me. Dila : Sorry, I don't mean it. Saskya : ... Dila : O.K, no problem.;Turn it down.;Please put it here.;Don't play outside.;Come in, please.;#;A
7;Berikut ini yang merupakan besaran vektor yaitu ...;Panjang;Massa;Waktu;Kecepatan;#;D
7;Sebuah bus melaju dengan kecepatan 72 km/jam ke arah timur. Jika dinyatakan dalam SI yaitu ...;72 m/s;7200 m/s;20.000 m/s;20 m/s;#;D
7;Air raksa sering dipakai sebagai pengisi tabung termometer lantaran mempunyai kelebihan ...;Membasahi dinding kaca;Harga relative murah;Titik didihnya rendah;Warnanya mengkilap;#;D
7;Termometer yang dipakai Andre untuk mengukur suhu ruangan mengatakan 59 derajat Fahrenheit. Jika suhu tersebut dinyatakan dalam SI mengatakan ...;273 K;288 K;300 K;332 K;#;B
7;Sebuah kubus logam panjang sisi-sisinya 20 cm, sesudah ditimbang massanya 150 kg. Massa jenis kubus tersebut yaitu ...;0,05 kg/m^3;18.750 kg/m^3;18,750 kg/m^3;1,8750 kg/m^3;#;B
7;Ani mengumpulkan cinderamata koleksinya yang terbuat dari logam. Setelah ditimbang dengan neraca, Ani mencatat urutannya sebagai berikut : 500 gram, 1 kg, 100 gram, dan 55 gram. Massa keseluruhan dari cinderamata Ani yaitu ...;1,065 kg;1,605 kg;1,650 kg;1,655 kg;#;D
7;Berikut ini yaitu zat yang mempunyai pH = 7 yaitu ...;Air hujan;Air murni;Air sabun;Air jeruk;#;B
7;Suatu larutan diuji dengan kertas lakmus. Kertas lakmus biru yang dicelupkan ke dalam larutan tersebut tetap berwarna biru, sedangkan kertas lakmus merah yang dicelupkan ke dalam larutan tersebut berkembang menjadi biru. Maka larutan tersebut kemungkinan yaitu ...;Air aki;Air sari buah tomat;Air sabun;Air suling;#;C
7;Senyawa yang bersifat basa akan menghasilkan ion ...;H+;OH-;Cl-;Na+;#;B
7;Symbol unsur tembaga, besi, dan timah berturut-turut yaitu ...;Cu, Fe,Pb;Ag, Be, Ti;Cu, Fe, Sn;Fe, Cu, Pt;#;C
7;Nama senyawa dengan rumus molekul NaOH yaitu ...;Natrium klorida;Nitrogen oksida;Nitrogen hidroksida;Natrium hidroksida;#;D
7;Jumlah atom oksigen dalam senyawa kalsium hidroksida (Ca(OH)2)adalah ...;1;2;3;4;#;B
7;Rumus kimia urea yaitu CO(NH2)2. Maka setiap molekul urea mengandung ...;1 atom karbon, 1 atom oksigen, 1 atom nitrogen, dan 2 atom hidrogen;1 atom karbon, 1 atom oksigen, 1 atom nitrogen, dan 4 atom hidrogen;1 atom karbon, 1 atom oksigen, 2 atom nitrogen, dan 2 atom hidrogen;1 atom karbon, 1 atom oksigen, 2 atom nitrogen, dan 4 atom hydrogen;#;D
7;Di bawah ini yang merupakan teladan unsur yaitu ...;Garam dapur;Karbohidrat;Besi;Air;#;C
7;Perubahan wujud zat berikut ini yang menyerap kalor yaitu ...;Air membeku menjadi es;Uap air di atmosfer mengalami kondensasi menjadi titik-titik air;Uap air di udara mengembun di dinding luar gelas yang berisi es;Es watu melebur pada suhu nol derajat celcius;#;D
7;Air tidak sanggup membasahi daun talas lantaran ...;Kohesi molekul air lebih besar dari adhesi molekul air dengan molekul daun talas;Kohesi molekul air lebih kecil dari adhesi molekul air dengan molekul daun talas;Adhesi molekul air dengan molekul daun talas lebih besar dari kohesi molekul air;Adhesi molekul air dengan molekul daun talas sama dengan kohesi molekul air;#;A
7;Faktor yang menimbulkan gas mempunyai sifat selalu memenuhi ruangan yang ditempatinya yaitu ...;kohesi sangat besar;adhesi sangat besar;gaya ikat antarpartikel sangat lemah;gaya ikat antarpartikel sangat kuat;#;C
7;Meniskus air di dalam pipa beling berbentuk cekung lantaran ...;adhesi antara molekul-molekul air dan beling lebih besar daripada kohesi antara molekul-molekul air tersebut;adhesi antara molekul-molekul air dan beling lebih kecil daripada kohesi antara molekul-molekul air tersebut;adhesi antara molekul-molekul air lebih besar daripada kohesi antara molekulmolekul air dan kaca;adhesi antara molekul-molekul air lebih kecil daripada kohesi antara molekulmolekul air dan kaca;#;A
7;Sebatang besi yang panjangnya 10 m dipanaskan dari 25°C menjadi 100°C. Jika koefisien muai panjang besi 0,000012/°C, maka pertambahan panjang batang besi tersebut yaitu ...;6 mm;12 mm;9 mm;18 mm;#;C
7;Kalor yang diharapkan untuk menaikkan suhu bergantung pada hal-hal berikut ini, kecuali ...;tekanan pada zat;kenaikan suhu zat;massa zat;jenis zat;#;A
7;Kalor yang dilepaskan secangkir air panas dengan massa 10 kg dan suhunya 90°C yaitu 84 kJ. Pada air tersebut ditambahkan kopi dengan suhu 10°C. Suhu simpulan adonan air dan kopi 50°C. Jika kalor jenis air sama dengan kalor jenis kopi, maka massa kopi dalam dalam cangkir, yaitu ...;16 kg;10 kg;12 kg;9 kg;#;A
7;Banyak kalor yang harus diberikan pada 500 g es supaya suhunya naik dari -10°C menjadi 40°C yaitu ... (kalor jenis es = 2.100 J/kg°C, kalor lebur es = 336.000 J/kg, dan kalor jenis air = 4.200 J/kg °C);262.500 J;252.000 J;178.500 J;94.500 J;#;A
7;Peristiwa berikut ini yang mengatakan adanya perpindahan kalor secara konduksi yaitu ...;terjadinya angin darat dan angin laut;sampainya energi panas dari Matahari ke bumi;mencairnya es di kawasan kutub;memanaskan setrika listrik;#;D
7;Sepotong besi mempunyai massa 0,2 kg dan kalor jenis 0,11 kal/g°C. Jika suhunya turun 75°C menjadi 25°C, maka banyaknya kalor yang dilepaskan ...;0,22 kkal;1,10 kkal;0,55 kkal;1,65 kkal;#;B
7;Perpindahan kalor secara konveksi disebabkan lantaran ...;Perbedaan ketinggian;Perbedaan massa jenis;Persamaan jenis;Pertukaran benda;#;B
7;Peristiwa terpancarnya sinar matahari hingga ke bumi termasuk ...;konveksi;konduksi;radiasi;asas Black;#;C
7;Zat berikut yang sanggup dipisahkan dari zat pengotornya melalui sublimasi yaitu ...;gula pasir;minyak goreng;kapur barus;garam;#;C
7;Kelemahan pengolahan air dengan cara penyaringan yaitu ...;partikel-partikel tanah yang berukuran besar akan ikut tersaring;partikel-partikel tanah yang berukuran kecil tidak tersaring;partikel-partikel tanah yang berukuran besar tidak tersaring;partikel-partikel tanah yang berukuran kecil akan tersaring;#;B
7;Untuk menciptakan air murni dari air maritim sanggup dilakukan dengan metode ...;penguapan;penyaringan;sublimasi;distilasi;#;D
7;Pada distilasi terjadi proses ...;penguapan dan sublimasi;pengembunan dan sublimasi;penguapan dan pengembunan;peleburan dan penguapan;#;C
7;Bensin yang dibakar di dalam mesin menimbulkan kendaraan beroda empat sanggup bergerak. Proses pembakaran bensin di dalam mesin merupakan teladan reaksi ...;eksoterm;adisi;endoterm;eliminasi;#;A
7;Kembang api yang menyala indah termasuk perubahan ...;fisika;bentuk;kimia;buatan;#;C
7;Perubahan yang terjadi ketika kuliner masuk ke dalam badan diproses dengan cara pembakaran yaitu ...;materi kuliner dan air dibakar menjadi oksigen, karbon dioksida, dan energi;materi kuliner dan oksigen dibakarmenjadi karbon dioksida, air, dan energi;materi kuliner dan karbon dioksida dibakar menjadi oksigen, air, dan energi;materi kuliner dan oksigen dibakar menghasilkan energi saja;#;B
7;Mentega akan mencair ketika dipanaskan. Peristiwa tersebut termasuk perubahan ...;fisika;alami;kimia;bentuk;#;A
7;Berikut ini merupakan ciri-ciri terjadinya reaksi kimia, kecuali ...;timbulnya endapan;terjadinya perubahan suhu;terjadinya perubahan warna;selalu mengakibatkan gas;#;D
7;Dari perubahan materi berikut ini, yang tergolong perubahan kimia yaitu ...;air menguap;apel membusuk;es mencair;lilin yang meleleh;#;B
7;Hal-hal yang menghipnotis laju reaksi yaitu ...;ukuran zat dan suhu;ukuran zat dan warna zat;warna zat dan suhu;suhu dan jenis pengaduk;#;A
7;Berikut ini yang merupakan teladan reaksi kimia yang ditandai dengan perubahan warna yaitu ...;Kapur tohor dicampur dengan air;Buah apel dibiarkan sesudah dibelah;Kertas dibakar;Deterjen dicampur dengan pemutih;#;A
7;Pada ketika seseorang menghembuskan nafas ke dalam air kapur, maka air kapur akan berkembang menjadi keruh. Hal ini terjadi lantaran ...;Udara yang dikeluarkan dari pernafasan kotor;Udara yang dikeluarkan dari pernafasan mengandung oksigen dan karbondioksida;Terjadi reaksi kimia antara air kapur dan udara pernafasan yang menghasilkan endapan kapur;Terjadi reaksi kimia antara air kapur dan udara pernafasan yang menghasilkan gas karbondioksida;#;C
7;Sebuah kendaraan beroda empat melaju dengan kecepatan 72 km/jam kemudian direm hingga berhenti selama 10 sekon. Pelambatan kendaraan beroda empat tersebut yaitu ...;3,0 m/s^2;2,0 m/s^2;1,0 m/s^2;0,5 m/s^2;#;B
7;Budi pergi ke sekolah naik sepeda. Jarak dari rumah ke sekolah 1,8 km dan kecepatan sepedanya konstan sebesar 3 m/s. Jika masuk sekolah jam 07.00, paling lambat Budi harus berangkat ke sekolah pukul ...;06.54;06.30;06.45;06.50;#;A
7;"Pada sebuah penelitian diambil rumusan duduk kasus : ""Bagaimana efek cahaya terhadap pertumbuhan perkecambahan biji"". Hipotesis dari duduk kasus tersebut yaitu ...";Cahaya tidak kuat terhadap perkecambahan biji;Cahaya kuat terhadap perkecambahan biji;Cahaya mempercepat perkecambahan biji;Cahaya memperlambat perkecambahan biji;#;B
7;Pada pengamatan obyek dengan mikroskop memakai perbesaran lensa okuler 15 X dan lensa obyektif 40 X, maka perbesaran mikroskop pada ketika dipakai yaitu ...;200 X;400 X;300 X;600 X;#;D
7;Pada pengamatan sel bawang merah, diperoleh diameter bidang pandang pada lensa obyektif 1,3 mm dan gambar sel yang tampak menempati 0,25 bidang pandang. Jika 1 mm=1000 m, ukuran sel yang bahwasanya yaitu ...;192 m;325 m;250 m;520 m;#;B
7;Salah satu ciri hidup makhluk hidup yaitu peka terhadap rangsang. Pernyataan berikut yang menggambarkan dengan benar ciri tersebut yaitu ...;Biji kacang berkecambah ketika ditanam;Bunga pukul empat mekar di sore hari;Daun putri aib menutupsaat mendapatkan sentuhan;Ujung batang membengkok ke arah datangnya cahaya;#;C
7;Urutan takson pada dunia binatang dari urutan takson yang paling tinggi ke rendah (dari kiri ke kanan) yaitu ...;Divisio -- kelas -- ordo -- familia -- genus -- spesies;Divisio -- familia -- kelas -- ordo -- genus -- spesies;Filum -- kelas -- familia -- ordo -- genus -- spesies;Filum -- familia -- kelas -- ordo -- genus -- spesies;#;C
7;Seekor binatang mempunyai ciri-ciri : kulit tertutup bulu, suhu badan tidak berubah-ubah, bernafas dengan paru-paru dan berkembang biak dengan cara bertelur. Hewan tersebut termasuk kelas ...;pisces;reptile;amfibi;aves;#;D
7;Kelompok hewan-hewan yang digolongkan dalam avertebrata antara lain ...;ikan, katak, nyamuk, laba-laba;cacing, ular, siput, cicak;cacing, siput, laba-laba, bintang laut,;bintang laut, ular, kerang, siput;#;C
7;Penulisan yang benar nama spesies menurut hukum binomial nomenklatur yaitu ...;Oryza Sativa;oryza sativa;Oryza sativa;Oryza sativa;#;C
7;Kelompok flora yang termasuk flora berbiji terbuka yaitu ...;Pinus, melinjo, padi;Kedelai, melinjo, cemara;Pinus, damar, pakis haji;Kedelai, damar, pakis haji;#;C
7;Sel flora bentuknya tetap lantaran mempunyai ...;Plastida;Klorofil;Membran sel rangkap dua;Dinding sel dari selulosa;#;D
7;Berikut ini yang merupakan organ, kecuali...;jantung, hati, usus;mata, paru-paru, lambung;xilem, floem, daun;batang, bunga, akar;#;C
7;Pada ketika kita flu hidung kita tersumbat, sistem organ yang paling terganggu yaitu ...;pencernaan;peredaran darah;pernafasan;sirkulasi;#;C
7;Hewan, flora dan insan termasuk organisme. Dalam organisasi kehidupan yang dimaksud dengan organisme yaitu ...;beberapa sistem organ yang bekerja sama dan saling terkait;kumpulan beberapa sel yang mempunyai bentuk dan fungsi yang sama;suatu sistem organ yang bekerja sama dengan sistem organ lain;kolaborasi antara dua sistem organ;#;A
7;Besaran dikelompokkan menjadi dua, yaitu ...;Besaran pokok dan besaran baku;Besaran baku dan besaran turunan;Besaran nasional dan internasional;Besaran pokok dan besaran turunan;#;D
7;Dahulu orang sering menggunakan anggota tubuh sebagai satuan pengukuran, misalnya seperti dibawah ini, kecuali ...;Jari, hasta, kaki;Jengkal, depa, langkah;Meter, Kilogram, Liter;Depa, hasta dan kaki;#;C
7;Besaran yang dapat diukur dan memiliki satuan disebut besaran ...;Bilogi;Kimia;Fisika;Matematika;#;C
7;Besaran yang merupakan besaran yang dijabarkan dari besaran-besaran pokok dinamakan besaran ...;Internasional;Turunan;Standar;Panjang;#;B
7;Besaran panjang memiliki satuan SI berupa...;Depa;Kilogram;Meter;Kubik;#;C
7;Ampere adalah satuan SI dari besaran pkok ...;Panjang;Massa;Waktu;Kuat arus listrik;#;D
7;Satuan SI dari besaran waktu adalah ...;Detik;Meter;Ampere;Candela;#;A
7;Berikut ini yang termasuk besaran pokok adalah ...;Waktu;Luas;Volume;Massa Jenis;#;A
7;Kecepatan merupakan salah satu besaran turunan yang mempunyai satuan ...;m/s;Kg;Newton;Km;#;A
7;Besaran massa jenis dapat dijabarkan dari besaran ...;Massa : Waktu;Massa : Kecepatan;Massa : Volume;Massa : Percepatan;#;C
7;Satuan Watt merupakan satuan dari besaran ...;Gaya;Volume;Tekanan;Daya;#;D
7;Satuan Sistem Internasional (SI) digunakan di ...;Indonesia;Asean;Amerika;Seluruh dunia;#;D
7;Berikut ini yang bukan merupakan satuan panjang adalah ...;Meter;Kiloliter;Centimeter;Kilometer;#;B
7;Massa standar satu kilogram didefinisikan sebagai massa satu liter air murni pada suhu ...;4⁰C;5⁰C;6⁰C;7⁰C;#;A
7;Berikut ini yang tidak termasuk Satuan Internasional adalah ...;Yard;Sekon;Ampere;Meter;#;A
7;Jarak 2.000 m jika dinyatakan dalam satuan cm adalah ...;2 cm;200 cm;20.000 cm;200.000 cm;#;D
7;Massa 20 Kg jika dinyatakan dalam satuan mg adalah ...;2.000 mg;20.000 mg;20.000.000 mg;2.000.000 mg;#;C
7;Jarak pundak sampai ujung jari tangan orang dewasa dinamakan ...;1 mil;1 kaki;1 yard;1 ons;#;C
7;1 inci sama dengan ...;3 cm;2,54 cm;5,5 cm;3,5 cm;#;B
7;Sebuah mobil melaju dengan kecepatan 36 km/jam. Kecepatan tersebut sama dengan ... m/s;72;12;60;10;#;D
7;Satuan jengkal merupakan satuan yang tidak baku dipakai di berbagai negera. Karena contohnya adalah...;Ukuran jengkal orang Indonesia dengan orang Amerika panjangnya sama;Ukuran jengkal orang Indonesia dengan orang Amerika lebarnya sama;Ukuran jengkal orang Indonesia dengan orang Amerika panjangnya berbeda;Ukuran jengkal orang Indonesia dengan orang Amerika warnanya berbeda;#;C
7;Mistar adalah alat yang digunakan untuk mengukur ...;Massa;Volume;Panjang;Kecepatan;#;C
7;Mistar memiliki ketelitian ...;1 mm;1 dm;1 m;1 cm;#;A
7;Alat ukut yang memiliki ketelitian 0,01 mm adalah ...;Jangka sorong;Mistar;Mikrometer Sekrup;Neraca;#;C
7;Berikut ini adalah alat-alat untuk mengukur waktu, kecuali ...;Jam analog;Neraca dua lengan;Stopwacth;Jam digital;#;B
7;Setiap benda yang mempunyai massa bergerak dengan kecepatan tertentu sehingga memiliki energi ...;Kinetik;Listrik;Massa;Kimia;#;A
7;Ukuran derajat panas dan dingin suatu benda tersebut dinyatakan dengan besaran;Gaya;Suhu;Daya;Kuat arus;#;B
7;Dalam Sistem Internasional (SI) terdapat 7 besaran pokok yaitu ...;Panjang, Massa, Waktu, Kuat arus listrik, Suhu, Jumlah zat dan Intensitas cahaya;Panjang, Massa, Waktu, Volume, Suhu, Jumlah zat dan Intensitas cahaya;Panjang, Massa, Waktu, Kuat arus listrik, Suhu, Luas dan Intensitas cahay;Panjang, Massa, Waktu, Kuat arus listrik, Suhu, Kecepatan dan Intensitas cahaya;#;A
7;Satuan yang apabila digunakan oleh siapa pun akan menghasilkan hasil pengukuran yang sama dinamakan satuan ...;Resmi;Fisika;Baku;Panjang;#;C
7;Alat untuk mengukur suhu adalah ...;Termometer;Mikrometer;Dinamometer;Jangka sorong;#;A
7;Di dalam fisika besaran dengan satuan kilogram (kg) adalah besaran massa. Sedangkan berat (w) mempunyai satuan ...;Joule;Newton;Kelvin;Ampere;#;B
7;Contoh satuan tidak baku adalah ...;Jengkal, kaki, depa;Meter, Kilogram, Sekon;Sekon, Ampere, Watt;Liter, meter, gram;#;A
7;Termometer Fahrenheit Titik tetap bawah diberi angka 32 dan titik tetap atas diberi angka ...;100;357;212;75;#;C
7;Termometer yang umum digunakan adalah termometer zat cair dengan pengisi pipa kapilernya adalah ...;Air atau minyak;Raksa atau alkohol;Minyak atau air keras;Raksa atau bensol;#;B
7;Diantara syarat sebuah satuan bisa menjadi satuan Internasional adalah ...;Bersifat tetap dan berlaku dimana saja;Bersifat tetap dan berlaku di negara tertentu;Berubah-ubah sifatnya dan mudah diingat;Berlaku dimana saja dan bersifat mudah diubah-ubah nilainya;#;A
7;Suhu suatu benda saat diukur dengan termometr Celcius adalah 10°C. Maka jika diukur dengan termometer Fahrenheit adalah menjadi ...;50°F;60°F;70°F;80°F;#;A
7;Volume merupakan besaran turunan, yang disusun oleh besaran pokok ...;Massa;Waktu;Berat;Panjang;#;D
7;Doni mengukur suhu suatu benda menggunakan termometer Celcius sebesar 80°C. Suhu benda itu jika diukur menggunakan termometer Reaumur adalah ...;70°R;65°R;64°R;84°R;#;C
7;Perbandingan skala antara temometer Celcius, termometer Reaumur, dan termometer Fahrenheit adalah ...;01:02:03;04:05:09;05:04:09;09:05:04;#;C
7;Satuan struktural dan fungsional terkecil mahluk hidup disebut...;Gen;Kromosom;Sel;Jaringan;#;C
7;Ilmuwan yang berjasa dalam penemuan sel adalah...;Edward Jenner;Robert Hooke;Dr. Cristian Eijkman;Louis pasteur;#;B
7;Perbedaan antara sel hewan dengan tumbuhan dapat dilihat dari keberadaan...;Dinding sel dan sentriol;Sentriol dan nukleus;Nukleus dan plastida;Plasma sel dan sentriol;#;A
7;Jaringan epitel dapat dibedakan dari bentuk sel -- sel penyusunnya, yang tidak merupakan sel penyusunnya adalah...;Pipih;Kkus ( bola );Kuboid ( Kubus );Kolumnar ( Balok );#;B
7;Gen yang merupakan faktor keturunan terdapat dalam kromosom, sedangkan kromosom terdapat dalam...;Vakuola;Sitoplasma;Nukleus;Mitokondria;#;C
7;Bagian terluar sel hewan berupa...;Dinding sel;Mitokondria;Membran sel;Nukleus;#;C
7;Jaringan ikat bersifat kuat dan berfungsi sebagai...;Pemberian bentuk dan pelindung;Pelindung dan penggerak psif;Pelindung dan penguat;Penguat dan penyangga;#;D
7;Pengatur keluar masuknya zat -- zat pada sel dilakukan oleh...;Vakuola;Dinding sel;Sentrosom;Membran;#;D
7;Salah satu contoh plastida yang hanya terdapat pada sel -- sel tumbuhan adalah...;Klorofil;Lisosom;Ribosom;Badan golgi;#;A
7;Zat yang menjadikan tumbuhan bisa membuat makanan mereka sendiri (autotrof) dinamakan;Kloroplas;Lisosom;Vakuola;Dinding sel;#;A
7;Sekumpulan semut di dalam liang tanah membentuk...;Individual;Komunitas;Populasi semut;Keluarga semut;#;C
7;Sebatang pohon kelapa di kebun merupakan contoh dari...;Individu;Komunitas;Populasi;Ekosistim;#;A
7;Pada ekosistem terdapat beberapa jenis makhluk hidup .  tanaman jagung, bakteri, ulat burung, alang -- alang, belalang dan tikus. yang berfungsi sebagai produsen adalah...;Tanaman jagung dan alang - alang;Alang -- alang dan tikus;Bakteri dan ulat;Alang -- alang dan tikus;#;A
7;Ilmu yang mempelajari hubungan timbal balik antara makhluk hidup dengan lingkungannya disebut...;Ilmu lingkungan;Saling ketergantungan;Ekosistem;Ekologi;#;D
7;Peranan pengurai dalam ekosistem adalah...;menghancurkan mineral;Mengubah mineral menjadi humus;Menguraikan senyawa organik;Menguraikan mineral dalam tanah;#;C
7;Tanaman tanduk rusa yang menempel pada pohon -- pohon sebagai tempat hidupnya disebut...;Mutualisme;Parasitisme;Komensalisma;Ansimbiosis;#;C
7;Energi matahari sebelum sampai ke konsumen terlebih dahulu di simpan berupa makanan oleh...;Tumbuhan hijau;Semua hewan;Tumbuhan dan hewan;Semua tumbuhan;#;A
7;Fotosintesis pada tumbuhan pada hakekatnya pengubahan energi...;Kimia menjadi gerak;Cahaya menjadi gerak;Panas menjadi kimia;Cahaya menjadi kimia;#;D
7;Pada percobaan fotosintesis, daun direbus dalam air yang mendidih, tujuannya ntuk...;Melarutkan klorofil;Membuat daun lemas;Mematikan bakteri yang menempel di daun;Mematikan sel - sel;#;A
7;Larutan iodium untuk menguji hasil fotosintesis berupa...;Zat gula;Zat asam;Amilum;Asam arang;#;C
7;Peristiwa makan dan dimakan menurut urutan tertentu dalam dunia kehidupan disebut...;Jaring -- jaring kehidupan;Rantai kehidupan;Jaring -- jaring makanan;rantai makanan;#;D
7;Interaksi antara dua makhluk hidup berbeda spesies dalam hubungan yang berlangsung dan erat disebut...;Ansimbiosis;Komensolisme;Parasitisme;Simbiosis;#;D
7;Kawasan yang berisi flora dan fauna langka disebut...;Taman bunga;Taman langka;Cagar alam;Kebun raya;#;C
7;Perubahan sususnan gen yang bersifat menurun disebut...;reproduksi;Mutasi;Seleksi;Rekombinasi;#;B
7;Variasi pada suatu spesies lebih dikarenakan karena faktor...;Reproduksi seksual;Mutasi;Reproduksi aseksual;Rekombinasi;#;A
7;Radiasi dapat menyebabkan terjadinya...;Reproduksi;Mutasi;Rekombinasi;Replikasi DNA;#;B
7;Berikut ini penyebab berkurangnya keanekaragaman makhluk hidup, kecuali...;Tingkat reproduksi tinggi;kurangnya cagar alam;Eksplorasi berlebihan;Pencemaran lingkungan;#;A
7;Perubahan susunan gen dapat disebabkan oleh beberapa hal dibawah ini, kecuali...;Kesalahan replikasi DNA;Suhu;Sinar x;Pemanasan global;#;D
