Kelas;Soal;A;B;C;D;E;Jawaban
10;Berikut ini yang termasuk ciri syair adalah...;Syair selalu selesai dalam satu bait;Pola rimanya a-b-a-b (rima silang);Syair terdiri atas empat baris/larik dalam setiap bait;Syair memiliki sampiran;#;C
10;Wahai Ananda dengarlah pesan. Pakai olehmu sifat anak jantan. Bertanggung jawab dalam perbuatan. Beban dipikul pantang dielakkan. Isi syair tersebut adalah...;Kamu harus kuat menanggung beban derita;Kamu harus berkata jujur agar tidak dibebani masalah;Kamu harus berani bertanggung jawab dalam setiap perbuatan;Kamu harus selalu menghormati orang yang telah bertanggung jawab;#;C
10;Berikut ini yang tidak termasuk manfaat membaca cepat adalah...;Mengurangi kejenuhan;Meningkatkan wawasan;Meningkatkan pemahaman;Meningkatkan kemahiran berbahasa yang lain;#;A
10;Tujuan yang ingin dicapai seseorang ketika membaca memindai sebuah teks atau wacana adalah...;Mengetahui topik atau gagasan dari suatu teks atau wacana;Mengetahi informasi khusus secara cepat tanpa membaca keseluruhan;Mengetahui pendapat seseorang secara umum;Memahami dan menemukan informasi dari suatu bacaan;#;B
10;"Banjir yang melanda sebagian besar wilayah Jawa Tengah dan Jawa Timur belum juga surut. Rumah-rumah masih tergenang air setinggi 0,5 -- 1,5 meter. Para penduduk terpaksa ditampung di tempat-tempat pengungsian darurat yang jumlahnya sekarang sudah mencapai puluhan ribu orang. Laporan tersebut menyampaikan peristiwa...";Banjir di Jawa Tengah dan Jawa Timur;Nasib penduduk yang terkena banjir;Rumah-rumah tergenang banjir;Para penduduk mengungsi ke tempat aman;#;A
10;Wahai Ananda teguhkan hati. Bertanggung jawab ke tengah ke tepi. Menjunjung sumpah menepati janji. Supaya hidupmu tiada terkeji. Pernyataan yang tidak sehubungan dengan syair tersebut adalah...;Terdiri atas empat larik;Mengandung pesan moral agar kita selalu menepati janji;Pola rima dala bait tersebut a-a-a-a;Dua larik pertama sampiran dan dua larik terakhir memuat isinya;#;D
10;Hanyalah dari balasan ngeri. Dimurkai Tuhan waidul-kahri. Mendapat sengsara di luar negeri. ........... Baris yang tepat untuk melengkapi syair tersebut adalah...;Kepada suamimu berbuat bakti;Duduklah dia mendiamkan diri;Ditonton oleh seorang diri;Celakalah bertambah sehari-hari;#;D
10;"Unsur pembangun cerita ini berkaitan dengan tempat, waktu, dan keadaan. Oleh karena itu, unsur tersebut berkaitan dengan tempat cerita berlangsung, kapan terjadinya cerita, dan dalam keadaan bagaimana cerita tersebut terjadi. Unsur pembangun cerpen yang dimaksud adalah...";Alur;Tema;Latar;Tokoh;#;C
10;Cerita pendek yang terhimpu dalam naskah tersebut berjmlah enam buah dan merupakan karyanya yang ditulis pada 1957-1963. Tanda baca (-) yang menandai tahun pada kalimat tersebut sama artinya dengan...;Jarak tempuh;Sampai ke;Dilanjutkan;Sampai dengan;#;D
10;"Alur penceritaan yang digambarkan secara runtun dari A sampai Z, disebut...";Alur maju;Alur konferensional;Alur teratur;Alur mundur;#;A
10;"Cerita atau narasi yang fiktif serta relatif pendek, disebut...";Novel;Prosa;Pantun;Cerpen;#;D
10;Pendeta itu sudah tua. Kata pendeta dalam kalimat tersebut mengalami gejala...;Spesialisasi;Asosiasi;Peyorasi;Ameliorasi;#;D
10;Kata yang mengalami penyempitan makna terdapat pada kalimat...;Partai yang dipilihnya memperoleh 15 kursi;Ayah membeli kursi tamu;Di ruang itu hanya tersedia 15 kursi;Kursi yang dimilikinya sudah rusak;#;A
10;Lukisanmu cukup bagus. Kamu dapat mengembangkan keahlian ini dengan belajar lebih tekun. Dengan begitu kamu pasti akan berhasil. Perkataan tersebut tergolong ke dalam jenis...;Makian;Pujian;Kritikan;Pelecehan;#;B
10;Berikut ini beberapa pernyataan kritik. Diantara pernyataan kritik tersebut yang paling tepat adalah...;"Wah, bajumu bagus benar, tetapi lebih banyak kurang bagusnya";"Faris, saya tidak jadi meminjam pulpenmu. Takut macet.";Pasti sepeda ini bermanfaat bagimu. Kamu tidak akan kesiangan lagi kan?;"Sebaiknya, kamu jangan membiasakan diri begadang. Tidak baik buat kesehatan.";#;D
10;"Suatu ketika, kamu memperlihatkan sebuah karya seni buatanmu kepada temanmu. Ketika itu juga, temanmu langsung memberikan kritikan terhadap hasil karya senimu itu. Ucapan apa yang tepat untuk menanggapi kritikan temanmu itu?";"Memang, saya masih belajar.";Begini-begini juga karya seni. Kamu jangan mengejek.;"Ah, kamu bisanya hanya mengkritik. Karyamu mana?";Terima kasih atas sarannya. Semoga saya bias memperbaikinya.;#;D
10;Orang yang melakukan penyuntingan disebut...;Penulis;Editor;Sutradara;Penyunting;#;B
10;Berikut ini manakah yang menyatakan kata tidak baku...;Kurban;Fiksa;Vitamin;Eksak;#;B
10;Wahai muda kenali dirimu. Ialah perahu tamsil tubuhmu. Tiadalah berapa lama hidupmu. Ke akhirat jua kekal diammu. Tema syair di atas adalah ...;Percintaan;Agama;Kiasan;Sejarah;#;B
10;Di bawah ini contoh penulisan alamat pada surat dinas yang benar ialah ...;Yth. Bapak Kepala SMA Muhammadiyah 03 Bangun Rejo;Yth. Bapak Kepala Sekolah SMAN BANGUN REJO;YTH. Kepada bapak kepala sekolah SMA Muhammadiyah 03 Bangun Rejo;YTH. KEPALA SEKOLAH SMAN 01 BANGUN REJO;Yth. Kepsek SMA Muhammadiyah 03 Bangun Rejo;A
10;Berikut ini adalah kalimat penutup pada sebuah pidato yang benar ialah ...;"demikian yang dapat saya sampaikan, atas perhatiannya saya ucapkan terima kasih.";"Saya kira cukup, terima kasih.";"Terima kasih, dan salam sejahtera";"Salam super, terimakasih.";"Terima kasih atas waktu dan kehadirannya, sudah dulu ya.";A
10;"Judul Buku : Gurita Istana. Penulis : Surya Negara Saputra. Penerbit : Bentang. Tahun : 2017. Tempat : Bandung. Berdasarkan data buku di atas, penulisan daftar pustaka yang benar di bawah ini ialah :";Surya Negara. 2017. Gurita Istana. Bentang : Bandung.;Surya Negara Saputra. 2017. Gurita Istana. Bandung : Bentang;"Negara, Surya Saputra. 2017. Bandung. Gurita Istana : Bentang";"Saputra, Surya Negara. 2017. Gurita Istana. Bandung : Bentang";"Negara, Saputra Surya. 2017. Gurita Istana. Bandung : Bentang";D
10;"Di bawah ini adalah ciri-ciri dari pantun, kecuali ...";Terdiri dari bait yang ganjil;Terdiri dari bait genap;Tiap bait terdiri atas sampiran dan isi;Bersajak;Semua salah;A
10;Suatu wujud interaksi sosial yang berfungsi untuk mendapatakan penyelesaian bersama di antara pihak-pihak yang terlibat. Pernyataan tersebut merupakan pengertian dari...;eksplansi;negosiasi;deskriptif;argumentasi;narasi;B
10;Salah satu tujuan dari pembuatan teks negosiasi adalah...;mengurangi atau menghilangkan perbedaan dan pertentangan antar pihak.;menghindari pertikaian antar perorangan.;melawan pihak yang kalah.;menentang pihak yang ingin menang sendiri.;menegakkan keadilan.;A
10;Teks negosiasi juga bisa disebut sebagai teks yang didalamnya berisi proses untuk mencapai suatu perjanjian atau kesepakatan antara...;perorangan;kelompok;kedua belah pihak;dua orang yang sedang bertikai;pembelian dan penjualan;C
10;Kedua belah pihak yang bersangkutan didalm negosiasi memeiliki ... untuk menentukan kesepakatan atau hasil akhir.;kewajiban;wewenang;tanggung jawab;hak yang sama;kekuatan bersama;D
10;Hasil akhir atau penyelesaian negosiasi memerlukan adanya... yang pasti antar kedua belah pihak.;kesepakatan;perjanjian;pertikaian;persetujuan;persetujuan;D
10;Untuk memperoleh jalan keluar berupa kesepakatan antara pihak-pihak yang berkepentingan. Pernyataan tersebut merupakan salah satu... dari teks negosiasi.;tujuan;manfaat;fungsi;ciri-ciri;karakteristik;A
10;"Berikut ini termasuk ciri-ciri dari teks negosiasi jika dilihat berdasarkan isinya, kecuali...";"negosiasi menghasilkan kesepakatan, baik kedua belah pihak saling sepakat atau kedua belah pihak sepakat untuk tidak sepakat.";tiap-tiap pihak yang bernegosiasi memperjuangkan kepentingan masing-masing.;negosiasi merupakan sarana untuk mencapai penyelesaian.;negosiasi dapat menimbulkan perpecahan antara kedua belah pihak.;negosiasi dapat menimbulkan perpecahan antara kedua belah pihak.;D
10;"Negosiasi bertujuan praktis, artinya mencapai kesepakatan yang dapat diterima oleh...";siapa saja;kedua belah pihak;masyarakat;khalayak;lingkungan sekitar;B
10;Salah satu yang harus ada dalam teks negosiasi adalah bagian...;pembuka;alamat;nama lengkap;identitas;lampiran;A
10;Pada bagian pembuka teks negosiasi biasanya berisi pengenalan diri serta salam dan sapa yang bertujuan sebagai...;pembukaan;mengenalkan diri;pengiring topik;pelengkap teks;pemanis tek negosiasi;C
10;Bagian isi dalam teks negosiasi terdiri atas ... serta tawar-menawar dab penyelesaian masalah.;penyampaian materi;kalimat pembuka;kata sapa;paragraf pembuka;pengenalan kedua pihak;A
10;Bagian yang berisi negosiasi hingga tercapai kesepakatan atau perjanjian. Pernyataan tersebut terdapat pada bagian...;pembuka;penyampaian materi;tawar-menawar dan penyelesaian masalah;negosiasi;penutup;C
10;"Bagian terakhir dalam teks negosiasi akan biasanya berisi tentang basa-basi yang memiliki arti, seperti ucapan terima kasih dan sebagainya. Bagian yang dimaksud adalah...";pembuka;isi;penyampaian materi;penutup;penutup;D
10;"Selain memprhatikan struktur, dalam membuat teks negosiasi juga harus memperhatikan kaidah...";penilsan;penyusun kata;keterampilan menulis;kebahasaannya;kemampuan merangkai kata;D
10;"Perhatikan kutipan teks negosiasi berikut! Pengusaha: Langsung saja, saya keberatan atas aksi mogok yang kalian lakukan! Perusahaan bisa merugi kalau karyawan terus-terusan mogok begini! Karyawan: Aksi yang kami lakukan bukan tanpa alasan, pak! Pengusaha: Alasan apa? Karyawan: Kami meminta kanaikan upah, pak! Hari ini harga kebutuhan pokok semakin meningkat, sementara penghasilan kami tetap! Topik yang tepat untuk teks negosiasi tersebut adalah...";teks negosiasi antara perwakilan karyawan dan pengusaha.;kemarahan karyawana terhadap pengusaha.;pengusaha tidak mau bertemu dengan karyawan.;keinginan karyawan untuk berdiskusi dengan pengusaha tentang kenaikan upah.;keinginan karyawan untuk berdiskusi dengan pengusaha tentang kenaikan upah.;D
10;Kalimat berikut yang termasuk bagian isi dari teks negosiasi adalah...;"karyawan: selamat siang, pak! Pengusaha: Sian. Ada yang bisa saya bantu?";"karyawan: saya mewakili karyawan lain ingin menyampaikan aspirasi kami kepada Bapak. Pengusaha: ya, silakan.";"pengusaha: Alasan apa? Karyawan: kami meminta kenaikan upah, karna kebuhan pokok semakin meningkat, sementara penghasilan kami tetap!";"karyawan: Saya meminta komitmennya, Pak! Pengusaha: Iya saya janji, minimal 7 persen, akan diusahakan goal. Nanti perwakilan kalian akan kami libatkan dalam rapat direksi.";"karyawan: Baik pak, terima kasih. Selamat siang. Pengusaha: Selamat siang.";C
10;"Berikut ini kaidah teks negosiasi yang baik, kecuali...";Tidak menyajikan lebih dari tiga argumen dalam satu waktu.;Mulai dengan argumen yang paling kuat dan didukung dengan fakta.;"Bangun argumen secara logis, rapat, mengikat, dan hati-hati.";Menjelaskan pendapat orang lain.;Jabarkan kembali pokok bahasan pihak mitra negosiasi untuk menunjukan bahwa kamu telah mengerti.;D
10;"Berikut ini termasuk sturktur teks negosiasi secara kompleks, kecuali...";orientasi;permintaan;pemenuhan;pemanfaatan;pemanfaatan;D
10;struktur yang pertama kali muncul dan menjadi pembuka dari percakapan sebuah negosiasi. Pernyataan tersebut merupakan bagian dari struktur kompleks teks negosiasi berupa...;orientasi;permintaan;persetujuan;pembelian;penutup;A
10;Bagian teks negosiasi yang berisikan pernyataan mengenai barang atau masalah yang sedang dihadapi adalah...;uraian;permintaan;interaksi;penawaran;kesepakatan;B
10;"Terjadinya interaksi berdasarkan kesepakatan yang telah disetujui bersama. Dalam teks negosiasi, pernyataan tersebut terjadi pada bagian...";pemenuhan;penawaran;persetujuan;pembelian;penutup;D
10;"Dalam teks negosiasi, bagian pemenuhan biasanya memberitahukan tentang barang atau permasalahan agar lawan intraksi menjadi lebih paham. Bagian ini juga menjelaskan serta menjawab pertanya dari...";pembeli;permintaan yang telah diajukan;permintaan;pedagang;lawan bicara;B
10;Kegiatan yang dilakukan untuk mempeebaiki teks yang telah ada. Pernyataan tersebut merupakan pengertian dari...;mengeritik teks;mengevaluasi teks;menelaah teks;menilai teks;mengabtraksi teks;B
10;Teks negosiasi berikut yang termasuk bagian persetujuan adalah...;"Anak: Uang sya tidak cukup, bagaimana kalo Rp.48.000,00 Saja? Penjaga: itu terlalu murah, bagimana kalau Rp.55.000,00 saja?";"Anak: Tapi uang saya hanya Rp50.000,00. Penjaga: Begini saja, saya akan berikan bku ini seharga Rp.50.000,00. Bagimana?";"Anak: Baiklah, Pak! Saya beli bukunya. Penjaga: ini bukunya.";"Anak: Ini uangnya pas ya pak, terima kasih sudah mau membatu saya. Penjaga: iya, sama-sama. Terima kasih juga sudah membeli buku di toko saya.";"Anak: Selamat siang, Pak. Penjaga: selamat siang.";C
10;Bagian orientasi pada teks berikut adalah...;"pembeli: Selamat siang, Pak. Penjual: Selamat siang kembali. Maaf ada yang bisa saya bantu?";"pembeli: Saya ingin beli jaket. Penjual: Wah, ada mas, silakan tinggal pilih saja yang paling cocok.";"pembeli: Kalau yang ini boleh saya tawar, pak? Penjual: Ooh, boleh mas, memangnya mau ditawar berapa?";"pembeli: 450 ribu boleh, pak? Penjual: Wah, maaf mas, harga pasnya 700 ribu, mas. Itu sudah diskon 10%.";"pembeli: 600 ribu gimana,pak? Penjual: maaf, mas, masih belum boleh. Ya sudah penawaran terakhir 650 ribu.";A
10;"Pada dasarnya, menulis menulis kerangka sebuah debat tidak jauh berbeda dengan kerangka dasar jurnal atau pidato. Namun, dalam membuat kerangka debat harus ... dengan baik.";terlihat;terstruktur;terakomodir;terencana;teramati;B
10;"Salah satu bentuk perdebatan yang banyak digunakan. Pada paruh waktu pertama perdebatan, setiap tim memiliki dua segmen untuk menyajikan argumen. Hal tersebut merupakan pengertian debat...";antartim;publik;formal;bebas;Lincoln-Douglas;A
10;"Dalam kegiatan debat, kita diberi kesepakatan untuk menyampaikan pendapat atau snggahan yang ditujukan pada...";narasumber;lawan debat;moderator;pembicara;penengah;B
10;Pentingnya membuat kerangka (bagan) untuk sebuah acara perdebatan merupakan salah satu kewajiaban seseorang ... sebelum melakukan debat.;tim debat;panelis;lawan debat;moderator;narasumber;D
10;"Dalam kegiatan debat, moderator layaknya seorang wasit dalam pertandingan. Untuk itu, moderator yang dipilih harus...";baik;memihak salah satu peserta;tidak mau pedili terhadap jalannya debat;netral atau tidak memihak salah satu peserta debat;netral atau tidak memihak salah satu peserta debat;D
10;"Kegiatan adu argumentasi dalam memutuskan masalah dan perbedaan, yang dilakukan dua pihak atau lebih, baik secara perorangan maupun kelompok. Pernyataan tersebut merupakan pengertian dari...";debat;argumen;diskusi;seminar;simposium;A
10;Kegiatan debat yang dilakukan oleh anggota parlemen termasuk jenis debat...;informal;formal;terstruktur;ada aturannya;terencana;B
10;Mungkin sebagian dari kita berfikir bahwa debat merupakan kegiatan mematahkan pendapat lawan. Sebenarnya debat adalah bagaimana cara kita (debater) membuat orang lain...;membela kita;memberikan yang terbaik;terpengaruh dan setuju dengan argumen yang disampaikan;membuat audiens terpukau karna kita mampu menjatuhkan lawan debat;membuat lawan debat mengamuk.;C
10;Salah satu metode yang dapat digunakan dalam debat adalah metode...;langka;menjatuhkan lawan;mengkritik lawan;logika;logika;D
10;Salah satu manfaat membuat kerangka debat adalah...;memudahkan menjatuhkan lawan debat;menilai kerja lawan;membuat argumen-argumen yang tepat;memudahkan dalam menentukan sebuah topik;memilih cara damai;D
10;"Dapat digunakan jika diperlukan pemahaman dan keterampilan dalam bertanya. Berdasarkan pernyataan tersebut, metode yang digunakan dalam kegiatan debat adalah...";metode debat;metode logika;metode dialektika;metode tanya jawab;metode impromtu;C
10;"Pada dasarnya, menulis kerangka sebuah debat tidak jauh berdeba dengan kerangka dasar jurnal atau pidato. Namun, dalam membuat kerangka debat harus...";rapi dan bijaksana;terstruktur dengan baik;terorganisir dan dipresentasikan;adanya tanya jawab dengan narasumber;dapat mengajukan gagasan atau sanggahan yang sesuai dengan topik;B
10;"Perlu disadari bahwa adanya perbedaan pendapat lumrah dalam suatu debat. Kedua belah pihak harus menyadari tujuan mengikuti debat, yaitu...";mengikuti ajang bergengsi dari setiap sekolah.;mematikan lawan debat dengan sempurna.;menilai jalannya kegiatan debat.;menyampaikan pendapat masing-masing.;menyampaikan pendapat masing-masing.;D
10;Salah satu hal yang tidak dibenarkan dalam kegiatan debat adalah...;menilai baik lawan debat;berdiskusi dengan lawan debat;melakukan perlawanan terhadap dewan juri;tidak menghina lawan debat;memberikankeleluasaan kaepada lawan debat;C
10;Dalam kegiatan debat sangat deiperlukan seorang yang bisa bertindak atau menangani acara dbat tersebut. Orang yang dimaksud adalah...;moderator;dewan juri;peserta;lawab debat;narasumber;A
10;"Di Indonesia, debat kompotitif dalam sistem debat parlementer sudah mulai berkembang, walupun masih didominasi oleh kompetisi debat bahasa inggris. Kejuaraan debat se Indonesia yang pertama adalah...";Indonesia Varsity English Debate (IVED);Java Overland Varsities English Debate (JOVED);ASEAN Law Student Association (ALSA);ALSA Universitas Padjadjaran English Challenge;National Environmental Debate (NED);A
10;Salah satu sistem debat yang umum digunakan di kejuruan-kejuaruan di Indonesia adalah...;Indonesia Dabate;Indonesia Varsity English Dabete;Dabete Competition;Australasian Parliamentery;National Universities English Debating Championship;D
10;Suatau sistem debat atau adu argumen dengan salah satu dari tiga sistem yang diakui dalam skala global (dunia). Pernyataan tersebut merupakan pengertian dari...;perdebatan;debat dua kelompok;debat parlementer;debat formal;debat bebas;C
10;Pihak yang dapat memberikan informasi yang dibutuhkan dalam kegiatan debat. Hal tersebut merupakan pengertian dari...;debat parlementer;moderator;narasumber;peserta debat;audiens debat;C
10;Salah satu cara yang dapat dilakukan untuk membuat lawan debat tidak berkutik saat adu argumen adalah...;katakan dengan kata fakta dan data.;baut suasana debat tegang.;lakukan debat dengan ikhlas.;matikan lawan dengan berbagai cara.;buat lawan bertekuk lutut.;A
10;Contoh hewan yang terdapat di bagian timur garis wallace adalah ...;"gajah, badak bercula satu, dan burung kasuari";"burung cenderawasih, burung kasuari, dan badak bercula satu";"gajah, badak bercula satu, dan burung cenderawasih";"kangguru, burung cenderawasih, dan burung kasuari";"kangguru, burung cenderawasih, dan burung kasuari";D
10;Proses pertumbuhan larva menjadi hewan dewasa disebut ...;ontogenesis;pedogenesis;metamorfosis;metameri;morfogenesis;c
10;Faktor yang menentukan keanekaragaman hayati tingkat genetik adalah ...;evolusi dan adaptasi;genotipe dan lingkungan;seleksi alam dan adaptasi;adaptasi dan genotipe;evolusi;b
10;Hewan yang mempunyai rangka dari zat silikat atau zat kersik adalah ...;Acropora sp.;Spongila sp.;Scypha sp.;Pherenema sp.;Obelia sp.;b
10;"Suatu tumbuhan kecil, berklorofil, berbatang, dan berdaun, hidup di batu dengan rizoid, kemungkinan tumbuhan tersebut adalah ...";Bryophyta;Pteridophyta;Gymnospermae;Monocotyledonae;Dicotyledonae;a
10;"Pada tumbuhan paku tertentu dapat mengasilkan mikrospora, yaitu spora yang ...";berasal dari pertumbuhan zigot;dihasilkan pada pangkal batang;berukuran sangat kecil dan berkelamin jantan;dilengkapi dengan flagel;berukuran besar dan berkelamin betina;c
10;Varanus Komodoensis merupakan hewan khas yang ditemukan di Indonesia. Hewan ini endemik di daerah ...;kepulauan Maluku;kawasan peralihan Indonesia;sekitar garis khatulistiwa;kawasan barat Indonesia;kawasan timur Indonesia;b
10;Tingkat takson hewan yang tertinggi adalah ...;filum;divisi;genus;kelas;ordo;a
10;Contoh flora Malesiana antara lain ...;"meranti, durian, matoa, dan salak";"jati, durian, mangga, dan konifer";"meranti, salak, lumut kerak, dan rumput";"lumut kerak, jati, meranti, dan konifer";"durian, jati, lumut kerak, dan salak";a
10;Keunikan biodiversitas Indonesia selain memiliki jenis hewan dan tumbuhan endemik adalah ...;terletak di garis khatulistiwa;terdiri dari kepulauan;mempunyai hutan tropis;memiliki flora bertipe Malesiana;memiliki flora bertipe Malesiana;D
10;Tumbuhan paku yang memiliki strobilus pada ujung batang atau cabang adalah ...;Pteris sp.;Equisetum sp.;Nephrolepis sp.;Adiantum sp.;Platycerium sp.;b
10;Di antara ciri-ciri berikut yang membedakan tumbuhan dikotil dengan monokotil adalah ...;warna bunga dan bentuk daun;ukuran bunga dan bentuk tulang daun;jumlah keping biji dan bentuk akar;jumlah bagian bunga dan bentuk batang;bentuk daun dan bentuk batang;c
10;Pencernaan makanan pada Porifera dilakukan oleh ...;usus halus;sel koanosit;rongga spongosol;ostium;sel amoebosit;b
10;"Berdasarkan ukuran sporanya, selaginella sp. termasuk jenis paku ...";heterospora;homospora;isospora;zoospora;konidiospora;a
10;Citrus nobilis adalah nama ilmiah untuk jeruk keprok. Kata Citrus menunjukkan takson ...;filum;genus;spesies;famili;ordo;b
10;Buah pace merupakan salah satu sumber bahan ...;sandang;pangan;kosmetik;obat;obat;D
10;Marchantia sp. merupakan tumbuhan lumut yang sering dimanfaatkan untuk ...;mengobati penyakit hepatitis;mambuat kasur;sayuran;mengobati penyakin gula;obat kuat;a
10;Bangunan yang berupa keping berlubang sebagai tempat masuknya air ke dalam sistem ambulakral adalah ...;medreporit;ampula;podia;kanalis radialis;kanalis sirkumoralis;a
10;Persamaan antara cacing dengan Coelenterata adalah ...;triploblastik;sistem pencernaan gastrovaskuler;sistem ekskresi dengan solenosit;umumnya sebagai parasit;mempunyai sistem pusat saraf;b
10;"Babi menjadi hospes dari cacing pita, yaitu dalam bentuk ...";strobila;heksakan;skoleks;sistiserkus;proglotid;b
10;Di antara cacing berikut yang enak dimakan adalah ...;Hirudo sp.;Moniligaster sp.;Lysidice sp.;Lumbricus sp.;Hirudinaria sp.;c
10;"Gajah, elang, dan harimau merupakan hewan khas yang banyak ditemukan di daerah ...";kawasan peralihan Indonesia;"Ujung Kulon, Jawa Barat";kawasan timur Indonesia;kawasan barat Indonesia;hutan di Lampung;d
10;Pada tubuh Coelenterata terdapat rongga besar yang disebut ...;usus;coelenteron;coelom;spongosol;oskulum;a
10;"Ikan mempunyai kulit yang tipis, transparan dan banyak mengandung kelenjar lendir. Kelenjar tersebut ada hubungannya dengan ...";pencegah terhadap kekeringan;sistem ekskresi;sistem pernapasan;fungsi pergerakan;fungsi pergerakan;D
10;"Hewan yang tergolong dalam Gastropoda mudah dikenal, sebab ...";berkaki pipih;berkaki dengan perut;berinsang berlapis;berkaki di kepala;bercangkang sepasang;b
10;Wuchereria brancrofti mengingatkan kepada kita untuk melakukan tindakan ...;peningkatan kesejahteraan pada sandang;peningkatan pada bidang sandang;peningkatan bidang bioteknologi;tidak dalam kelambu yang benar dan sehat;pemakaian alas kaki yang tepat;d
10;Keanekaragaman hayati merupakan keseluruhan penampakan tipis spesies. Hal ini didasarkan oleh ...;faktor genetik;faktor interaksi dengan lingkungan;faktor lingkungan;Faktor genetik dan interaksi dengan lingkungan;Faktor genetik dan interaksi dengan lingkungan;D
10;Hewan yang umumnya mengapung di laut dan jika dipegang menyebabkan rasa gatal. Hewan tersebut kedalam filum ...;Porifera;Coelenterata;Athropoda;Mollusca;Echinodermata;b
10;Jenis mamalia primitif yang berkembang biak dengan telur adalah ...;oktopus;platipus;pesut;dugong;dolpin;b
10;Sains merupakan kebenaran apa adanya karena didasarkan atas data-data dan tanpa pengaruh pendapat atau pandangan pribadi. Pernyataan tersebut merupakan sifat sains yaitu ...;Praktis;Akumulatif;Rasional;Objektif;Objektif;D
10;Cara mendapatkan data kuantitatif ialah dengan ...;Mengukur dan membaui;Mengecap dan mendengar;Menimbang dan mengukur;Meraba dan menghitung;Menimbang dan mengecap;C
10;Cabang ilmu biologi yang berhubungan dengan penyebab penyakit DBD ialah...;Bakteriologi;Virologi;Mikologi;Sitologi;morfologi;B
10;"Seorang siswa sedang mencari informasi tentang penyebab penyakit TBC, hal ini berhubungan dengan kajian biologi ...";Bakteriologi;Virologi;Mikologi;Sitologi;Morfologi;A
10;Kepadatan jumlah penduduk antar pulau di Indonesia tidak seimbang. Hal ini merupakan permasalahan biologi di tingkat ...;Molekul;Sel;Jaringan;Populasi;Komunitas;D
10;Yang termasuk komonen biotik pada ekosistem sawah ialah ...;"Padi, ular dan tikus";"Tanah, air dan cahaya matahari";"Kerbau, ular dan cahaya";"Suhu, air dan tanah";"Padi, tikus, tanah dan air";A
10;"Berikut peranan biologi di bidang kedokteran, kecuali ...";Program bayi tabung;Metode keluarga berencana;Cangkok organ;Pembuatan vaksin;Bedah plastik;B
