Kelas;Soal;A;B;C;D;E;Jawaban
5;Ciri-ciri pantun bersajak ...;a-a-b-b;a-b-b-a;b-a-a-b;a-b-a-b;#;D
5;Persamaan bunyi pada akhir baris pantun disebut ...;bait;rima;baris;ritme;#;B
5;Kegiatan berpantun dengan teman atau orang lain disebut ...;membaca pantun;membuat pantun;berbalas pantun;menulis pantun;#;C
5;Awalan yang tepat untuk kata dalam kurung adalah ...;ber-;bel-;be-;ber-kan;#;A
5;Gulung tikar artinya ...;kurang maju;bangkrut;jatuh bangun;kehabisan tenaga;#;B
5;Maksud konsleting adalah ...;pemadaman listrik;terbakarnya kabel listrik;terjadinya hubungan arus pendek pada arus listrik;ersetrum listrik;#;C
5;Si jago Merah adalah ...;air;api;tanah;gunung;#;B
5;I look the moon at...;rainy;sunny;night;village;#;C
5;My stomach is sick I have...;penicillin;headache;stomachache;a cold;#;C
5;Andi: Let's go to library. Rini: Ok. They want to...;reading books;listening music;playing football;watching the film;#;A
5;You can buy a stationery in the ...;movie;mosque;bookstore bank;bank;#;C
5;Ardi and Lia is crossing the road on ...;zebra;river;Zebra cross;Lift;#;C
5;Choose the correct sentence!;I read a newspaper;I newspaper read;Newspaper I readed;Readed newspaper I;#;A
5;My body is health make me ...;sad;tire;happy;boring;#;C
5;The opposite of tall is ...;small;high;tall;short;#;D
5;I have a new shoes and a pair of...;watch;glass;sock;plate;#;C
5;There is a . . . in my home.;station;garden;airport lake;lake;#;B
5;Unyil and Ucrit are playing . . . in the yard.;kite;chess;playstation;computer;#;B
5;Kalimantan is in the . . . of Papua.;west;east;north;south;#;A
5;Astronauts go to the ...;star;moon;nothing;sun;#;B
5;The capitol city of West Java is ...;Jakarta;Banten;Bandung;Yogyakarta;#;C
5;A doctor works at a ...;library;office;school;hospital;#;D
5;Tangkuban Parahu is a legend from...;West Java;East Java;Center Java;Sumatera;#;A
5;I . . . my mother with his phone.;write;call;read;eat;#;B
5;"Apple, mango, jambo, avocado are ...";vegetables;fruits;animals;insect;#;B
5;I am looking for new book reference in ...;toilet;swimming pool;library;airport;#;C
5;We can see a lot of plane in the...;toilet;swimming pool;airport;station railway;#;C
5;The sign mean "untuk dijual" is...;for sale;discount;toilet;for rent;#;A
5;The sign mean "rumah makan" is ...;dinning room;waiting room;airport;restaurant;#;D
5;The sign mean "ruang tunggu" is ...;dinning room;waiting room;hospital;bedroof;#;B
5;The sun shines in the...;west;east;north;south;#;B
5;Have you ever visited to the Pangandaran?;mount;beach;reservoir;lake;#;B
5;Calculating machine is...;camera;calculator;radio;facsimile;#;B
5;We can hear many voice by using our...;head;nose;neck;ear;#;D
5;Proses menghirup oksigen dan melepaskan karbondioksida disebut...;pencernaan;peredaran oksigen;pernapasan;peredaran karbondioksida;#;C
5;Tumbuhan yang banyak mengandung karbohidrat ditunjukkan oleh ...;"1, 2, dan 3";"2, 3, dan 5";"2, 4, dan 5";"3, 4, dan 5";#;B
5;Bagian alat pernapasan manusia yang berfungsi sebagai tempat pertukaran Oksigen dan Karbondioksida adalah...;trakea;bronkus;alveolus;tenggorokan;#;C
5;Tumbuhan yang menyimpan cadangan makanannya pada buah ditunjukkan oleh nomor ...;"1, 2, dan 3";"2, 3, dan 5";"2, 4, dan 5";"3, 4, dan 5";#;A
5;Zat-zat yang diperlukan dalam proses fotosintesis adalah...;"klorofil, cahaya matahari, oksigen";"klorofil, cahaya matahari, karbon monoksida";"klorofil, cahaya matahari, karbondioksida";"klorofil, cahaya matahari, cahaya lampu";#;C
5;Contoh penyakit pada gangguan pernapasan ditunjukkan oleh nomor...;"1, 2, dan 3";"1, 3, dan 5";"2, 3, dan 5";"3, 4, dan 5";#;A
5;Cara cicak dan kadal melindungi diri dari musuh adalah ...;otonomi;lari secepatnya;autotomi;melawannya;#;C
5;Ciri-ciri tumbuhan yang hidup di air (hidrofit) adalah...;"daun lebar, berduri berlapis, lilin";"batang berongga, stomata sedikit, akar panjang";"berakar panjang, daun kecil seperti duri, berlapis lilin";"berakar banyak, daun lebar, batang berongga";#;B
5;"Contoh tumbuhan yang menyesuaikan diri dengan lingkungan air, ditunjukkan oleh nomor...";"1, 2, dan 3";"2, 3, dan 5";"2, 4, dan 5";"3, 4, dan 5";#;C
5;Yang termasuk hewan langka dan hampir punah adalah ...;"ayam, kucing, dan anjing";"harimau, badak, burung cenderawasih";"burung cenderawasih, elang jawa, badak bercula satu";"badak, burung cenderawasih, ayam potong";#;C
5;Jenis bahan pakaian yang cocok dengan lingkungan dingin adalah ...;wol;nilon;katun;polister;#;A
5;Perubahan zat yang menimbulkan zat baru dan sifatnya tetap disebut perubahan ...;kimia;fisika;biologi;warna;#;A
5;Jenis-jenis penyakit yang berhubungan dengan alat pencernaan manusia adalah ...;"mag, tifus, asma";"sariawan, asma, bronkitis";"sariawan, gusi berdarah, diare";"gusi berdarah, radang tenggorokan, TBC";#;C
5;"Kain yang bahan pembuatannya dari serat alami adalah seperti di bawah ini, kecuali...";wol;katun;sutra;polister;#;D
5;Benang nilon terbuat dari bahan...;Hewan;Tumbuhan;Serat kayu;Sintetis;#;D
5;Pohon jati termasuk tumbuhan tropofit (dapat menyesuaikan diri dengan lingkungan kering dan basah). Penyesuaikan diri pohon jati dimusim kering dengan cara ...;meranggas;melebarkan daunnya;mengecilkan daunnya;menggulungkan daunnya;#;A
5;Bagian alat pencernaan yang berfungsi menyerap sari-sari makanan adalah ...;lambung;kerongkongan;usus besar;usus halus;#;D
5;Perubahan benda yang bersifat sementara yaitu...;buah membusuk;pembuatan tempe;es balok mencair;besi berkarat;#;C
5;Alat pencernaan makanan yang menghasilkan enzim untuk membantu dalam proses pencernaan makanan secara kimiawi disebut ...;kelenjar pencernaan;saluran pencernaan;lambung;usus halus;#;A
5;Gerakan meremas-remas yang dilakukan oleh dinding kerongkongan disebut gerak ...;parabolik;lurus;memutar;peristaltik;#;D
5;Berikut ini yang tidak termasuk pola hidup sehat adalah ...;merokok;makan makanan bergizi;olahraga teratur;menjaga kebersihan;#;A
5;Karbohidrat diperlukan oleh tubuh sebagai ...;zat tenaga;cadangan makanan;zat pembangun;zat pengatur;#;A
5;Penyakit gondok disebabkan karena di dalam tubuh kekurangan zat ...;mineral;yodium;fosfor;besi;#;B
5;Pembuluh nadi merupakan pembuluh darah yang menyalurkan darah dari ...;jantung;paru-paru;seluruh tubuh;otak;#;A
5;Karbondioksida yang dibutuhkan dalam proses fotosintesis diserap oleh tumbuhan melalui ...;akar;mulut daun;batang;bunga;#;A
5;"Pada proses pembuatan makanan tumbuhan memerlukan bahan-bahan berikut, kecuali ...";cahaya matahari;karbohidrat;karbondioksida;air;#;B
5;Oksigen yang merupakan hasil fotosintesis digunakan oleh manusia dan hewan pada proses ...;pencernaan;pengeluaran;pernapasan;peredaran darah;#;C
5;"Di bawah ini merupakan tumbuhan yang menyimpan timbunan makanannya berupa umbi, kecuali ...";singkong;kentang;ubi jalar;pisang;#;D
5;Di bawah ini merupakan tumbuhan yang menyimpan timbunan makanannya berupa buah adalah ...;mangga;kentang;singkong;tebu;#;A
5;Tumbuhan tebu dan sagu menyimpan timbunan makanannya pada bagian ...;akar;batang;daun;buah;#;B
5;Hewan yang menyesuaikan diri dengan lingkungan gurun adalah ...;pinguin;paus;unta;beruang;#;C
5;Hewan yang memiliki pelindung tubuh berupa cangkang yang keras adalah ...;ular;kura-kura;burung;cumi-cumi;#;B
5;"Warna tubuh bunglon berubah sesuai lingkungan, bertujuan untuk ...";memikat pasangannya;perhiasan;menakuti musuh;penyamaran;#;D
5;Pohon jati akan menggugurkan daunnya pada musim kemarau untuk mengurangi ...;pertumbuhan;jumlah air;penguapan;jumlah daun;#;C
5;Duri yang terdapat pada tanaman kaktus berfungsi untuk ...;melindungi diri dari hewan pemangsa;mengurangi penguapan air;pelengkap bagian batang;tempat tumbuhnya daun;#;A
5;Pada kegiatan pramuka banyak digunakan bahan berupa ...;kayu;tali;plastik;kaca;#;B
5;"Karpet, korden, sajadah, baju, dan celana merupakan benda-benda yang disusun oleh kumpulan-kumpulan tali, yaitu ...";benang;wol;kain;kaca;#;A
5;Sifat benda yang berhubungan dengan kekuatan adalah ...;kasar;halus;kilap;kaku;#;D
5;Kayu banyak digunakan untuk peralatan dapur. Hal ini disebabkan karena kayu memiliki sifat ...;kuat;lentur;tidak menghantarkan panas;mudah patah;#;C
5;Pada pembuatan alat musik angklung digunakan bahan berupa ...;kayu;bambu;plastik;kaca;#;B
5;"Bahan yang memiliki sifat tembus pandang, mudah dibentuk, mudah pecah, dan warnanya bening adalah ...";kayu;kaca;batu;benang;#;B
5;Salah satu daerah di Indonesia yang memiliki kerajinan berupa anyaman dari bambu adalah ...;Tasikmalaya;Garut;Bandung;Jakarta;#;A
5;"Bahan yang memiliki sifat lentur, kenyal, tidak menghantarkan listrik dan panas, kuat, dan mudah dibentuk adalah ...";karet;kaca;kayu;benang;#;A
5;"Di bawah ini yang merupakan faktor-faktor yang dapat membuat benda mengalami perubahan, kecuali ...";pembusukan;pemanasan;pendinginan;pencairan;#;D
5;Perubahan wujud benda dari zat cair menjadi zat padat disebabkan karena proses ...;pembakaran;pendinginan;pemanasan;perkaratan;#;B
5;Buah yang menjadi layu dan busuk merupakan contoh perubahan benda yang disebabkan oleh ...;pembakaran;pembusukan;perkaratan;pendinginan;#;B
5;Proses perkaratan pada besi menyebabkan benda mengalami perubahan ...;warna;bau;bentuk;kelenturan;#;A
5;"Benda-benda berikut ini dapat mengalami proses perkaratan apabila terkena air atau uap air dalam waktu yang lama, kecuali ...";rantai sepeda;tiang listrik;besi;kayu;#;D
5;Berikut bukan alat pernapasan manusia adalah ...;trakea;bronkus;kerongkongan;alveoli;#;C
5;Alat pernapasan pada ikan adalah ...;hidung;paru-paru;kulit;insang;#;D
5;Hewan berikut bernapas dengan kulit yang selalu lembap dan basah.;ikan;cacing;burung;serangga;#;B
5;Proses yang terjadi pada usus besar ialah...;penyerapan sari makanan;makanan diolah kembali;penyerapan air;makanan dicampur asam klorida;#;C
5;Makanan berikut yang tidak termasuk karbohidrat ialah ...;nasi;kentang;telur;jagung;#;C
5;Kekurangan protein akan menyebabkan penyakit ...;busung lapar;cacingan;gondok;kwashiorkor;#;D
5;Berikut ini yang tidak termasuk jenis-jenis sel darah ialah ...;sel darah merah;sel darah putih;sel darah biru;keping darah;#;C
5;Seseorang yang bergolongan darah A bisa menerima darah dari orang lain yang bergolongan darah...;A saja;B saja;A dan O;AB;#;C
5;Alat peredaran darah yang berfungsi sebagai tempat pertukaran oksigen dan karbondioksida adalah...;pembuluh nadi;pembuluh balik;jantung;pembuluh halus;#;D
5;Orang yang menderita hemofilia jika terkena luka maka ...;lukanya lama sembuh;darahnya sulit membeku;darahnya cepat kering;lukanya cepat sembuh;#;B
5;Zat hijau daun disebut...;kloroplas;klorofil;plastida;epidermis;#;B
5;"Pada proses fotosintesis, tumbuhan menghasilkan...";zat makanan;karbon dioksida;air dan mineral;garam mineral;#;A
5;Bahan yang diambil dari udara bebas pada proses fotosintesis ialah ...;oksigen;karbon dioksida;helium;nitrogen;#;B
5;Tumbuhan yang menyimpan cadangan makanan dalam bentuk buah ialah...;tebu;bawang;wortel;mangga;#;D
5;Zat makanan hasil fotosintesis diedarkan tumbuhan ke...;seluruh bagian tumbuhan;bagian tumbuhan yang rusak;daun dan akar;bunga dan buah;#;A
5;Cadangan makanan yang disimpan pada batang ialah...;singkong;kedelai;wortel;tebu;#;D
5;Tumbuhan berikut yang menyimpan cadangan makanannya pada akar ialah...;"kentang, bengkoang, lobak";"wortel, kentang, bawang";"wortel, bengkoang, lobak";"kentang, bawang, wortel";#;C
5;Sagu dan tebu menyimpan cadangan makanan di...;batang;akar;daun;buah;#;A
5;Jika tumbuhan kekurangan cahaya matahari akan terlihat ...;cepat tumbuh;mudah berbuah;daunnya berwarna hijau tua;warna daunnya pucat;#;D
5;Karbon dioksida masuk kedalam tumbuhan melalui ...;klorofil;kloroplas;stoma;daun;#;C
5;Gaya yang terdapat pada ban mobil yang di rem yaitu gaya...;pegas;gesek;magnet;listrik;#;B
5;Gaya tarik terbesar terletak pada ...;tenga-tengah bagian magnet;kutub-kutub magnet;seluruh bagian magnet;salah satu kutub magnet;#;B
5;Gaya listrik magnet dapat menembus...;papan;tembok;besi;kertas;#;D
5;"Berikut ini merupakan benda magnetik, kecuali...";kuningan;besi;baja;nikel;#;A
5;Benda yang ditolak oleh magnet adalah...;besi dan plastik;baja dan besi;kayu dan plastik;kayu dan nikel;#;C
5;Benda-benda seperti buah-buahan jatuh ke bumi karena adanya...;gaya listrik;gaya mesin;gaya gravitasi;gaya pegas;#;C
5;Bola yang ditendang kemudian berhenti karena adanya...;gaya listrik;gaya mesin;gaya pegas;gaya gesek;#;D
5;Semakin halus permukaan suatu benda maka gaya gesek yang ditimbulkan akan...;semakin kecil;semakin besar;tidak berubah;tetap;#;A
5;Benda yang terdapat pada dynamo adalah...;tembaga;lempeng timbal;salmiak batu kawi;magnet U dan kumparan;#;D
5;Gaya gravitasi disekitar kita adalah...;gaya tarik bulan;gaya tarik bumi;gaya tarik matahari;gaya tarik planet;#;B
5;Benda yang dapat menghasilkan cahaya sendiri disebut...;benda gelap;benda bening;sumber cahaya;berkas cahaya;#;C
5;Di bawah ini yang termasuk benda bening adalah...;tembok;kaca;papan tulis;kayu;#;B
5;Tembok tidak dapat ditembus oleh cahaya karena tembok termasuk benda...;gelap;bening;gas;padat;#;A
5;Yang merupakan sumber cahaya berikut ini adalah...;matahari;bumi;bulan;planet;#;A
5;Sepotong kayu yang dimasukkan ke dalam air akan tampak patah karena cahaya matahari mengalami...;pemantulan;pembiasan;penembusan;perambatan;#;B
5;Bila cahaya merambat dari zat yang kurang rapat ke zat yang lebih rapat dibiaskan...;mendekati garis normal;menjauhi garis normal;bersatu dengan garis normal;tegak lurus dengan garis normal;#;A
5;Pemantulan difusi terjadi apabila cahaya mengenai permukaan yang ...;licin;halus;datar;kasar;#;D
5;"Bayangan yang dibentuk oleh cermin datar bersifat, kecuali...";bayangan semu;bayangan terbalik;besar bayangan sama dengan aslinya;jarak bayangan benda ke cermin sama;#;B
5;Kaca spion kendaraan bermotor terbuat dari...;cermin datar;cermin cekung;cermin cembung;lensa cekung;#;C
5;Peristiwa yang merupakan akibat pembiasan cahaya adalah...;terbentuknya bayangan oleh cermin;terbentuknya pelangi;cahaya matahari sampai di bumi;dasar kolam renang yang tampak datar;#;B
5;Kerajaan Hindu tertua di Indonesia adalah kerajaan ...;Majapahit;Mataram lama;Kutai;Singasari;#;C
5;Berikut ini candi peninggalan Agama Hindu adalah candi ...;Prambanan;Pawon;Muaran Takus;Tikus;#;A
5;Candi Borobudur salah satu peninggalan sejarah Agama ...;Hindu;Budha;Animisme;Kong hu cu;#;B
5;"Di Sriwijaya terdapat perguruan tinggi agama Budha, maha guru yang terkenal adalah ...";I Tsing;Dapunta Hyang;Sakyakirti;Putra Dewa;#;C
5;Mapandes adalah upacara potong ...;gigi;kuku;Rambut;Tumpang;#;A
5;Bhineka Tunggal Ika diambil dari kitab ...;Arjuna Wiwaha;Sotasoma;Negara Kertagama;Barata Yuda;#;B
5;Kitab Bustan Al Salatin yang berisi riwayat sultan-sultan Aceh dikarang oleh;Nuruddi ar roini;Nurul ar roini;Sunan Giri;Nuruddin;#;A
5;Kerajaan Islam pertama di Indonesia adalah ...;Goa tallo;Samudra Pasai;Demak;Banten;#;B
5;Raden Mas Syahid adalah nama asli dari ...;Sunan Ampel;Sunan Giri;Sunan Klijaga;Sunan Bonang;#;B
5;Masjid Baiturrahman Aceh dibangun oleh ...;Sultan Riyat Syah;Sultan Ahmad;Sultan Malik Al Saleh;Sultan Iskandar Muda;#;D
5;Tiang Masjid yang terbuat dari tatal atau potongan kayu terdapat pada masjid ...;Demak;Banten;Baiturrahman;Menara Kudus;#;A
5;Julukan "Ayam Jantan dari Timur" diberikan Belanda kepada ...;Sultan Iskandar Muda;Sultan Hasanuddin;Sultan Trenggono;Sultan Ternate;#;B
5;Pendiri Pondok Pesantren pertama di Indonesia ...;Sunan Ampel;Sunan Giri;Sunan Gersik;Sunan Bonang;#;B
5;Tugu Katulistiwa terdapat di kota ...;Jakarta;Surabaya;Balik Papan;Pontianak;#;D
5;Bukit Barisan terdapat di Pulau ...;Sumatra;Kalimantan;Jawa;Papua;#;A
5;Sungai terpanjang di Indonesia adalah ...;Batanghari;Kapuas;Bengawan Solo;Barito;#;B
5;Garis Bujur 0 derajat melalui kota ...;Paris;London;Greenwich;Pontianak;#;C
5;Selisih waktu Indonesia Timur dengan waktu Greenwich adalah ...;6 Jam lebih awal;7 Jam lebih awal;8 Jam lebih awal;9 Jam lebih awal;#;D
5;Jika di Sabang pukul 13.00 maka waktu di Merauke pukul ...;15;16;14;17;#;B
5;Jika di Jakarta pukul 07.00 maka di Surabaya pukul ...;"6,3";"7,3";"8,3";"9,3";#;B
5;Rumah adat Papua bernama ...;Joglo;Betang;Kariwari;Gudang;#;C
5;Suku Asmat terdapat di pulau ...;Madura;Jawa;Sumatra;Papua;#;D
5;Tari Reog berasal dari kota ...;Ponorogo;Bojonegoro;Purworejo;Malioboro;#;A
5;Lagu gundul-gundul pacul berasal dari ...;Jawa Timur;Jawa Tengah;Jawa Barat;Yogyakarta;#;B
5;Pertunjukan ondel-ondel berasal dari ...;Surabaya;Semarang;Jakarta;Yogyakarta;#;C
5;Yang termasuk kerajaan Hindu adalah ...;Sriwijaya;Samudra Pasai;Kutai;Demak;#;C
5;Kerajaan Islam pertama di Indonesia ...;Samudra Pasai;Aceh;Demak;Gowa Tallo;#;A
5;Raja dari Kerajaan Tarumanegara yang terkenal adalah ...;Mulawarman;Purnawarman;Sanjaya;Kertajaya;#;B
5;Raja dari Kerajaan Kediri yang terbesar adalah ...;Bameswara;Jayabaya;Areswara;Kertajaya;#;B
5;Kerajaan Budha yang terbesar di Sumatera Selatan adalah ...;Mulawarman;Purnawarman;Sanjaya;Kertajaya;#;A
5;Candi Prambanan adalah peninggalan kerajaan ...;Kutai;Kalingga;Kediri;Mataram Hindu;#;D
5;Prasasti peninggalan Kerajaan Mataram Hindu menggunakan bahasa ...;Jawa;Indonesia;daerah;sansekerta;#;D
5;Candi Prambanan terkenal juga dengan sebutan candi ...;Roro Jongrang;Borobudur;Mendut;Kidal;#;A
5;Kerajaan Gowa-Tallo terletak di ...;Ternate;Tidore;Makasar;Maluku;#;C
5;Nama wali yang bermukim di Jawa Barat ialah ...;Sunan Ampel;Sunan Giri;Sunan Kalijaga;Sunan Gunung Jati;#;D
5;"Wilayah Indonesia terletak diantara dua benua, yaitu ...";Asia dan Eropa;Asia dan Australia;Asia dan Afrika;Asia dan Amerika;#;B
5;Simbol gunung dalam peta adalah ...;lingkaran;kotak;elips;segitiga;#;D
5;Tempat untuk menaikkan dan menurunkan penumpang kapal laut adalah ...;terminal;stasiun;bandara;pelabuhan;#;D
5;Ditengah danau toba terdapat pulau ...;seribu;Samosir;Roti;Nias;#;B
5;Dibawah ini yang bukan merupakan fungsi dari simbol garis adalah ...;jalan kereta api;batas provinsi;sungai;pelabuhan;#;D
5;Tujuan Belanda datang ke Indonesia adalah untuk ...;menjajah bangsa Indonesia;berdagang rempah-rempah;membuktikan bahwa dunia itu bulat;mempersatukan Belanda dengan Indonesia;#;B
5;Bangsa Belanda berhasil mendarat di Banten dibawah pimpinan ...;Cornelis de Houtmen;Vasco de Gama;Van den Boch;J.P Coen;#;A
5;Persekutuan dagang Hindia Belanda disebut...;EIC;VOC;Hongi;Monopoli;#;B
5;VOC menjalankan politik Devide at impera artinya ...;mengakrabkan;mengadu domba;mempersatukan;kerjasama;#;C
5;Pattimura melakukan perlawanan di ...;Maluku;Ternate;Papua;Tidore;#;A
5;Kerja paksa pada zaman pendudukan Belanda disebut ...;rodi;tanam paksa;romusha;kerja paksa;#;A
5;Perjuangan kita akan lebih bernilai jika dilandasi dengan ...;keikhlasan;semboyan;harta;pamrin;#;A
5;Taktik yang digunakan Belanda dalam menghadapi perlawanan Pangeran Diponegoro ...;gerilya;benteng stelsel;serangan terbuka;benteng pendem;#;C
5;R.A Kartini bercita-cita untuk memajukan wanita Indonesia melalui ...;kegiatan sosial;pendidikan;emansipasi wanita;kader politik;#;C
5;Surat-surat Kartini berhasil menjadi sebuah buku dengan judul ...;habis gelap terbitlah terang;emansipasi wanita;R.A Kartini dengan perjuangannya;sekolah wanita;#;A
5;Perguruan tinggi Taman Siswa didirikan oleh ...;Dewi Sartika;Ki Hajar Dewantara;Satiman Wiryosanjoyo;Douwes Dekker;#;B
5;Lagu Indonesia Raya untuk pertama kali dikumandangkan pada saat ...;Kongres Pemuda I tahun 1926;Kongres Pemuda II tahun 1928;kelahiran Budi Utomo tahun 1908;proklamasi kemerdekaan tahun 1945;#;B
5;Menteri pendidikan dan pengajaran yang pertama adalah ...;Douwes Dekker;Ki Mangun Kusumo;Sutan Syahrir;Ki hajar Dewantara;#;D
5;Nama lain Ki hajar Dewantoro adalah ...;R.M Suwardi Surya Ningrat;R.M Suwardi Suryo Dimejo;R.M Sahid;R.M Juwardi Surya Subrata;#;A
5;Tanggal 21 April diperingati sebagai ...;hari ibu;hari pendidikan;hari kebangkitan;hari kartini;#;D
5;Tanggal 10 November diperingati sebagai ...;hari ibu;hari pahlawan;hari pendidikan;hari Kartini;#;B
5;Salah satu usaha untuk mempersiapkan kemerdekaan Indonesia dibentuk ...;putera;panitia khusus;peta;BPUPKI;#;D
5;BPUPKI mengadakan sidangnya dua kali. Sidang pertama BPUPKI berlangsung tanggal ...;29 Juni-1 Juli 1945;10-17 Juli 1945;29 Mei-1 Juni 1945;30 Mei-1 Juni 1945;#;C
5;Sebagai ketua BPUPKI adalah ...;dr. Rajiman Wediodiningrat;Ir. Soekarno;Drs. Moh. Hatta;Moh. Yamin;#;A
5;Sidang BPUPKI pertama membahas tentang ...;rumusan piagam Jakarta;toleransi;rancangan lambang negara;rancangan UUD;#;A
5;Kerajaan Hindu tertua di Indonesia adalah ...;Kutai;Kediri;Singasari;Majapahit;#;A
5;Peninggalan sejarah Kerajaan Kutai berupa ...;Masjid;Prasasti yupa;Kitab Bhatarayudha;Patung Kertanegara;#;B
5;Kerajaan Singasari didirikan oleh ...;Mulawarman;Hayam Wuruk;Ken Arok;Anusapati;#;C
5;Makna dari sumpah palapa adalah ...;Rakyatnya diberi kebebasan memeluk agama yang diyakininya seperti agama Hindu dan Buddha;Raden Wijaya memerintahkan Gajah Mada untuk mempersatukan Nusantara dibawah kekuasaan Majapahit;Gajah Mada bersumpah akan merasakan kenikmatan duniawi sebelum Nusantara dapat dipersatukan;Gajah Mada bersumpah tidak akan merasakan Palapa (kenikmatan duniawi) sebelum Nusantara dapat dipersatukan di bawah kekuasaan Majapahit;#;D
5;Kerajaan Majapahit runtuh akibat ...;adanya serangan dari negara barat;terserang oleh berbagai macam penyakit;pertentangan dalam lingkungan kerajaan;tidak adanya hasil rempah-rempah di daerah Nusantara;#;C
5;Kerajaan Majapahit didirikan oleh ...;Purnawarman;Mulawarman;Raden Wijaya;Ken Arok;#;C
5;Tunggul Ametung dibunuh oleh ...;Ken Arok;Gajah Mada;Kendedes;Raden Wijaya;#;A
5;Raden Patah merupakan sultan pertama Kerajaan ...;Banten;Aceh;Samudra Pasai;Demak;#;D
5;Sultan Hassanudin diberi julukan "ayam jantan dari timur" karena ...;membeli ayam untuk dibawa ke laut timur;karena kegigihannya dalam mengusir penjajah;rajin dalam mengumpulkan rempah-remah;karena telah menyebrangi laut timur;#;B
