Kelas;Soal;A;B;C;D;E;Jawaban
1;Gerakan meniru katak disebut ......;berlari;melompat;melayang;merayap;#;B
1;Sikap siap yang benar badan harus ....;miring;bungkuk;tegak;bersandar;#;C
1;Pada saat sikap istirahat, kedua kaki yang benar harus....;tutup;buka;lipat;silang;#;B
1;Agar sempurna makanan empat sehat ditambah....;buah;susu;lauk pauk;sayuran;#;B
1;Pada saat Push up posisi badan adalah .....;telungkup;telentang;berdiri;jongkok;#;A
1;Kita makan .....kali sehari;dua;tiga;empat;lima;#;B
1;Senam irama adalah senam yang diiringi .....;drum band;musik;lagu anak-anak;tepuk tangan;#;B
1;Waktu yang tepat untuk menggosok gigi adalah ......;sehabis makan dan sebelum tidur;mau makan dan saat tidur;saat makan dan sebelum tidur;setiap mandi;#;A
1;Untuk membersihkan rambut kita adalah ....;sampo;sabun;pasta;minyak;#;A
1;Jumlah jari tangan ada ...;5;10;20;15;#;B
1;6 adalah lambang bilangan ...;lima;enam;tujuh;delapan;#;B
1;12 adalah lambang bilangan ...;sepuluh;dua satu;dua belas;dua puluh;#;C
1;roni punya 5 buku dina punya 10 buku buku roni ... dari buku dina;lebih banyak;lebih bagus;lebih sedikit;sama banyak;#;C
1;ali punya 15 permen budi punya 21 permen permen budi ... dari permen ali;lebih banyak;lebih sedikit;lebih enak;sama enak;#;A
1;lambang bilangan dari 15 adalah ...;lima puluh;satu lima;lima belas;lima satu;#;C
1;ahmad punya sepuluh apel beni punya tiga belas apel soni punya sembilan apel yang punya apel paling sedikit adalah ...;soni;ahmad;beni;doni;#;A
1;setelah angka 22 adalah angka ...;12;23;21;24;#;B
1;* 20 * 21 * 22 * 23 * ... * 25 * 26 * 27 * titik-titik di atas berisi bilangan ...;21;32;24;23;#;C
1;urutan angka di bawah ini yang benar adalah ...;11 -- 12 -- 14 -- 13 -- 15;15 -- 14 -- 13 -- 12 -- 11;11 -- 12 -- 13 -- 14 -- 15;10 -- 11 -- 12 -- 13 -- 14;#;C
1;sembilan belas jika ditulis angka adalah ...;9;29;19;90;#;C
1;4 + 5 =;7;8;9;10;#;C
1;7 + 8 =;14;15;16;17;#;B
1;8 + 5 + 7 =;20;21;19;22;#;A
1;10 - 5 =;5;6;4;3;#;A
1;17 - 9 =;10;11;12;8;#;B
1;25 - 10 - 6 =;7;8;9;10;#;C
1;andi punya 5 pensil andi membeli lagi 4 pensil pensil andi sekarang jumlahnya ...;10;5;9;8;#;C
1;ibu membeli 10 telur ibu membeli lagi 8 telur jumlah telurnya sekarang adalah ...;17;18;19;20;#;B
1;budi punya 10 ekor ayam kemudian ada 2 ayam budi yang mati ayam budi jumlahnya sekarang ...;8;9;12;7;#;A
1;rani punya 15 permen lalu rani memberikan 5 permenya kepada sinta jumlah permen rani sekarang ada ...;10;20;11;5;#;A
1;di dalam aquarium ada 12 ikan ikannya diambil 4 ekor jumlah ikan di aqurium sekarang ada ...;6;8;16;10;#;B
1;Lambang bilangan delapan belas adalah ...;17;18;19;20;#;B
1;16, 18, 17 urutan bilangan dari yang terbesar adalah ...;18, 17, 16;16, 17, 18;18, 16, 17;17, 16, 18;#;A
1;Lambang bilangan 10 dibaca ...;Delapan;Sembilan;Sepuluh;Sebelas;#;C
1;Bilangan sebelum delapan belas adalah ...;16;17;18;19;#;B
1;Bilangan sesudah dua belas adalah ...;11;12;13;14;#;C
1;Bilangan antara lima belas dan tujuh belas adalah ...;Empat belas;Enam belas;Delapan belas;Sembilan belas;#;B
1;Urutan bilangan dari yang terkecil adalah ...;11, 10, 9, 8;4, 3, 2, 1;16, 17, 18;20, 19, 18;#;C
1;6 + 13 = ...;19;18;17;16;#;A
1;4 + ... = 6;1;2;3;4;#;B
1;Pak Doni memiliki ayam 5 ekor. 3 ekor ayam tersebut mati, ayam pak Doni yang hidup adalah;3;2;1;0;#;B
1;Nama lambang bilangan 25 adalah ...;Dua lima;Dua puluh lima;Dua dan lima;Lima dua;#;B
1;Nama lambang bilangan 37 adalah ...;Tiga puluh tujuh;Tiga dan tujuh;Tiga tujuh;Tujuh tiga;#;A
1;Lambang bilangan dari enam puluh sembilan adalah ...;609;69;6 dan 9;96;#;B
1;18 - 15 - 17 - 14 - 16 Bilangan yang terkecil adalah ...;15;16;14;17;#;C
1;25 - 23 - 32 - 36 - 26 Urutan dari yang paling kecil adalah ...;32 - 23 - 25 - 26 - 36;23 - 25 - 26 - 32 - 36;23 - 32 - 25 - 36 - 26;36 - 32 - 26 - 25 - 23;#;B
1;34 = ...;3 satuan dan 4 puluhan;3 puluhan dan 4 puluhan;3 puluhan dan 4 satuan;4 puluhan dan 3 satuan;#;C
1;Angka yang menempati puluhan pada lambang bilangan 156 adalah ...;1;5;6;0;#;B
1;6 puluhan + 8 satuan =;14;68;86;58;#;B
1;25 + 37 =;62;42;52;72;#;A
1;32 + 19 =;52;57;51;61;#;C
1;45 - 23 =;21;68;22;23;#;C
1;30 + 21 - 5 =;46;56;36;26;#;A
1;45 - 11 - 23 =;13;12;11;10;#;C
1;Andi mempunyai 10 permen. Andi membeli lagi 12. Permen Andi sekarang adalah ...;24;2;12;22;#;A
1;Ibu mempunyai 25 ekor ayam. Ayam milik ibu mati 15. Ayam milik ibu sekarang adalah ...;3;10;25;15;#;B
1;Berat andi 20 kg dan berat budi 23 kg. Siapakah yang badannya lebih berat ?;Andi;Budi;Sama;Tidak tahu;#;B
1;Di kandang ada ayam, kambing dan sapi. Binatang yang paling ringan adalah ...;Ayam;Kambing;Sapi;Kuda;#;A
1;Di meja belajar ada buku, pensil dan bolpoin. Benda yang paling berat adalah ...;Bolpoin;Pensil;Buku;Penggaris;#;C
1;Roda sepeda berbentuk ...;Segiempat;Segitiga;Lingkaran;Persegi;#;C
1;Benda yang berbentuk persegi panjang adalah ...;Uang logam;Uang kertas;Bola;Kelereng;#;B
1;Jumlah sisi pada segi empat ada ...;3;4;5;6;#;B
1;Bangun yang sisinya ada 3 adalah ...;Persegi;Lingkaran;Segitiga;Layang-layang;#;C
1;Buah semangka ... dari buah jeruk;Lebih berat;Lebih ringan;Sama;Lebih kecil;#;A
1;hujan turun .... Sekali;deras;cepat;kencang;lebat;#;A
1;Jumlah kaki sapi adalah ...;empat;lima;enam;tiga;#;A
1;Selamat pagi bu ..  kata Mina, jawaban ibu guru adalah ...;Selamat siang Mina;Kabarku baik;Selamat pagi Mina;Apa kabar Mina;#;C
1;Eva juara pertama di kelas, karena Eva .... belajar;lupa;malas;rajin;ceria;#;C
1;Gajah badannya besar, semut badannya ...;kecil;tinggi;pendek;gemuk;#;A
1;Bangun pagi, tempat tidur harus \...;dibersihkan;dibiarkan;dikotori;diratakan;#;A
1;Rina \... bunga dengan air.;menyiram;membersihkan;menanam;memetik;#;A
1;disebut - benda - lemari - ini Susunan kalimat yang benar adalah \...;lemari ini benda disebut;benda ini lemari disebut;benda ini disebut lemari;disebut benda ini lemari;#;C
1;pernah - ke - pantai - aku Susunan kalimat yang benar adalah \...;pantai aku pernah ke;pernah pantai ke aku;pernah aku ke pantai;aku pernah ke pantai;#;C
1;Ikan hidup di \...;air;darat;udara;tanah;#;A
1;Kerbau memakan \...;daging;rumput;nasi;sayur;#;B
1;Ibu \... di dapur.;mencuci;memasak;membersihkan;menyapu;#;B
1;Kakak mencuci kain di \...;dapur;ruang tamu;kamar mandi;teras;#;C
1;Paman \... di sawah.;menyangkul;belanja;berpesta;bermain;#;A
1;Adik minum \... setiap hari.;kue;nasi;teh;susu;#;C
1;Pensil warna dipakai \...;menulis;menggambar;mencat;menghapus;#;B
1;Adik \... obat.;melihat;minum;membuang;menyimpan;#;B
1;Robi \... kelereng.;belajar;membeli;bermain;mengumpulkan;#;C
1;Aku \... adikku telah sembuh.;sedih;benci;senang;marah;#;C
1;Anak sekolah upacara setiap hari \...;Senin;Selasa;Rabu;Kamis;#;A
1;Huruf K di depan nama tumbuhan\...\...;Kura-kura;Kambing;Kelapa;Kangkung;#;C
1;Ayah sedang\...\...\...\...berita di koran.;menulis;membaca;merobek;melihat;#;B
1;Jika berjumpa dengan Guru sebaiknya mengucapkan\...\...;hello;hai;salam;permisi;#;C
1;Huruf kapital dari kata gajah adalah\...\...;G;A;J;H;#;A
1;Aku adalah tempat menyimpan alat-alat sekolah, aku adalah\...\...;meja;ember;tas;lemari;#;C
1;Orang tua laki-laki disebut\...\...;bapak;ibu;nenek;kakek;#;A
1;Huruf besar K pada binatang adalah\...\...;Kakek;Katak;Kelapa;Kambing;#;B
1;Fiona : Apa kabar Yasmin Yasmin : \...\...;Kabar baik Fiona;Tidak tahu;Iya kenapa ?;Baik-baik saja;#;A
1;Bagian tubuh untuk berjalan adalah\...\...;tangan;kaki;kepala;mulut;#;B
1;Huruf R adalah huruf kapital dari\...\...;f;g;r;s;#;C
1;Suku kata untuk bu-nga adalah\...\...;bun-ga;bu-ng-a;bu-nga;bung-a;#;C
1;Setiap pagi Fiona hendak berangkat sekolah. Fiona bertemu Yasmin di jalan. Bagaimana Fiona menyapa Yasmin\...\...;selamat siang Yasmin;selamat sore Yasmin;selamat pagi Yasmin;selamat malam Yasmin;#;C
1;Ayah ku mempunyai Kambing Warnanya coklat dan hitam Kambing makan rumput Ayah ku memiliki\...\...;kerbau;kambing;kuda;sapi;#;B
1;Kambing ayah berwarna\...\...;coklat dan putih;coklat dan hitam;putih dan hitam;hitam dan abu-abu;#;B
1;Makanan Kambing adalah\...\...;nasi;rumput;buah;sayur;#;B
1;Setiap hari Minggu Fiona bangun pagi. Fiona\...\...\...\...agar sehat.;belajar;olahraga;bermain;tidur;#;B
1;Orang yang melahirkan kita adalah\...\...;nenek;bibi;ibu;tante;#;C
1;Aku terbuat dari kayu..Aku digunakan untuk duduk.Aku adalah \...;sapu;kursi;meja;lemari;#;B
1;Percakapan di atas dilakukan oleh \...;Mila dan Caca;Ibu Tika dan Maya;Mila dan Ibu Tika;Mila dan Ibu Guru;#;C
1;Pada percakapan di atas, Mila membeli \...;sabun mandi;sampo;pasta gigi;sabun cuci;#;A
1;Ibu Tika seorang \...;guru;pedagang;pembeli;penjahit;#;B
1;toni dan budi bermain kelereng. Penulisan kalimat di atas yang benar adalah \...;Toni dan Budi bermain kelereng;Toni dan budi bermain kelereng;toni dan budi bermain kelereng;Budi dan Toni bermain kelereng;#;A
1;Ibu belanja di pasar Kalimat di atas dibaca \...;ibu belanja di pasar;ibu belanja di toko;ibuku belanja di pasar;ibu sedang belanja;#;A
1;Judul puisi di atas adalah \...;bungaku;melatiku;mawarku;terataku;#;B
1;Ciri bunga melati adalah \...;tidak berbau;berwarna merah;putih dan wangi;besar dan harum;#;C
1;Berikut yang termasuk alat kebersihan adalah \...;kemoceng;topi;panci;sapu;#;A
1;Gita gemar membaca \...;televisi;cerita;radio;koran;#;B
1;Orang berjalan menggunakan ...;kaki;mulut;tangan;kepala;#;A
1;Mata berguna untuk...;makan;melihat;mendengar;mencium;#;B
1;Salah satu jenis sayuran...;jeruk;kangkung;tempe;wortel;#;B
1;Berpakaian dapat melindungi diri dari ...;binatang buas;panas;air hujan;angin;#;B
1;Yang termasuk jenis buah-buahan...;kobis;sawi;apel;pisang;#;C
1;Jenis lauk-pauk misalnya...;bayam;susu;tempe;telur;#;C
1;Makanan pokok orang Indonesia adalah ...;gandum;nasi;susu;kentang;#;B
1;Tanaman selalu disiram supaya ...;tidak kotor;tidak bau;tidak layu;tidak mati;#;C
1;Rumah diberi ventilasi di jendela sebagai tempat masuk ...;hewan;orang;udara;cahaya;#;C
1;Manusia dan hewan memerlukan udara untuk ...;berenang;bernafas;bermain;berlari;#;B
